일자,평균기온,최저기온,최고기온,강수량,전체개봉편수,전체상영편수,전체매출액,전체관객수,요일,가격,공휴일
2015-02-22,6.3,1.7,11.3,1.0,0,68,8415764600,1050045,Sun,10000,0
2015-02-23,3.2,-0.2,8.6,0.0,1,79,2683302100,360841,Mon,9000,0
2015-02-24,3.4,-0.9,9.6,0.0,0,89,2630815200,357705,Tue,9000,0
2015-02-25,5.2,-0.4,11.2,0.1,2,84,2843140600,430105,Wed,9000,0
2015-02-26,3.6,-1.1,8.2,0.2,18,96,3064159600,414195,Thu,9000,0
2015-02-27,-0.3,-3.7,4.1,0.0,0,96,3525495721,446710,Fri,10000,0
2015-02-28,2.0,-3.7,6.8,1.6,0,95,6647278908,821488,Sat,10000,0
2015-03-01,3.2,0.5,7.1,0.9,0,87,5784341800,705820,Sun,10000,1
2015-03-02,3.5,-3.0,10.5,0.0,0,74,1703679600,223117,Mon,9000,0
2015-03-03,3.6,0.5,7.6,2.8,0,81,1526332600,201695,Tue,9000,0
2015-03-04,0.2,-2.8,4.3,0.0,3,91,1496865600,195245,Wed,9000,0
2015-03-05,0.5,-5.6,6.8,0.0,13,83,1917882900,253311,Thu,9000,0
2015-03-06,3.0,-3.5,10.5,0.0,1,81,2559696259,311926,Fri,10000,0
2015-03-07,4.3,-2.4,12.2,0.0,0,86,5639726884,677036,Sat,10000,0
2015-03-08,6.4,-2.3,14.6,0.0,0,83,4903748300,591781,Sun,10000,0
2015-03-09,4.5,-3.3,11.3,0.1,1,84,1460150900,192761,Mon,9000,0
2015-03-10,-1.6,-5.4,2.7,0.0,1,87,1376550400,182537,Tue,9000,0
2015-03-11,2.5,-3.3,8.1,0.0,4,95,1401976800,186334,Wed,9000,0
2015-03-12,3.5,-2.9,9.5,0.0,16,83,2128993400,280487,Thu,9000,0
2015-03-13,5.6,0.1,10.9,1.2,0,74,2868866537,351200,Fri,10000,0
2015-03-14,4.8,-2.0,11.7,0.0,0,83,6706409274,808587,Sat,10000,0
2015-03-15,6.4,-1.5,15.2,0.0,1,84,5413520400,657120,Sun,10000,0
2015-03-16,9.3,0.7,19.1,0.0,0,80,1515371600,199683,Mon,9000,0
2015-03-17,11.7,3.0,20.2,0.0,0,89,1449412600,192173,Tue,9000,0
2015-03-18,9.6,7.8,12.3,31.8,3,88,1590512500,209697,Wed,9000,0
2015-03-19,11.4,6.8,18.3,0.5,12,87,1672290700,223254,Thu,9000,0
2015-03-20,12.1,7.1,19.6,0.0,1,74,2402710346,295924,Fri,10000,0
2015-03-21,11.9,5.1,19.4,0.0,1,77,5466202270,671870,Sat,10000,0
2015-03-22,9.7,3.8,16.8,0.0,0,74,4917324700,606266,Sun,10000,0
2015-03-23,5.5,-0.3,11.5,0.0,1,76,1328828000,176343,Mon,9000,0
2015-03-24,4.9,-1.6,12.1,0.0,0,82,1282543500,171207,Tue,9000,0
2015-03-25,5.9,-2.4,14.2,0.0,9,95,2150390700,330694,Wed,9000,0
2015-03-26,8.1,-0.8,17.0,0.0,9,91,1846100500,247901,Thu,9000,0
2015-03-27,9.6,1.3,18.3,0.0,0,100,2694784973,338346,Fri,10000,0
2015-03-28,11.1,1.5,19.3,0.0,0,113,5952591775,744569,Sat,10000,0
2015-03-29,12.0,6.2,19.1,0.0,0,109,5316838400,666214,Sun,10000,0
2015-03-30,13.1,4.7,21.3,0.0,0,97,1585032500,212903,Mon,9000,0
2015-03-31,12.8,8.3,15.5,3.1,0,102,1608462700,217106,Tue,9000,0
2015-04-01,11.7,9.2,15.9,1.9,6,89,2621639500,346463,Wed,9000,0
2015-04-02,13.4,8.4,19.5,7.7,10,83,2096607300,275166,Thu,9000,0
2015-04-03,12.9,9.0,18.8,9.0,0,81,3195142597,394307,Fri,10000,0
2015-04-04,11.1,7.7,16.2,17.8,0,78,6695741787,820146,Sat,10000,0
2015-04-05,10.0,8.4,11.7,3.0,0,77,6190632200,759571,Sun,10000,0
2015-04-06,10.4,7.4,13.3,4.2,0,69,1765876000,232099,Mon,9000,0
2015-04-07,7.5,5.1,10.8,0.9,0,82,1578402300,208124,Tue,9000,0
2015-04-08,7.9,4.3,12.4,0.3,7,96,1504716300,197674,Wed,9000,0
2015-04-09,9.0,3.4,15.1,0.0,19,83,1724181700,232163,Thu,9000,0
2015-04-10,10.5,3.4,18.2,0.0,0,82,2431913935,305406,Fri,10000,0
2015-04-11,11.4,3.5,19.5,0.0,1,83,4776783448,586749,Sat,10000,0
2015-04-12,11.9,5.2,17.9,0.6,0,77,4269082900,523488,Sun,10000,0
2015-04-13,10.4,8.1,13.2,7.5,0,82,1395799100,184647,Mon,9000,0
2015-04-14,8.6,6.1,12.5,10.2,1,86,1451077700,194368,Tue,9000,0
2015-04-15,12.0,5.9,18.8,1.0,2,99,1310967300,176353,Wed,9000,0
2015-04-16,11.6,6.0,20.4,2.7,12,94,1375459600,184399,Thu,9000,0
2015-04-17,11.4,3.6,19.0,0.0,0,93,1869898354,236258,Fri,10000,0
2015-04-18,13.7,4.7,21.7,2.4,0,90,3731716837,454857,Sat,10000,0
2015-04-19,14.2,11.3,17.2,14.2,0,82,3958552800,482695,Sun,10000,0
2015-04-20,11.5,8.1,14.6,11.0,0,88,1199413500,160643,Mon,9000,0
2015-04-21,12.8,5.7,20.9,0.0,0,96,1005166900,135135,Tue,9000,0
2015-04-22,13.8,7.1,20.9,0.0,3,102,1048907400,139134,Wed,9000,0
2015-04-23,14.4,5.9,22.3,0.0,14,72,5657704000,681068,Thu,9000,0
2015-04-24,15.6,8.7,22.9,0.0,0,75,6351950486,720574,Fri,10000,0
2015-04-25,15.7,6.7,24.2,0.0,0,77,11175865579,1289610,Sat,10000,0
2015-04-26,18.2,8.5,26.9,0.0,0,69,9819090600,1139079,Sun,10000,0
2015-04-27,18.7,11.2,26.6,0.0,0,67,2888510100,345786,Mon,9000,0
2015-04-28,17.6,10.9,23.9,8.2,0,79,2649230500,322149,Tue,9000,0
2015-04-29,15.8,14.0,18.2,23.2,6,87,3448392100,483737,Wed,9000,0
2015-04-30,17.9,13.1,24.0,0.2,11,83,4012685300,509791,Thu,9000,0
2015-05-01,19.2,12.8,26.3,0.0,1,63,8716815510,1047899,Fri,10000,0
2015-05-02,19.8,13.5,26.2,1.9,1,64,9578624944,1137143,Sat,10000,0
2015-05-03,17.6,15.8,20.2,12.9,0,66,9082484600,1078152,Sun,10000,0
2015-05-04,16.4,10.5,21.9,0.0,0,61,6918892700,890514,Mon,9000,0
2015-05-05,14.2,5.9,21.9,0.0,0,74,9462217900,1159897,Tue,10000,1
2015-05-06,14.9,7.7,22.1,0.0,3,76,1883267000,241464,Wed,9000,0
2015-05-07,16.3,8.7,24.1,0.0,22,87,1839942100,236504,Thu,9000,0
2015-05-08,16.9,9.2,23.4,0.0,0,71,2458268847,300313,Fri,10000,0
2015-05-09,17.7,12.9,24.1,0.2,0,97,5586451647,667076,Sat,10000,0
2015-05-10,16.7,10.8,23.5,0.0,0,94,5209618900,625003,Sun,10000,0
2015-05-11,16.8,11.7,21.9,23.8,0,89,1407027600,177618,Mon,9000,0
2015-05-12,15.8,12.2,19.8,9.0,0,71,1441391200,184682,Tue,9000,0
2015-05-13,19.6,12.5,25.7,0.0,4,83,1430033000,179973,Wed,9000,0
2015-05-14,20.7,13.6,26.9,0.0,13,78,2344894300,300834,Thu,9000,0
2015-05-15,19.1,15.3,23.9,1.3,0,67,3749435045,456189,Fri,10000,0
2015-05-16,18.0,11.7,25.3,0.0,0,73,7181302872,854200,Sat,10000,0
2015-05-17,18.0,9.8,26.1,0.0,0,66,6592434200,784502,Sun,10000,0
2015-05-18,16.3,12.8,20.4,4.0,0,65,2082263600,261866,Mon,9000,0
2015-05-19,17.9,12.8,24.2,0.7,0,70,1899745200,240416,Tue,9000,0
2015-05-20,16.7,11.3,22.5,0.0,3,67,1996889800,252788,Wed,9000,0
2015-05-21,18.7,10.1,26.5,0.0,19,85,2608245500,337241,Thu,9000,0
2015-05-22,20.7,14.0,27.7,0.0,1,73,3587975088,434706,Fri,10000,0
2015-05-23,20.2,14.1,27.3,0.0,0,76,7515844088,898764,Sat,10000,0
2015-05-24,20.3,12.5,28.3,0.0,0,67,8910162100,1067359,Sun,10000,0
2015-05-25,20.2,12.2,28.3,0.0,0,59,8274379100,1016046,Mon,10000,1
2015-05-26,21.8,13.1,30.9,0.0,0,77,1896108200,243254,Tue,9000,0
2015-05-27,21.4,12.8,30.0,0.0,6,84,2356948700,351182,Wed,9000,0
2015-05-28,21.7,15.5,29.2,0.0,12,83,2119399200,277742,Thu,9000,0
2015-05-29,22.5,14.6,29.6,0.0,0,72,3009895042,368200,Fri,10000,0
2015-05-30,19.1,15.8,23.0,2.7,1,83,7001789370,851243,Sat,10000,0
2015-05-31,20.4,14.5,27.7,0.0,0,70,6132295000,747970,Sun,10000,0
2015-06-01,21.8,14.2,29.0,0.0,0,59,1754044600,229327,Mon,9000,0
2015-06-02,21.7,17.2,27.2,0.4,0,67,1540535300,200883,Tue,9000,0
2015-06-03,21.7,16.4,27.7,0.0,6,71,1867065000,235016,Wed,9000,0
2015-06-04,21.6,12.9,29.3,0.0,10,61,1990785700,253186,Thu,9000,0
2015-06-05,16.9,13.3,21.2,3.2,0,65,2751296178,325258,Fri,10000,0
2015-06-06,19.1,12.3,26.1,0.0,2,72,5840659791,687849,Sat,10000,1
2015-06-07,20.9,15.0,27.6,0.0,0,63,4583447000,536935,Sun,10000,0
2015-06-08,20.2,15.8,24.7,1.3,1,60,1433569400,180741,Mon,9000,0
2015-06-09,21.7,16.3,27.9,0.0,1,67,1285994100,163082,Tue,9000,0
2015-06-10,23.7,16.5,31.2,0.0,4,72,1385009800,174031,Wed,9000,0
2015-06-11,21.8,17.9,25.6,1.7,14,75,3191882800,384293,Thu,9000,0
2015-06-12,23.2,18.1,29.6,0.7,0,64,3950831497,451684,Fri,10000,0
2015-06-13,22.6,17.5,28.4,0.7,0,70,7990040030,919879,Sat,10000,0
2015-06-14,21.8,17.4,27.3,5.1,0,70,7131146300,821001,Sun,10000,0
2015-06-15,23.0,19.2,28.4,0.0,0,66,1981328800,238502,Mon,9000,0
2015-06-16,22.6,19.2,28.5,1.1,0,68,1796362100,216662,Tue,9000,0
2015-06-17,21.4,18.2,25.9,2.9,5,81,1903226300,230892,Wed,9000,0
2015-06-18,22.5,18.1,27.8,0.8,13,86,3219641600,407583,Thu,9000,0
2015-06-19,22.4,18.4,27.8,2.2,0,69,4245491498,500957,Fri,10000,0
2015-06-20,19.4,17.4,22.3,12.2,0,69,9002210295,1059533,Sat,10000,0
2015-06-21,21.2,17.0,26.8,0.1,2,68,7964590900,942807,Sun,10000,0
2015-06-22,22.3,17.3,28.0,0.2,0,68,2690361900,343394,Mon,9000,0
2015-06-23,23.1,18.2,29.0,0.1,0,77,2443984500,313279,Tue,9000,0
2015-06-24,22.5,19.2,27.2,3.4,8,86,3210871800,472786,Wed,9000,0
2015-06-25,21.8,18.9,25.9,14.6,15,82,3270853700,427846,Thu,9000,0
2015-06-26,20.9,18.8,23.8,32.4,0,72,4437129957,548227,Fri,10000,0
2015-06-27,21.6,18.4,25.8,0.7,0,74,8847741702,1078613,Sat,10000,0
2015-06-28,22.1,17.9,27.2,0.0,0,71,8385580600,1024024,Sun,10000,0
2015-06-29,23.5,18.5,29.1,0.2,0,66,3143913300,416236,Mon,9000,0
2015-06-30,21.4,19.0,25.5,11.5,0,72,3111740700,417451,Tue,9000,0
2015-07-01,22.6,18.4,28.1,0.9,5,73,2884234700,381092,Wed,9000,0
2015-07-02,22.4,17.0,28.2,0.2,18,82,4048493700,524959,Thu,9000,0
2015-07-03,22.3,17.6,28.0,0.5,1,69,5282226284,660533,Fri,10000,0
2015-07-04,21.2,15.8,26.7,0.0,0,82,9850279740,1215440,Sat,10000,0
2015-07-05,21.8,17.0,27.4,0.4,0,69,8697994300,1075284,Sun,10000,0
2015-07-06,22.2,17.9,27.2,0.2,0,77,2668829200,352159,Mon,9000,0
2015-07-07,20.1,17.7,23.1,13.3,2,87,2953466600,395349,Tue,9000,0
2015-07-08,21.0,18.4,23.6,23.0,6,90,3207919200,432889,Wed,9000,0
2015-07-09,22.8,20.2,26.2,19.1,21,82,3950149700,534437,Thu,9000,0
2015-07-10,25.0,20.6,30.3,0.0,0,69,4785331256,618240,Fri,10000,0
2015-07-11,25.9,22.0,31.1,9.2,0,72,10529732703,1333284,Sat,10000,0
2015-07-12,24.2,22.8,26.1,44.8,0,67,10156652800,1281612,Sun,10000,0
2015-07-13,23.9,21.8,26.7,3.6,0,64,2824433100,372266,Mon,9000,0
2015-07-14,25.4,21.0,30.8,0.1,2,73,2689031300,358163,Tue,9000,0
2015-07-15,25.0,20.7,31.2,1.0,9,82,2829935700,379322,Wed,9000,0
2015-07-16,22.9,19.4,27.1,0.0,13,63,2994923500,399928,Thu,9000,0
2015-07-17,21.6,17.8,25.7,0.3,0,60,4391670401,557490,Fri,10000,0
2015-07-18,23.0,20.1,27.1,0.1,2,71,8775448308,1097829,Sat,10000,0
2015-07-19,24.0,20.2,28.6,1.5,0,60,8204333300,1025030,Sun,10000,0
2015-07-20,24.3,21.9,27.6,2.7,1,63,2572467500,341721,Mon,9000,0
2015-07-21,24.6,22.1,28.3,4.1,0,65,2559480300,343386,Tue,9000,0
2015-07-22,25.7,23.0,29.9,2.8,9,71,5292725500,709729,Wed,9000,0
2015-07-23,25.9,23.6,29.4,13.0,9,70,4773404700,641809,Thu,9000,0
2015-07-24,25.6,24.1,27.6,17.4,3,60,6359094415,803116,Fri,10000,0
2015-07-25,26.5,24.0,29.6,8.8,1,67,11843491847,1490738,Sat,10000,0
2015-07-26,27.0,22.4,32.4,3.8,0,57,11638623700,1464593,Sun,10000,0
2015-07-27,26.6,23.5,30.4,1.8,2,66,5019090600,675780,Mon,9000,0
2015-07-28,27.4,24.1,32.0,0.6,0,68,4829242300,654679,Tue,9000,0
2015-07-29,27.3,24.3,31.1,7.1,8,79,6436101300,956326,Wed,9000,0
2015-07-30,28.7,24.7,33.7,0.0,11,66,8386959800,1127368,Thu,9000,0
2015-07-31,28.3,24.5,33.6,0.2,0,57,9645386504,1227175,Fri,10000,0
2015-08-01,27.6,23.8,32.9,1.0,1,61,13976163144,1755039,Sat,10000,0
2015-08-02,27.0,23.5,31.5,5.1,0,51,13304974800,1665483,Sun,10000,0
2015-08-03,28.1,24.2,33.1,0.0,2,63,8686206100,1155984,Mon,9000,0
2015-08-04,28.0,23.3,33.3,0.0,0,65,7890315100,1056968,Tue,9000,0
2015-08-05,28.0,23.6,33.7,0.0,11,71,8795189800,1178135,Wed,9000,0
2015-08-06,28.4,23.4,34.3,0.0,9,65,7964109200,1066567,Thu,9000,0
2015-08-07,28.5,23.4,34.8,2.2,2,61,9297305518,1175664,Fri,10000,0
2015-08-08,27.1,23.6,33.8,6.8,0,60,14194100405,1781250,Sat,10000,0
2015-08-09,26.8,22.7,32.3,0.0,0,59,13717231800,1724106,Sun,10000,0
2015-08-10,26.4,22.7,31.5,0.0,1,63,6361523300,850709,Mon,9000,0
2015-08-11,25.1,21.3,29.2,6.7,1,68,6076671800,817897,Tue,9000,0
2015-08-12,23.8,20.4,27.9,5.1,6,72,5814328300,781307,Wed,9000,0
2015-08-13,24.8,21.0,30.5,6.9,19,76,6673360300,897824,Thu,9000,0
2015-08-14,25.1,20.8,30.8,1.1,2,62,12275302323,1560496,Fri,10000,0
2015-08-15,25.9,21.2,31.6,0.0,0,65,13934602191,1757902,Sat,10000,1
2015-08-16,24.8,21.4,29.7,6.9,0,63,11918651100,1498997,Sun,10000,0
2015-08-17,25.1,20.5,30.9,1.0,0,60,4770173900,638869,Mon,9000,0
2015-08-18,25.2,21.3,30.0,0.0,2,67,4310535500,582680,Tue,9000,0
2015-08-19,25.0,21.4,29.0,0.0,7,80,3972267100,532883,Wed,9000,0
2015-08-20,24.1,22.0,27.3,5.0,17,75,4590886700,615395,Thu,9000,0
2015-08-21,23.6,21.1,28.3,26.6,1,66,5516002325,693459,Fri,10000,0
2015-08-22,24.3,21.1,28.6,0.3,1,70,9878490231,1235678,Sat,10000,0
2015-08-23,24.9,21.4,29.8,0.1,0,66,9649343600,1211365,Sun,10000,0
2015-08-24,24.7,22.1,27.9,3.1,1,72,3208857700,424316,Mon,9000,0
2015-08-25,21.5,19.7,24.0,26.8,0,77,3363610500,448089,Tue,9000,0
2015-08-26,22.2,18.7,26.9,0.4,1,81,3307966300,507603,Wed,9000,0
2015-08-27,23.2,18.3,28.7,1.4,12,84,3021077400,403790,Thu,9000,0
2015-08-28,23.0,18.8,28.7,2.5,1,71,3933824165,496348,Fri,10000,0
2015-08-29,22.9,18.8,28.7,0.0,2,82,8458822450,1054341,Sat,10000,0
2015-08-30,23.2,18.3,29.1,0.4,3,70,7888641100,988404,Sun,10000,0
2015-08-31,23.9,19.3,29.1,1.8,0,66,2556346200,344593,Mon,9000,0
2015-09-01,23.6,20.8,27.9,5.0,0,66,2178804700,294079,Tue,9000,0
2015-09-02,22.8,20.0,27.4,9.6,7,71,2179161300,293198,Wed,9000,0
2015-09-03,22.9,19.2,28.1,1.8,24,92,3287312700,422794,Thu,9000,0
2015-09-04,23.3,18.8,29.0,0.0,3,79,4307938059,523104,Fri,10000,0
2015-09-05,21.7,19.4,25.6,9.4,0,76,8953459401,1084848,Sat,10000,0
2015-09-06,20.9,18.0,24.6,6.6,0,74,7899353200,962746,Sun,10000,0
2015-09-07,20.7,15.9,26.4,0.1,1,68,2094662700,272515,Mon,9000,0
2015-09-08,20.0,14.3,26.2,0.0,0,84,1866987000,244271,Tue,9000,0
2015-09-09,20.3,13.6,27.1,0.0,8,80,1908102500,254404,Wed,9000,0
2015-09-10,20.6,14.2,27.3,0.0,23,83,1917467300,250652,Thu,9000,0
2015-09-11,21.0,15.7,26.6,1.5,2,81,2831490315,348649,Fri,10000,0
2015-09-12,18.8,15.5,22.1,3.8,3,86,6155049668,747666,Sat,10000,0
2015-09-13,18.6,13.5,25.1,0.0,2,88,5226269800,636458,Sun,10000,0
2015-09-14,19.1,12.8,26.4,0.0,0,74,1438610500,189210,Mon,9000,0
2015-09-15,19.3,13.3,25.7,0.0,5,86,1324580500,174393,Tue,9000,0
2015-09-16,18.9,13.2,24.1,1.6,8,92,3297476700,437461,Wed,9000,0
2015-09-17,19.3,15.2,24.2,4.4,11,91,3105773200,412425,Thu,9000,0
2015-09-18,20.1,14.6,26.3,0.0,1,86,4438520424,553369,Fri,10000,0
2015-09-19,20.1,15.2,26.7,0.0,1,99,8802332655,1093872,Sat,10000,0
2015-09-20,20.1,14.8,26.6,0.0,1,94,7916279000,985477,Sun,10000,0
2015-09-21,20.6,15.1,27.9,0.0,0,82,2181066000,288807,Mon,9000,0
2015-09-22,20.6,14.8,28.0,0.0,0,91,2089867300,278378,Tue,9000,0
2015-09-23,19.0,15.6,22.5,8.4,7,101,2166720900,289195,Wed,9000,0
2015-09-24,20.7,16.5,25.7,1.2,18,91,2987540600,395464,Thu,9000,0
2015-09-25,20.6,16.3,26.3,0.0,3,85,5591233325,695582,Fri,10000,0
2015-09-26,20.1,15.4,26.5,0.0,2,81,9322917325,1142990,Sat,10000,1
2015-09-27,19.7,13.7,27.6,0.0,1,84,12290255700,1478356,Sun,10000,1
2015-09-28,20.5,13.1,28.6,0.0,0,84,14747805900,1829809,Mon,10000,1
2015-09-29,20.7,14.4,27.0,0.0,0,79,12373738600,1558715,Tue,10000,1
2015-09-30,19.3,16.7,23.1,1.7,5,75,3933360200,594156,Wed,9000,0
2015-10-01,18.1,14.5,22.6,37.4,7,77,2539373100,410577,Thu,9000,0
2015-10-02,15.9,8.9,21.9,0.0,0,71,3451386576,433791,Fri,10000,0
2015-10-03,18.2,11.9,24.9,0.0,0,77,7153761384,886408,Sat,10000,1
2015-10-04,16.5,11.0,23.6,0.0,0,69,5899670300,728494,Sun,10000,0
2015-10-05,16.7,11.0,24.4,0.0,2,79,1769257900,235003,Mon,9000,0
2015-10-06,16.8,10.1,25.4,0.0,2,78,1812252000,242806,Tue,9000,0
2015-10-07,17.2,10.8,24.8,0.0,2,85,1920134000,259640,Wed,9000,0
2015-10-08,17.5,12.5,24.4,0.1,17,85,4332600900,576398,Thu,9000,0
2015-10-09,16.0,10.2,21.4,0.4,1,66,9279388184,1157141,Fri,10000,1
2015-10-10,13.7,7.6,20.7,4.8,0,79,9161407355,1123155,Sat,10000,0
2015-10-11,12.7,8.6,17.0,2.2,0,70,7827405100,961979,Sun,10000,0
2015-10-12,13.4,9.4,18.5,0.5,4,74,2199619200,285268,Mon,9000,0
2015-10-13,14.4,7.5,21.8,0.0,1,81,2076576600,273512,Tue,9000,0
2015-10-14,15.5,9.5,23.3,0.0,8,91,1948095200,304934,Wed,9000,0
2015-10-15,15.7,9.9,23.8,0.0,13,86,2130401900,280909,Thu,9000,0
2015-10-16,15.8,10.4,23.5,0.0,1,83,3287506706,413788,Fri,10000,0
2015-10-17,16.1,10.2,24.8,0.0,1,101,6162767128,746518,Sat,10000,0
2015-10-18,16.2,9.6,25.2,0.0,0,94,5431664300,662161,Sun,10000,0
2015-10-19,16.4,10.7,23.5,0.1,1,93,1609912500,211113,Mon,9000,0
2015-10-20,16.8,11.5,24.1,0.0,0,101,1564460100,207309,Tue,9000,0
2015-10-21,16.9,11.8,23.9,0.2,6,105,1633591500,217965,Wed,9000,0
2015-10-22,16.3,12.3,21.6,0.3,17,111,2302944600,306442,Thu,9000,0
2015-10-23,16.3,12.3,22.0,0.0,2,105,3349309496,422365,Fri,10000,0
2015-10-24,16.2,11.3,22.3,1.2,2,97,6390398029,781639,Sat,10000,0
2015-10-25,14.7,9.6,21.0,0.0,0,100,5680362200,697958,Sun,10000,0
2015-10-26,14.4,9.1,19.8,0.4,2,92,1719775900,226348,Mon,9000,0
2015-10-27,13.4,9.7,17.8,16.3,0,90,1797969800,238651,Tue,9000,0
2015-10-28,11.4,5.9,17.2,0.0,8,101,2224536500,362870,Wed,9000,0
2015-10-29,10.5,5.4,16.3,0.4,12,97,1843312100,243604,Thu,9000,0
2015-10-30,8.0,3.6,12.8,0.0,2,109,2727866882,341663,Fri,10000,0
2015-10-31,6.3,0.7,13.2,0.0,0,121,5619117178,686120,Sat,10000,0
2015-11-01,6.7,0.9,11.2,0.1,0,101,5042897700,609116,Sun,10000,0
2015-11-02,10.1,4.6,16.4,0.2,0,85,1457775200,191497,Mon,9000,0
2015-11-03,10.8,4.9,19.0,0.0,2,94,1387778000,182510,Tue,9000,0
2015-11-04,10.9,3.8,20.0,0.0,6,108,1385172600,182859,Wed,9000,0
2015-11-05,12.9,7.1,20.7,0.0,13,88,2433706700,321194,Thu,9000,0
2015-11-06,13.5,8.0,19.2,2.6,0,85,3518887114,435258,Fri,10000,0
2015-11-07,13.2,11.7,14.5,28.0,0,84,7807143332,954967,Sat,10000,0
2015-11-08,13.7,12.5,15.1,13.8,0,78,7261242300,888048,Sun,10000,0
2015-11-09,12.7,10.8,15.5,3.2,0,73,2170147100,286295,Mon,9000,0
2015-11-10,11.1,7.6,15.3,0.2,1,85,1964407800,260154,Tue,9000,0
2015-11-11,11.5,6.8,17.1,2.0,7,93,3670912700,486381,Wed,9000,0
2015-11-12,13.7,9.1,18.1,0.6,18,93,3364658900,462004,Thu,9000,0
2015-11-13,12.1,10.9,13.9,24.4,0,87,4028498820,509857,Fri,10000,0
2015-11-14,13.8,12.0,16.2,5.0,0,82,7626939360,944345,Sat,10000,0
2015-11-15,13.5,9.6,18.3,0.0,0,87,6261569600,780230,Sun,10000,0
2015-11-16,12.6,8.9,15.8,10.7,0,80,1890171700,255158,Mon,9000,0
2015-11-17,14.3,12.3,17.1,0.5,2,92,1918541200,262213,Tue,9000,0
2015-11-18,11.6,9.4,14.2,7.9,5,97,2719269500,362123,Wed,9000,0
2015-11-19,10.2,8.6,12.1,0.9,24,101,3317548900,444692,Thu,9000,0
2015-11-20,11.0,7.6,15.9,0.1,0,98,4421522661,556312,Fri,10000,0
2015-11-21,9.6,5.9,13.5,0.1,1,87,7871308507,966228,Sat,10000,0
2015-11-22,11.3,7.3,15.5,4.6,0,83,7405983700,909518,Sun,10000,0
2015-11-23,10.9,9.2,12.7,6.6,0,89,2724209000,364080,Mon,9000,0
2015-11-24,8.5,6.0,11.2,2.8,0,99,2532240500,341204,Tue,9000,0
2015-11-25,5.6,3.8,7.6,9.0,8,102,3126116100,510576,Wed,9000,0
2015-11-26,0.9,-1.1,4.5,3.3,16,110,2815170300,383569,Thu,9000,0
2015-11-27,1.1,-1.9,4.0,0.6,3,113,3767151825,479654,Fri,10000,0
2015-11-28,3.2,0.1,7.2,0.0,0,123,6959772392,855024,Sat,10000,0
2015-11-29,5.2,1.6,9.6,0.8,0,112,6382186900,787100,Sun,10000,0
2015-11-30,6.4,1.5,11.6,0.2,2,125,2225903500,303812,Mon,9000,0
2015-12-01,4.7,-0.9,12.1,0.0,0,125,2066081300,281033,Tue,9000,0
2015-12-02,7.3,2.9,11.3,5.7,8,139,1972109700,264732,Wed,9000,0
2015-12-03,3.0,-0.3,6.5,3.0,17,137,2453064200,322680,Thu,9000,0
2015-12-04,2.8,-0.6,5.7,0.5,1,118,3089132108,383014,Fri,10000,0
2015-12-05,5.5,2.1,8.7,0.0,2,109,6020707622,721461,Sat,10000,0
2015-12-06,3.2,-0.7,8.3,0.0,2,104,5560344100,665624,Sun,10000,0
2015-12-07,3.5,-2.5,9.9,0.0,1,84,1803551600,241286,Mon,9000,0
2015-12-08,4.6,0.0,11.1,0.0,0,85,1854577100,251400,Tue,9000,0
2015-12-09,6.2,-0.4,13.2,0.0,4,98,1903267000,254779,Wed,9000,0
2015-12-10,8.7,6.6,10.6,14.1,22,97,2210130600,301430,Thu,9000,0
2015-12-11,7.6,3.8,10.9,3.7,1,96,2753594150,350816,Fri,10000,0
2015-12-12,5.5,1.1,10.8,0.0,2,96,5302532427,651496,Sat,10000,0
2015-12-13,6.5,2.6,12.5,0.0,0,83,4870750600,595024,Sun,10000,0
2015-12-14,6.9,4.2,8.7,3.9,2,84,1608787700,215909,Mon,9000,0
2015-12-15,7.2,4.7,9.9,0.5,2,99,1696003200,231656,Tue,9000,0
2015-12-16,1.7,-1.6,5.5,2.4,12,103,3302081400,444895,Wed,9000,0
2015-12-17,-2.0,-4.8,1.4,0.3,11,94,4161608900,537556,Thu,9000,0
2015-12-18,-0.5,-6.0,4.7,0.0,1,82,4958727694,613883,Fri,10000,0
2015-12-19,1.4,-3.0,8.4,0.0,1,73,9362244246,1134967,Sat,10000,0
2015-12-20,2.1,-2.5,6.0,0.8,1,72,9424495300,1147342,Sun,10000,0
2015-12-21,4.3,0.5,9.3,1.5,1,77,3261193000,423597,Mon,9000,0
2015-12-22,4.1,-1.1,9.6,0.1,2,83,3118574300,412238,Tue,9000,0
2015-12-23,6.3,3.8,9.0,1.9,9,89,3339198700,445452,Wed,9000,0
2015-12-24,4.2,0.8,8.7,0.0,11,86,6953954291,896743,Thu,9000,0
2015-12-25,1.4,-2.6,5.8,0.0,2,80,16342596038,2021140,Fri,10000,1
2015-12-26,3.8,-2.1,9.8,0.2,2,75,11451426617,1421233,Sat,10000,0
2015-12-27,-0.8,-4.6,3.7,0.0,1,68,9364375800,1163678,Sun,10000,0
2015-12-28,-2.4,-6.4,2.2,0.0,0,74,3380128200,450520,Mon,9000,0
2015-12-29,-1.4,-6.7,4.8,0.0,1,85,3621183000,487380,Tue,9000,0
2015-12-30,0.9,-5.2,7.4,1.1,4,85,4564822500,713482,Wed,9000,0
2015-12-31,2.0,-1.7,6.3,0.3,6,75,6910670711,915953,Thu,9000,0
2016-01-01,1.7,-3.9,7.3,0.0,0,70,11817089198,1440266,Fri,10000,1
