일자,평균기온,최저기온,최고기온,강수량,전체개봉편수,전체상영편수,전체매출액,전체관객수,요일,가격,공휴일
2009-04-29,14.5,5.5,23.4,0.0,1,48,1303648500,205186,Wed,7000,0
2009-04-30,15.5,6.8,23.2,0.0,7,43,2645060500,415531,Thu,7000,0
2009-05-01,16.7,8.6,24.2,0.0,1,49,4741789000,708141,Fri,8000,0
2009-05-02,16.5,11.9,22.0,3.6,0,46,6929353500,1030483,Sat,8000,1
2009-05-03,17.2,12.9,23.2,3.3,0,49,5621680500,828963,Sun,8000,0
2009-05-04,17.3,10.8,25.2,0.0,0,52,4163997000,658600,Mon,7000,0
2009-05-05,17.6,10.3,26.7,0.1,0,52,7428582500,1119420,Tue,8000,1
2009-05-06,18.7,10.5,27.6,0.2,0,51,1300269700,204209,Wed,7000,0
2009-05-07,18.7,10.1,27.1,0.0,3,52,1367446500,214904,Thu,7000,0
2009-05-08,19.7,12.0,27.6,0.0,0,48,1933748000,291826,Fri,8000,0
2009-05-09,21.1,12.5,29.4,0.0,1,51,4883186500,727831,Sat,8000,0
2009-05-10,19.7,12.4,27.8,0.0,0,51,4339727500,641419,Sun,8000,0
2009-05-11,18.8,13.3,24.6,6.4,1,45,1249994500,196134,Mon,7000,0
2009-05-12,17.6,14.7,21.2,10.5,0,47,1299798500,204997,Tue,7000,0
2009-05-13,18.0,12.2,24.2,0.0,0,52,1224901000,192841,Wed,7000,0
2009-05-14,18.3,10.1,26.3,0.0,8,49,1653213500,261613,Thu,7000,0
2009-05-15,17.0,13.6,21.2,0.8,0,46,2623575000,394518,Fri,8000,0
2009-05-16,14.3,12.6,16.5,36.9,0,48,5704090500,864243,Sat,8000,0
2009-05-17,15.1,11.5,18.7,4.3,0,52,5210374500,773163,Sun,8000,0
2009-05-18,17.0,8.7,24.5,0.0,0,50,1346620000,211150,Mon,7000,0
2009-05-19,19.4,11.6,27.1,0.0,0,50,1260702500,199410,Tue,7000,0
2009-05-20,20.3,13.3,27.2,0.4,0,52,1284443500,202161,Wed,7000,0
2009-05-21,15.8,14.3,20.2,52.9,5,60,2649413500,413890,Thu,7000,0
2009-05-22,18.7,14.6,24.0,0.2,0,52,3088668500,459882,Fri,8000,0
2009-05-23,17.1,14.3,21.1,0.5,0,51,7081513500,1068512,Sat,8000,0
2009-05-24,17.6,12.8,23.6,0.3,0,53,6259121500,936197,Sun,8000,0
2009-05-25,20.1,12.4,28.1,0.0,0,58,1605895500,249697,Mon,7000,0
2009-05-26,21.1,15.2,28.3,0.1,0,56,1480221500,231231,Tue,7000,0
2009-05-27,20.4,14.0,27.3,0.3,0,57,1450862500,227266,Wed,7000,0
2009-05-28,20.3,13.2,27.9,0.0,4,56,2382464500,372071,Thu,7000,0
2009-05-29,19.2,13.3,25.9,0.0,0,52,2780871500,409063,Fri,8000,0
2009-05-30,17.9,13.3,23.8,0.3,0,52,6427599500,956570,Sat,8000,0
2009-05-31,18.5,11.1,25.5,0.0,0,54,6029716500,896127,Sun,8000,0
2009-06-01,20.9,12.2,28.7,0.0,0,51,1629778500,255077,Mon,7000,0
2009-06-02,21.3,16.2,26.7,5.4,0,53,1483978500,233928,Tue,7000,0
2009-06-03,18.4,16.3,21.6,8.1,0,53,1554357000,243676,Wed,7000,0
2009-06-04,19.7,15.3,25.9,0.0,8,53,1642609500,258314,Thu,7000,0
2009-06-05,20.1,14.1,26.8,1.3,1,49,2554617000,387662,Fri,8000,0
2009-06-06,19.7,15.4,25.1,0.2,0,50,7097480000,1088113,Sat,8000,1
2009-06-07,18.4,15.7,22.1,0.0,0,50,5097512000,770274,Sun,8000,0
2009-06-08,19.7,15.0,24.4,0.0,0,50,1159691500,183808,Mon,7000,0
2009-06-09,19.5,16.9,23.4,8.8,0,54,1112868500,176394,Tue,7000,0
2009-06-10,20.2,17.0,24.4,11.2,0,49,1104835500,175140,Wed,7000,0
2009-06-11,21.9,16.0,27.7,0.3,8,52,1513477000,237668,Thu,7000,0
2009-06-12,20.7,15.4,25.7,0.5,0,51,2100878000,312062,Fri,8000,0
2009-06-13,20.1,13.6,26.3,0.3,0,53,5134290000,774905,Sat,8000,0
2009-06-14,19.9,16.0,25.2,0.5,0,56,4378804500,655165,Sun,8000,0
2009-06-15,20.5,16.2,26.1,1.1,0,54,1239514000,194113,Mon,7000,0
2009-06-16,21.1,15.9,27.1,0.8,0,52,1216266500,192483,Tue,7000,0
2009-06-17,21.2,16.7,25.9,0.3,0,56,1243379500,196479,Wed,7000,0
2009-06-18,23.8,18.2,30.2,0.0,8,58,1433762500,224262,Thu,7000,0
2009-06-19,24.4,18.7,30.3,0.0,0,54,1880605000,277493,Fri,8000,0
2009-06-20,23.0,20.8,25.9,17.7,0,54,4731209000,726130,Sat,8000,0
2009-06-21,24.9,21.3,29.9,1.3,0,56,4115638500,607966,Sun,8000,0
2009-06-22,21.9,19.0,26.2,27.5,0,59,1271368500,199135,Mon,7000,0
2009-06-23,23.3,17.3,29.3,0.0,0,53,1195731000,189254,Tue,7000,0
2009-06-24,24.4,17.8,31.4,0.0,2,50,3734237000,576974,Wed,7000,0
2009-06-25,24.4,17.6,31.5,0.0,3,50,3055523000,470938,Thu,7000,0
2009-06-26,24.6,17.8,31.5,0.0,0,54,3675000500,539516,Fri,8000,0
2009-06-27,25.0,20.0,31.0,0.2,0,52,7713223500,1158187,Sat,8000,0
2009-06-28,25.2,21.0,29.7,1.4,0,50,6816677000,1009873,Sun,8000,0
2009-06-29,24.4,21.6,28.8,31.2,0,51,2234101500,340086,Mon,7000,0
2009-06-30,22.6,19.5,25.8,7.0,0,54,2008450500,308407,Tue,7000,0
2009-07-01,22.7,18.4,27.8,1.4,2,49,1958743000,294409,Wed,7000,0
2009-07-02,21.8,18.5,26.9,11.7,0,53,1971519500,296496,Thu,7000,0
2009-07-03,21.8,18.1,26.9,2.3,0,49,2622726000,366241,Fri,9000,0
2009-07-04,22.5,18.7,27.9,2.4,0,49,6282343000,894417,Sat,9000,0
2009-07-05,23.7,19.2,29.3,0.3,0,50,5961484000,859221,Sun,9000,0
2009-07-06,24.3,19.6,29.8,0.7,0,50,1503534000,216241,Mon,8000,0
2009-07-07,21.9,19.1,25.0,64.1,0,49,1681980000,244053,Tue,8000,0
2009-07-08,25.0,21.0,29.6,2.6,0,50,1485817000,214947,Wed,8000,0
2009-07-09,23.5,20.4,27.1,66.4,6,51,1825475500,262734,Thu,8000,0
2009-07-10,23.9,19.4,29.4,0.3,0,53,2490731000,346147,Fri,9000,0
2009-07-11,23.2,19.6,28.3,17.6,0,53,6168644500,890643,Sat,9000,0
2009-07-12,23.0,19.4,26.3,61.6,0,55,5054366500,711505,Sun,9000,0
2009-07-13,24.7,21.7,28.6,9.6,0,49,1334095500,192379,Mon,8000,0
2009-07-14,25.7,22.6,29.1,48.9,0,54,1190089000,172254,Tue,8000,0
2009-07-15,22.6,20.1,27.2,44.7,4,58,3227326000,468488,Wed,8000,0
2009-07-16,23.9,20.5,27.9,34.7,1,51,2830745600,409672,Thu,8000,0
2009-07-17,25.2,22.8,28.1,16.1,0,51,3370626600,477561,Fri,9000,0
2009-07-18,27.0,23.9,29.8,8.2,0,54,7132380500,1009023,Sat,9000,0
2009-07-19,25.4,22.6,29.2,11.4,0,51,6903977000,984016,Sun,9000,0
2009-07-20,25.6,22.6,29.8,1.2,0,53,2103123000,306825,Mon,8000,0
2009-07-21,25.1,22.0,29.0,26.1,0,56,2055979000,301529,Tue,8000,0
2009-07-22,23.7,19.8,28.9,0.0,2,49,2508649000,361260,Wed,8000,0
2009-07-23,23.3,19.2,28.0,1.2,3,48,3111397000,448368,Thu,8000,0
2009-07-24,22.0,19.8,25.1,11.3,0,44,3692638500,510494,Fri,9000,0
2009-07-25,21.7,19.6,24.6,5.2,0,47,7710168500,1079452,Sat,9000,0
2009-07-26,22.9,19.7,27.4,0.6,0,44,7478935000,1045637,Sun,9000,0
2009-07-27,23.1,19.7,27.5,1.8,0,46,3110196500,441891,Mon,8000,0
2009-07-28,22.0,19.8,25.0,13.0,0,52,3238295700,464093,Tue,8000,0
2009-07-29,23.4,19.6,28.1,10.4,4,44,3949610000,566394,Wed,8000,0
2009-07-30,24.3,20.2,29.4,0.1,3,45,4852517000,704509,Thu,8000,0
2009-07-31,24.0,21.0,28.6,0.5,0,45,5747839500,808220,Fri,9000,0
2009-08-01,24.0,20.6,28.9,1.3,0,45,9032470000,1247660,Sat,9000,0
2009-08-02,24.0,20.6,28.6,0.0,0,42,8264526000,1129045,Sun,9000,0
2009-08-03,22.7,19.9,25.7,0.5,0,43,5465546500,774869,Mon,8000,0
2009-08-04,23.9,18.8,29.3,0.0,0,48,5352934500,764043,Tue,8000,0
2009-08-05,24.7,20.4,29.6,0.0,0,45,5079318500,721629,Wed,8000,0
2009-08-06,23.8,21.1,27.4,5.9,8,53,5222500000,740671,Thu,8000,0
2009-08-07,24.1,22.0,27.3,15.3,0,52,6005863000,820847,Fri,9000,0
2009-08-08,25.4,22.7,29.6,2.0,0,54,9876903000,1362785,Sat,9000,0
2009-08-09,25.8,22.7,29.9,0.6,0,52,9022873500,1237353,Sun,9000,0
2009-08-10,25.6,22.3,29.2,0.2,0,55,3847649000,543299,Mon,8000,0
2009-08-11,24.4,23.1,26.8,35.9,0,53,3897438000,551738,Tue,8000,0
2009-08-12,25.0,23.1,27.5,44.3,4,58,4168777000,586949,Wed,8000,0
2009-08-13,25.4,22.0,30.2,3.8,3,59,3981864500,569624,Thu,8000,0
2009-08-14,25.7,21.8,31.3,0.0,0,52,4835542500,667821,Fri,9000,0
2009-08-15,25.8,21.0,32.5,0.0,0,55,9749862000,1351132,Sat,9000,1
2009-08-16,25.4,20.8,30.4,0.0,0,52,8246189000,1127541,Sun,9000,0
2009-08-17,25.3,22.6,28.9,0.5,0,60,3207925500,458639,Mon,8000,0
2009-08-18,26.2,22.6,30.6,0.1,0,58,3079578000,442189,Tue,8000,0
2009-08-19,27.1,23.0,32.0,0.1,0,63,2933271500,420332,Wed,8000,0
2009-08-20,26.6,23.2,30.3,15.7,8,61,2957666500,420063,Thu,8000,0
2009-08-21,25.6,20.6,31.2,1.9,0,60,3454072500,473645,Fri,9000,0
2009-08-22,24.7,19.6,30.8,0.0,0,56,7140770500,982985,Sat,9000,0
2009-08-23,24.6,19.7,30.6,0.3,0,59,6434519000,877084,Sun,9000,0
2009-08-24,23.5,17.9,29.5,0.0,0,67,2180944000,308223,Mon,8000,0
2009-08-25,23.6,19.6,28.8,0.2,0,65,2041061000,290365,Tue,8000,0
2009-08-26,24.2,19.7,29.2,1.6,0,65,1867367500,263158,Wed,8000,0
2009-08-27,24.1,21.3,27.5,13.9,7,70,2064210500,290184,Thu,8000,0
2009-08-28,25.0,19.9,30.8,2.2,0,66,2343087500,315349,Fri,9000,0
2009-08-29,21.9,16.9,27.0,0.4,0,62,5361921000,728911,Sat,9000,0
2009-08-30,20.6,18.4,23.3,3.4,0,69,5370702000,731968,Sun,9000,0
2009-08-31,21.2,16.8,26.2,0.2,0,75,1540343000,218196,Mon,8000,0
2009-09-01,21.4,15.6,27.6,0.0,0,65,1327143500,190202,Tue,8000,0
2009-09-02,21.5,16.4,27.8,0.0,0,64,1236795500,174427,Wed,8000,0
2009-09-03,21.6,16.0,27.9,0.0,9,68,1270128000,179266,Thu,8000,0
2009-09-04,22.7,17.8,28.3,0.0,0,66,1652213000,220797,Fri,9000,0
2009-09-05,23.5,19.1,29.4,0.0,0,61,4029348500,546416,Sat,9000,0
2009-09-06,24.1,18.7,30.6,0.0,0,65,3919567800,530980,Sun,9000,0
2009-09-07,23.8,20.0,28.4,0.3,0,65,1020350000,144143,Mon,8000,0
2009-09-08,22.9,19.3,28.1,0.4,0,66,974218800,139068,Tue,8000,0
2009-09-09,22.1,17.4,28.1,0.0,4,65,1197211000,172372,Wed,8000,0
2009-09-10,21.3,15.0,28.2,0.0,3,60,1281767000,180066,Thu,8000,0
2009-09-11,20.4,16.3,25.2,1.5,0,58,1832688000,244543,Fri,9000,0
2009-09-12,19.7,16.0,25.3,7.1,1,65,4473607000,607410,Sat,9000,0
2009-09-13,20.0,14.3,26.9,0.0,0,63,3780344000,507157,Sun,9000,0
2009-09-14,19.3,15.9,23.7,1.1,0,65,1051712500,149094,Mon,8000,0
2009-09-15,20.3,15.3,26.8,0.1,0,76,1069758500,152021,Tue,8000,0
2009-09-16,20.3,15.1,27.1,0.0,0,71,1105629500,156526,Wed,8000,0
2009-09-17,20.3,14.6,27.1,0.0,7,63,1182524000,167555,Thu,8000,0
2009-09-18,20.9,14.8,28.9,0.0,1,66,1519222000,202830,Fri,9000,0
2009-09-19,20.1,14.8,26.2,0.0,0,63,3488287500,476490,Sat,9000,0
2009-09-20,19.9,13.9,25.9,0.0,0,62,3003247000,400016,Sun,9000,0
2009-09-21,19.0,16.8,21.6,3.1,0,59,953764500,135849,Mon,8000,0
2009-09-22,20.0,15.6,25.7,0.0,0,64,923243500,133384,Tue,8000,0
2009-09-23,20.7,16.8,26.9,2.0,0,65,889782000,125239,Wed,8000,0
2009-09-24,21.0,15.9,27.9,0.0,7,59,1907041000,269037,Thu,8000,0
2009-09-25,20.1,17.0,24.4,0.9,0,57,2282825100,306543,Fri,9000,0
2009-09-26,21.4,16.0,27.4,0.1,1,61,4708343000,632864,Sat,9000,0
2009-09-27,19.6,17.8,22.0,19.6,0,62,4302678500,572475,Sun,9000,0
2009-09-28,20.1,17.4,24.1,12.0,0,61,1289184500,183166,Mon,8000,0
2009-09-29,20.4,16.7,25.1,0.0,0,63,1344684500,197522,Tue,8000,0
2009-09-30,20.1,16.7,25.1,1.6,0,62,1646121500,239122,Wed,8000,0
2009-10-01,20.5,15.6,26.8,4.1,4,58,3355399000,468778,Thu,8000,0
2009-10-02,19.8,15.3,25.5,9.9,0,58,4609256000,609446,Fri,9000,1
2009-10-03,17.5,11.1,24.3,0.3,0,56,6138490000,795931,Sat,9000,1
2009-10-04,16.6,11.0,23.3,0.5,0,60,6306111000,829874,Sun,9000,1
2009-10-05,15.9,9.4,23.9,0.0,0,62,3208712000,461446,Mon,8000,0
2009-10-06,16.7,10.6,24.5,0.0,0,57,1170466000,164126,Tue,8000,0
2009-10-07,17.0,11.7,22.6,0.2,0,62,1056791500,148119,Wed,8000,0
2009-10-08,15.8,10.8,21.6,0.1,6,64,1065907500,149963,Thu,8000,0
2009-10-09,14.7,8.8,21.7,0.0,0,64,1520504500,205508,Fri,9000,0
2009-10-10,14.7,8.8,22.1,0.0,0,65,3482959500,472510,Sat,9000,0
2009-10-11,15.1,8.7,22.5,0.0,0,65,2844072500,380232,Sun,9000,0
2009-10-12,15.3,10.3,21.6,0.0,0,70,881308200,124457,Mon,8000,0
2009-10-13,15.2,9.5,22.1,4.9,0,73,822874000,115924,Tue,8000,0
2009-10-14,14.2,10.0,19.7,1.4,0,74,810925500,113921,Wed,8000,0
2009-10-15,14.3,8.4,22.2,0.0,7,58,1153193600,164473,Thu,8000,0
2009-10-16,15.2,9.0,22.5,0.9,0,58,1420370500,190637,Fri,9000,0
2009-10-17,14.9,10.6,19.5,7.9,0,55,3369249500,462184,Sat,9000,0
2009-10-18,14.6,9.5,20.3,0.0,0,51,2825692000,372454,Sun,9000,0
2009-10-19,14.2,9.5,19.4,3.0,0,53,824465500,116180,Mon,8000,0
2009-10-20,12.0,7.1,17.8,0.0,0,53,831344000,118173,Tue,8000,0
2009-10-21,13.1,6.3,21.4,0.0,0,53,824446500,115840,Wed,8000,0
2009-10-22,12.6,5.9,21.3,0.0,9,52,1273082000,179450,Thu,8000,0
2009-10-23,14.2,7.5,22.5,0.4,0,54,1865741900,255974,Fri,9000,0
2009-10-24,15.4,9.8,21.9,0.0,0,56,3823847800,519444,Sat,9000,0
2009-10-25,14.6,9.8,21.4,0.0,0,54,3356952500,449611,Sun,9000,0
2009-10-26,14.5,8.3,22.1,0.0,0,58,1007027000,142347,Mon,8000,0
2009-10-27,14.9,10.0,21.7,0.0,0,54,1030349000,146069,Tue,8000,0
2009-10-28,14.1,7.7,22.4,0.0,5,54,1158372000,161240,Wed,8000,0
2009-10-29,15.6,10.1,22.5,0.8,6,60,1219294000,171024,Thu,8000,0
2009-10-30,16.6,11.7,24.0,0.3,0,60,1726485000,231220,Fri,9000,0
2009-10-31,17.3,11.5,22.8,6.2,0,61,3889617500,520531,Sat,9000,0
2009-11-01,12.6,8.1,17.1,6.7,0,56,3370356000,443742,Sun,9000,0
2009-11-02,4.1,-0.2,9.1,3.2,0,59,928517100,130287,Mon,8000,0
2009-11-03,4.7,-2.3,11.2,0.0,0,58,908699000,128195,Tue,8000,0
2009-11-04,10.9,3.7,16.1,0.0,0,61,910995000,126724,Wed,8000,0
2009-11-05,14.1,9.0,20.7,0.1,5,58,1022205500,142387,Thu,8000,0
2009-11-06,14.3,8.3,21.7,0.0,0,50,1410096500,185966,Fri,9000,0
2009-11-07,16.4,9.7,22.8,0.2,0,55,3103902500,412422,Sat,9000,0
2009-11-08,17.0,14.5,20.5,18.4,0,54,3030742000,394726,Sun,9000,0
2009-11-09,16.9,14.3,21.2,1.5,0,57,794601000,111501,Mon,8000,0
2009-11-10,14.3,11.6,16.6,3.7,0,65,792980000,110913,Tue,8000,0
2009-11-11,10.7,7.9,14.2,0.5,1,69,1632723000,226914,Wed,8000,0
2009-11-12,9.9,7.6,12.7,0.2,5,64,3043538000,447012,Thu,8000,0
2009-11-13,10.5,9.0,11.8,5.4,1,70,3181075000,427647,Fri,9000,0
2009-11-14,8.3,3.9,12.5,0.2,0,73,6241685000,851490,Sat,9000,0
2009-11-15,3.3,1.0,6.1,0.2,0,70,5651780500,761797,Sun,9000,0
2009-11-16,2.0,-0.4,5.2,0.0,0,63,1764537500,248095,Mon,8000,0
2009-11-17,1.8,-1.4,5.9,0.0,0,60,1736472500,245491,Tue,8000,0
2009-11-18,1.2,-4.0,6.7,0.0,0,69,1686165000,239007,Wed,8000,0
2009-11-19,3.5,-0.7,9.3,0.0,7,55,1803104500,254712,Thu,8000,0
2009-11-20,3.0,-1.4,8.1,0.2,0,51,2428054500,324980,Fri,9000,0
2009-11-21,2.5,-2.0,7.4,0.1,0,59,5563861000,760028,Sat,9000,0
2009-11-22,2.7,-3.7,9.9,0.2,0,60,5079202500,680672,Sun,9000,0
2009-11-23,6.0,0.0,14.1,0.0,0,54,1479121000,209130,Mon,8000,0
2009-11-24,6.0,0.0,15.0,0.0,0,59,1480709600,210576,Tue,8000,0
2009-11-25,5.7,0.1,12.0,0.8,0,64,1488240500,210952,Wed,8000,0
2009-11-26,6.9,2.0,14.5,0.0,9,50,2025940500,284011,Thu,8000,0
2009-11-27,7.8,3.8,12.9,0.0,0,53,2763582500,372285,Fri,9000,0
2009-11-28,6.1,1.9,11.4,1.6,0,49,5875724000,785066,Sat,9000,0
2009-11-29,6.2,4.2,8.1,8.4,0,48,5301741000,700404,Sun,9000,0
2009-11-30,5.8,1.9,10.4,0.4,0,50,1684859000,238420,Mon,8000,0
2009-12-01,4.8,0.6,11.1,0.0,0,49,1524772000,215096,Tue,8000,0
2009-12-02,4.4,-0.2,10.3,0.0,1,49,2005641100,281591,Wed,8000,0
2009-12-03,5.0,1.3,9.1,0.8,10,47,2138711500,301150,Thu,8000,0
2009-12-04,4.2,-1.2,10.7,0.0,0,48,2721526000,363583,Fri,9000,0
2009-12-05,2.8,-1.2,7.5,6.1,0,45,5733477100,765471,Sat,9000,0
2009-12-06,-0.5,-3.7,3.8,0.0,0,48,5283368500,701171,Sun,9000,0
2009-12-07,0.3,-5.2,7.8,0.0,0,43,1582934500,227070,Mon,8000,0
2009-12-08,2.2,-4.1,8.0,0.0,0,46,1534539500,214988,Tue,8000,0
2009-12-09,5.3,1.0,9.2,1.9,0,47,1505845500,209489,Wed,8000,0
2009-12-10,8.0,5.9,9.5,12.0,13,52,1975799500,279585,Thu,8000,0
2009-12-11,9.4,7.1,12.3,3.7,0,47,2666535500,360394,Fri,9000,0
2009-12-12,7.4,3.1,11.7,0.0,0,44,5674623500,771142,Sat,9000,0
2009-12-13,4.6,0.8,10.0,0.0,0,44,4809854000,641326,Sun,9000,0
2009-12-14,2.2,-1.5,7.0,0.0,0,42,1473882500,205615,Mon,8000,0
2009-12-15,-0.5,-3.0,2.0,0.0,0,49,1614559500,228615,Tue,8000,0
2009-12-16,-3.6,-7.0,0.4,0.3,0,48,1944896000,263289,Wed,8000,0
2009-12-17,-3.7,-7.0,0.5,0.6,9,57,2607125000,333812,Thu,8000,0
2009-12-18,-5.3,-8.6,-1.7,0.7,0,54,3157210000,389625,Fri,9000,0
2009-12-19,-3.6,-7.4,-0.1,0.5,0,52,6651876000,840612,Sat,9000,0
2009-12-20,-1.8,-5.6,2.4,0.7,0,51,6969539500,880576,Sun,9000,0
2009-12-21,-2.4,-8.0,3.1,0.0,0,54,2525181000,309940,Mon,8000,0
2009-12-22,2.3,-4.2,9.2,0.0,0,57,2653204500,331492,Tue,8000,0
2009-12-23,4.4,-0.4,10.3,0.2,3,55,3512440800,458601,Wed,8000,0
2009-12-24,2.8,-1.8,9.4,0.0,3,47,7212572000,940620,Thu,8000,0
2009-12-25,2.8,-1.3,8.1,0.5,0,52,12569885700,1659816,Fri,9000,1
2009-12-26,-2.8,-6.2,1.2,0.0,0,48,10099676000,1306464,Sat,9000,0
2009-12-27,-3.8,-8.1,1.7,0.3,0,50,8081823500,1037257,Sun,9000,0
2009-12-28,-4.7,-8.5,0.3,0.1,0,48,3665788000,461488,Mon,8000,0
2009-12-29,-2.1,-10.0,4.5,0.1,0,54,3749392500,477826,Tue,8000,0
2009-12-30,-0.1,-4.8,5.0,0.7,1,47,4123974800,526828,Wed,8000,0
2009-12-31,-6.4,-9.6,-3.3,0.8,2,42,6352083500,814108,Thu,8000,0
2010-01-01,-4.9,-11.0,0.9,0.0,0,49,10319217000,1305651,Fri,9000,1
2010-01-02,-0.1,-5.5,5.5,0.8,1,49,10039034000,1277706,Sat,9000,0
2010-01-03,-2.9,-6.9,1.4,0.0,0,48,7960430000,1005985,Sun,9000,0
2010-01-04,-1.8,-5.1,2.2,5.9,0,47,2807780000,337010,Mon,8000,0
2010-01-05,-5.2,-8.7,-1.8,0.7,0,51,2722731000,330074,Tue,8000,0
2010-01-06,-7.3,-11.4,-2.5,0.3,0,57,2512878600,304682,Wed,8000,0
2010-01-07,-6.7,-11.2,-1.2,0.0,7,52,2750429100,336122,Thu,8000,0
2010-01-08,-5.6,-11.4,1.4,0.0,0,50,3391981600,401955,Fri,9000,0
2010-01-09,-3.1,-8.8,1.8,0.1,0,53,7610377000,949650,Sat,9000,0
2010-01-10,-1.3,-5.0,2.8,0.0,1,52,7214708500,901892,Sun,9000,0
2010-01-11,-1.5,-5.1,2.1,0.0,0,56,2550315000,306256,Mon,8000,0
2010-01-12,-5.0,-8.2,-1.7,0.4,0,61,2563849000,309165,Tue,8000,0
2010-01-13,-8.3,-11.4,-4.6,0.7,2,56,2412699500,290944,Wed,8000,0
2010-01-14,-6.4,-12.7,0.0,0.1,6,53,2525566000,308158,Thu,8000,0
2010-01-15,-2.6,-7.9,3.9,0.1,0,57,3167929000,376382,Fri,9000,0
2010-01-16,-4.1,-9.9,2.9,0.0,0,55,7045618500,879307,Sat,9000,0
2010-01-17,-3.1,-9.8,4.9,0.0,0,54,6518493000,811084,Sun,9000,0
2010-01-18,-0.4,-7.1,7.7,0.0,0,56,2247829900,270795,Mon,8000,0
2010-01-19,3.6,-4.6,11.0,0.3,0,57,2214651400,270396,Tue,8000,0
2010-01-20,8.0,4.9,11.3,10.8,0,58,2199164000,267834,Wed,8000,0
2010-01-21,1.3,-3.6,7.9,3.1,7,54,2384384500,295123,Thu,8000,0
2010-01-22,-3.1,-5.7,0.8,0.0,1,51,2820435000,334684,Fri,9000,0
2010-01-23,-2.7,-6.6,2.0,0.1,0,49,6421916500,788437,Sat,9000,0
2010-01-24,0.4,-5.5,5.8,0.0,0,53,6165411500,757074,Sun,9000,0
2010-01-25,0.8,-4.3,5.4,0.0,0,52,2277187000,268590,Mon,8000,0
2010-01-26,-2.3,-7.7,4.3,0.0,0,59,2303861000,276193,Tue,8000,0
2010-01-27,1.3,-5.9,7.4,6.5,0,59,2128591700,253084,Wed,8000,0
2010-01-28,3.5,-0.7,7.4,0.1,9,55,2808373500,354500,Thu,8000,0
2010-01-29,0.2,-4.3,5.0,0.0,0,54,3248139500,395421,Fri,9000,0
2010-01-30,1.9,-3.3,7.5,0.0,0,55,6672533000,828768,Sat,9000,0
2010-01-31,3.0,-1.3,9.4,0.0,0,54,6146430500,760094,Sun,9000,0
2010-02-01,2.2,-1.0,6.8,0.2,1,58,2199647100,269470,Mon,8000,0
2010-02-02,-2.0,-5.5,1.8,0.0,0,58,2106247400,259652,Tue,8000,0
2010-02-03,-4.9,-8.6,-0.3,0.0,0,62,1995701500,246370,Wed,8000,0
2010-02-04,-2.9,-8.4,2.2,0.1,8,60,2377189500,303046,Thu,8000,0
2010-02-05,-1.8,-5.9,3.0,0.0,0,51,2769396000,338071,Fri,9000,0
2010-02-06,-2.6,-8.5,4.7,0.0,1,50,6049833500,740743,Sat,9000,0
2010-02-07,1.2,-8.3,8.6,0.1,0,53,5766854000,714617,Sun,9000,0
2010-02-08,4.9,2.8,7.3,2.7,0,52,1890158000,238328,Mon,8000,0
2010-02-09,5.6,3.6,7.8,6.9,0,56,1940094000,248659,Tue,8000,0
2010-02-10,5.1,4.0,6.5,9.0,0,59,2042010500,262350,Wed,8000,0
2010-02-11,2.4,0.7,5.2,17.3,9,51,2933446500,384603,Thu,8000,0
2010-02-12,0.7,-0.6,2.7,3.1,0,50,4552396200,573952,Fri,9000,0
2010-02-13,-0.7,-3.3,2.2,1.9,0,50,6486470000,806017,Sat,9000,1
2010-02-14,-1.2,-4.9,2.5,0.0,0,51,7407473500,895902,Sun,9000,1
2010-02-15,-0.5,-4.4,5.0,0.1,0,54,9835204000,1238612,Mon,9000,1
2010-02-16,-1.6,-5.0,3.2,0.6,0,52,4656861500,608189,Tue,8000,0
2010-02-17,-1.2,-6.1,3.6,0.4,0,59,2568886500,339113,Wed,8000,0
2010-02-18,-1.1,-4.8,2.4,0.5,5,51,2439549000,324447,Thu,8000,0
2010-02-19,-0.6,-6.1,5.4,0.1,0,50,2832500000,363255,Fri,9000,0
2010-02-20,2.2,-4.2,9.7,0.0,0,49,6239583500,802374,Sat,9000,0
2010-02-21,3.7,-3.4,11.6,0.0,0,47,5483990200,702155,Sun,9000,0
2010-02-22,5.2,-0.8,12.8,0.0,0,51,1999866500,265809,Mon,8000,0
2010-02-23,6.4,-1.2,16.4,0.0,0,54,1998121500,266650,Tue,8000,0
2010-02-24,11.2,1.2,18.9,0.0,0,53,1803000500,242032,Wed,8000,0
2010-02-25,13.4,10.3,16.4,33.4,11,61,1931248500,258871,Thu,8000,0
2010-02-26,9.4,6.0,13.5,4.1,0,65,2185899500,286229,Fri,9000,0
2010-02-27,6.3,3.8,9.2,1.5,0,56,4373602800,561702,Sat,9000,0
2010-02-28,7.1,3.0,12.6,0.1,0,62,5330699900,673108,Sun,9000,0
2010-03-01,5.4,3.4,8.0,15.6,0,55,5319118000,682165,Mon,9000,1
2010-03-02,4.2,1.8,6.9,0.3,0,59,975316000,127432,Tue,8000,0
2010-03-03,5.2,-0.4,10.5,0.0,0,61,895638500,117189,Wed,8000,0
2010-03-04,5.9,4.4,7.2,3.9,6,61,1387328500,163956,Thu,8000,0
2010-03-05,6.9,5.0,9.4,3.8,0,58,1795426000,204643,Fri,9000,0
2010-03-06,5.5,3.1,8.1,3.3,1,57,4704389000,547137,Sat,9000,0
2010-03-07,4.2,2.3,7.0,0.9,0,59,4750488500,564895,Sun,9000,0
