,연도,전체개봉편수,전체상영편수,전체매출액,전체관객수,요일
453,2005-03-15 00:00:00,0,29,906952500,143435,Tuesday
454,2005-03-16 00:00:00,0,32,921758000,146001,Wednesday
455,2005-03-17 00:00:00,2,30,1105295500,176607,Thursday
456,2005-03-18 00:00:00,2,31,1519670000,239582,Friday
457,2005-03-19 00:00:00,0,32,3338876000,520773,Saturday
458,2005-03-20 00:00:00,0,32,3255281000,505740,Sunday
459,2005-03-21 00:00:00,0,34,1014574500,161056,Monday
460,2005-03-22 00:00:00,0,35,987337503,156780,Tuesday
461,2005-03-23 00:00:00,0,35,981127000,155401,Wednesday
462,2005-03-24 00:00:00,0,34,943050000,151035,Thursday
463,2005-03-25 00:00:00,6,33,1313500000,207437,Friday
464,2005-03-26 00:00:00,0,33,3422490000,542775,Saturday
465,2005-03-27 00:00:00,0,33,2918606000,453347,Sunday
466,2005-03-28 00:00:00,0,32,847489890,134572,Monday
467,2005-03-29 00:00:00,0,34,837620500,132896,Tuesday
468,2005-03-30 00:00:00,0,35,807974500,129335,Wednesday
469,2005-03-31 00:00:00,1,33,899349000,146542,Thursday
471,2005-04-01 00:00:00,6,32,1477327500,233797,Friday
472,2005-04-02 00:00:00,1,28,3004936000,469185,Saturday
473,2005-04-03 00:00:00,0,28,2708963500,419047,Sunday
474,2005-04-04 00:00:00,0,26,1422325000,228894,Monday
475,2005-04-05 00:00:00,0,27,3145067000,497363,Tuesday
476,2005-04-06 00:00:00,0,29,762319500,121951,Wednesday
477,2005-04-07 00:00:00,2,29,831766500,133170,Thursday
478,2005-04-08 00:00:00,2,30,1104373000,174777,Friday
479,2005-04-09 00:00:00,1,30,2608128000,412944,Saturday
480,2005-04-10 00:00:00,0,32,2462116000,381290,Sunday
481,2005-04-11 00:00:00,0,30,693383500,110164,Monday
482,2005-04-12 00:00:00,0,31,681183000,108511,Tuesday
483,2005-04-13 00:00:00,0,31,677867000,107910,Wednesday
484,2005-04-14 00:00:00,0,36,694477000,111682,Thursday
485,2005-04-15 00:00:00,5,38,932126000,148220,Friday
486,2005-04-16 00:00:00,1,38,2003233500,316016,Saturday
487,2005-04-17 00:00:00,0,32,1764279500,271789,Sunday
488,2005-04-18 00:00:00,0,31,603854000,95916,Monday
489,2005-04-19 00:00:00,0,32,571606500,91332,Tuesday
490,2005-04-20 00:00:00,0,35,647975500,103531,Wednesday
491,2005-04-21 00:00:00,1,35,740920000,119179,Thursday
492,2005-04-22 00:00:00,3,36,1064250503,169199,Friday
493,2005-04-23 00:00:00,1,36,2086800500,323557,Saturday
494,2005-04-24 00:00:00,0,35,1849349500,283051,Sunday
495,2005-04-25 00:00:00,0,35,608346000,96961,Monday
496,2005-04-26 00:00:00,0,34,625240000,100048,Tuesday
497,2005-04-27 00:00:00,0,40,631534500,101308,Wednesday
498,2005-04-28 00:00:00,3,39,859891500,138816,Thursday
499,2005-04-29 00:00:00,5,40,1275778500,202498,Friday
500,2005-04-30 00:00:00,1,41,2438733000,379574,Saturday
502,2005-05-01 00:00:00,0,43,2484197000,381549,Sunday
503,2005-05-02 00:00:00,0,39,808511500,128772,Monday
504,2005-05-03 00:00:00,0,41,814969500,129819,Tuesday
505,2005-05-04 00:00:00,3,38,1798904000,291022,Wednesday
506,2005-05-05 00:00:00,1,39,4202779000,666015,Thursday
507,2005-05-06 00:00:00,1,34,1702228000,271335,Friday
508,2005-05-07 00:00:00,1,36,3002610506,470943,Saturday
509,2005-05-08 00:00:00,0,36,2644941000,411053,Sunday
510,2005-05-09 00:00:00,0,33,1053028000,168201,Monday
511,2005-05-10 00:00:00,0,31,1039783500,165757,Tuesday
512,2005-05-11 00:00:00,0,33,1035949500,165023,Wednesday
513,2005-05-12 00:00:00,1,35,989646000,159487,Thursday
514,2005-05-13 00:00:00,5,29,1320841000,209954,Friday
515,2005-05-14 00:00:00,0,29,3002258500,476798,Saturday
516,2005-05-15 00:00:00,0,30,2705562500,421949,Sunday
517,2005-05-16 00:00:00,0,32,867727500,138292,Monday
518,2005-05-17 00:00:00,0,35,766686000,122586,Tuesday
519,2005-05-18 00:00:00,0,31,916421500,146548,Wednesday
520,2005-05-19 00:00:00,2,34,1123094500,181764,Thursday
521,2005-05-20 00:00:00,7,36,1591771000,253848,Friday
522,2005-05-21 00:00:00,0,37,3209162000,508318,Saturday
523,2005-05-22 00:00:00,0,35,2995162500,465823,Sunday
524,2005-05-23 00:00:00,0,33,911347000,146624,Monday
525,2005-05-24 00:00:00,0,34,909293500,146046,Tuesday
526,2005-05-25 00:00:00,0,35,963899500,154971,Wednesday
527,2005-05-26 00:00:00,4,24,1296733000,209261,Thursday
528,2005-05-27 00:00:00,1,24,1699534500,271780,Friday
529,2005-05-28 00:00:00,0,26,3947239000,632305,Saturday
530,2005-05-29 00:00:00,0,25,3349521500,526053,Sunday
531,2005-05-30 00:00:00,0,27,1017362000,162696,Monday
532,2005-05-31 00:00:00,0,27,960106000,154017,Tuesday
534,2005-06-01 00:00:00,0,27,960531500,154178,Wednesday
535,2005-06-02 00:00:00,2,29,930253500,148709,Thursday
536,2005-06-03 00:00:00,2,24,1060976503,168152,Friday
537,2005-06-04 00:00:00,0,26,2782938500,436368,Saturday
538,2005-06-05 00:00:00,0,25,3229630000,508415,Sunday
539,2005-06-06 00:00:00,0,26,3212166000,510927,Monday
540,2005-06-07 00:00:00,0,28,659383500,105914,Tuesday
541,2005-06-08 00:00:00,0,34,635923000,101038,Wednesday
542,2005-06-09 00:00:00,2,29,966075500,154890,Thursday
543,2005-06-10 00:00:00,2,27,1500948500,235481,Friday
544,2005-06-11 00:00:00,0,27,3380695390,539815,Saturday
545,2005-06-12 00:00:00,0,25,2838907500,441181,Sunday
546,2005-06-13 00:00:00,0,26,882221000,139206,Monday
547,2005-06-14 00:00:00,0,25,856571000,135816,Tuesday
548,2005-06-15 00:00:00,0,26,880690500,139422,Wednesday
549,2005-06-16 00:00:00,2,29,1260926500,201144,Thursday
550,2005-06-17 00:00:00,1,28,1905873500,300368,Friday
551,2005-06-18 00:00:00,0,28,3347838500,522617,Saturday
552,2005-06-19 00:00:00,0,28,3394636500,521522,Sunday
553,2005-06-20 00:00:00,0,27,1306793500,206930,Monday
554,2005-06-21 00:00:00,0,29,1359492500,215916,Tuesday
555,2005-06-22 00:00:00,0,32,1303249500,206406,Wednesday
556,2005-06-23 00:00:00,4,27,1407474500,225280,Thursday
557,2005-06-24 00:00:00,3,27,1779613000,281522,Friday
558,2005-06-25 00:00:00,0,26,3522731500,548346,Saturday
559,2005-06-26 00:00:00,0,26,3155448503,484037,Sunday
560,2005-06-27 00:00:00,0,27,1236949500,195408,Monday
561,2005-06-28 00:00:00,0,30,1220256500,194542,Tuesday
562,2005-06-29 00:00:00,0,29,1205418890,191196,Wednesday
563,2005-06-30 00:00:00,4,41,1452851500,233636,Thursday
565,2005-07-01 00:00:00,1,45,1751696500,272574,Friday
566,2005-07-02 00:00:00,0,46,3641528500,564479,Saturday
567,2005-07-03 00:00:00,0,46,3312924500,508451,Sunday
568,2005-07-04 00:00:00,0,44,1239295500,194620,Monday
569,2005-07-05 00:00:00,0,49,1258451500,200398,Tuesday
570,2005-07-06 00:00:00,0,34,1334206506,211460,Wednesday
571,2005-07-07 00:00:00,6,29,1901144390,304459,Thursday
572,2005-07-08 00:00:00,6,33,2195329500,347656,Friday
573,2005-07-09 00:00:00,0,38,4723618500,753909,Saturday
574,2005-07-10 00:00:00,0,35,4302190000,673881,Sunday
575,2005-07-11 00:00:00,0,35,1366035000,214934,Monday
576,2005-07-12 00:00:00,0,41,1304446500,206102,Tuesday
577,2005-07-13 00:00:00,0,39,1154021000,182237,Wednesday
578,2005-07-14 00:00:00,1,35,1463269500,235243,Thursday
579,2005-07-15 00:00:00,5,36,1916402000,304637,Friday
580,2005-07-16 00:00:00,1,37,4182465000,656570,Saturday
581,2005-07-17 00:00:00,0,35,4179644000,657631,Sunday
582,2005-07-18 00:00:00,0,37,1505148000,240279,Monday
583,2005-07-19 00:00:00,0,36,1444493500,231494,Tuesday
584,2005-07-20 00:00:00,0,35,1353084500,218392,Wednesday
585,2005-07-21 00:00:00,2,33,1710657000,277071,Thursday
586,2005-07-22 00:00:00,0,26,2143024500,342205,Friday
587,2005-07-23 00:00:00,0,26,4221479800,663098,Saturday
588,2005-07-24 00:00:00,0,27,3953256000,615531,Sunday
589,2005-07-25 00:00:00,0,28,1584819500,252845,Monday
590,2005-07-26 00:00:00,0,28,1600539000,255509,Tuesday
591,2005-07-27 00:00:00,0,29,1592186500,254695,Wednesday
592,2005-07-28 00:00:00,4,27,2634956000,419292,Thursday
593,2005-07-29 00:00:00,1,21,3412041500,538588,Friday
594,2005-07-30 00:00:00,0,21,5080811500,790570,Saturday
595,2005-07-31 00:00:00,0,21,4430382000,685907,Sunday
597,2005-08-01 00:00:00,0,23,3179546500,503358,Monday
598,2005-08-02 00:00:00,0,21,3206058000,510570,Tuesday
599,2005-08-03 00:00:00,0,23,2978074000,475751,Wednesday
600,2005-08-04 00:00:00,2,22,2679932000,428990,Thursday
601,2005-08-05 00:00:00,1,21,3089906500,489370,Friday
602,2005-08-06 00:00:00,0,21,4794624003,748930,Saturday
603,2005-08-07 00:00:00,0,21,4304755000,669944,Sunday
604,2005-08-08 00:00:00,0,21,2159516500,342498,Monday
605,2005-08-09 00:00:00,0,20,2174456500,347178,Tuesday
606,2005-08-10 00:00:00,0,28,2046895000,327169,Wednesday
607,2005-08-11 00:00:00,4,22,2699953000,434598,Thursday
608,2005-08-12 00:00:00,1,24,3083610500,494127,Friday
609,2005-08-13 00:00:00,0,23,4885065000,769272,Saturday
610,2005-08-14 00:00:00,0,24,4860437000,761566,Sunday
611,2005-08-15 00:00:00,0,25,4950910390,777725,Monday
612,2005-08-16 00:00:00,0,25,2183644500,350461,Tuesday
613,2005-08-17 00:00:00,0,26,2020036000,325509,Wednesday
614,2005-08-18 00:00:00,3,32,2276888500,368712,Thursday
615,2005-08-19 00:00:00,4,32,2566306500,410445,Friday
616,2005-08-20 00:00:00,0,32,4460555500,701047,Saturday
617,2005-08-21 00:00:00,0,33,4066146500,635072,Sunday
618,2005-08-22 00:00:00,0,31,1790008500,286688,Monday
619,2005-08-23 00:00:00,0,33,1687353000,271845,Tuesday
620,2005-08-24 00:00:00,0,34,1506512500,243703,Wednesday
621,2005-08-25 00:00:00,4,39,1638868000,264305,Thursday
622,2005-08-26 00:00:00,5,50,1853784000,293927,Friday
623,2005-08-27 00:00:00,0,51,3787410000,598195,Saturday
624,2005-08-28 00:00:00,0,53,3297610000,511961,Sunday
625,2005-08-29 00:00:00,0,46,1171139000,185247,Monday
626,2005-08-30 00:00:00,0,50,1166050500,186728,Tuesday
627,2005-08-31 00:00:00,0,47,1114248000,180433,Wednesday
629,2005-09-01 00:00:00,4,57,1227500000,205487,Thursday
630,2005-09-02 00:00:00,7,48,1409861000,222171,Friday
631,2005-09-03 00:00:00,0,44,3316315000,518147,Saturday
632,2005-09-04 00:00:00,0,44,3182128000,494560,Sunday
633,2005-09-05 00:00:00,0,45,939661000,148090,Monday
634,2005-09-06 00:00:00,0,48,1068445000,168883,Tuesday
635,2005-09-07 00:00:00,2,52,1364847000,219420,Wednesday
636,2005-09-08 00:00:00,1,38,1680368000,272864,Thursday
637,2005-09-09 00:00:00,1,29,2129870000,337633,Friday
638,2005-09-10 00:00:00,0,30,4623239000,734621,Saturday
639,2005-09-11 00:00:00,0,28,4161744500,649507,Sunday
640,2005-09-12 00:00:00,0,30,1287962500,204548,Monday
641,2005-09-13 00:00:00,0,33,1193569000,190516,Tuesday
642,2005-09-14 00:00:00,0,32,1242084500,199880,Wednesday
643,2005-09-15 00:00:00,3,29,1283939000,208487,Thursday
644,2005-09-16 00:00:00,6,28,2754667500,437418,Friday
645,2005-09-17 00:00:00,0,30,4203424500,658247,Saturday
646,2005-09-18 00:00:00,0,29,5490867500,850937,Sunday
647,2005-09-19 00:00:00,0,29,6260388000,983065,Monday
648,2005-09-20 00:00:00,0,32,3500945500,565751,Tuesday
649,2005-09-21 00:00:00,0,33,1570534500,251416,Wednesday
650,2005-09-22 00:00:00,1,30,1492646000,241885,Thursday
651,2005-09-23 00:00:00,3,25,1930863000,307446,Friday
652,2005-09-24 00:00:00,0,27,4484855000,706237,Saturday
653,2005-09-25 00:00:00,0,27,3950171000,612192,Sunday
654,2005-09-26 00:00:00,0,37,1181625500,186468,Monday
655,2005-09-27 00:00:00,0,37,1182851000,187584,Tuesday
656,2005-09-28 00:00:00,0,37,1276284000,205753,Wednesday
657,2005-09-29 00:00:00,3,35,1364273500,222214,Thursday
658,2005-09-30 00:00:00,3,28,1652330000,262028,Friday
660,2005-10-01 00:00:00,0,30,3730902500,580237,Saturday
661,2005-10-02 00:00:00,0,31,4105477000,636910,Sunday
662,2005-10-03 00:00:00,0,31,3778495500,587806,Monday
663,2005-10-04 00:00:00,0,30,1014570000,161359,Tuesday
664,2005-10-05 00:00:00,0,36,1029431000,166888,Wednesday
665,2005-10-06 00:00:00,0,32,1212773000,198201,Thursday
666,2005-10-07 00:00:00,3,33,1759858500,279314,Friday
667,2005-10-08 00:00:00,0,34,3371978500,529977,Saturday
668,2005-10-09 00:00:00,0,34,3052568503,469645,Sunday
669,2005-10-10 00:00:00,0,29,1007162000,159758,Monday
670,2005-10-11 00:00:00,0,31,1055498500,169571,Tuesday
671,2005-10-12 00:00:00,0,29,971787500,158052,Wednesday
672,2005-10-13 00:00:00,2,33,1134382000,184414,Thursday
673,2005-10-14 00:00:00,4,32,1463201000,232339,Friday
674,2005-10-15 00:00:00,0,33,3091646500,487202,Saturday
675,2005-10-16 00:00:00,0,32,2852665500,440400,Sunday
676,2005-10-17 00:00:00,0,33,923875000,146162,Monday
677,2005-10-18 00:00:00,0,30,915269500,146763,Tuesday
678,2005-10-19 00:00:00,0,32,932194000,150276,Wednesday
679,2005-10-20 00:00:00,6,33,1226487500,199947,Thursday
680,2005-10-21 00:00:00,0,30,1779586500,286144,Friday
681,2005-10-22 00:00:00,0,31,3383834500,533591,Saturday
682,2005-10-23 00:00:00,0,31,2927523000,450807,Sunday
683,2005-10-24 00:00:00,0,32,892801500,141761,Monday
684,2005-10-25 00:00:00,0,34,898656500,143271,Tuesday
685,2005-10-26 00:00:00,0,34,1037628000,169309,Wednesday
686,2005-10-27 00:00:00,4,31,1196071000,195694,Thursday
687,2005-10-28 00:00:00,2,30,1547513000,246614,Friday
688,2005-10-29 00:00:00,0,31,3082796500,481462,Saturday
689,2005-10-30 00:00:00,0,33,2977963500,459898,Sunday
690,2005-10-31 00:00:00,0,32,996062500,158258,Monday
692,2005-11-01 00:00:00,0,31,997377500,160184,Tuesday
693,2005-11-02 00:00:00,0,38,990113000,161904,Wednesday
694,2005-11-03 00:00:00,5,38,1074611000,175994,Thursday
695,2005-11-04 00:00:00,4,38,1376401500,218503,Friday
696,2005-11-05 00:00:00,0,38,3283256500,514290,Saturday
697,2005-11-06 00:00:00,0,41,3309475000,516851,Sunday
698,2005-11-07 00:00:00,0,38,887288000,141458,Monday
699,2005-11-08 00:00:00,0,43,877907500,140488,Tuesday
700,2005-11-09 00:00:00,0,43,922252000,150258,Wednesday
701,2005-11-10 00:00:00,2,36,1096357500,179738,Thursday
702,2005-11-11 00:00:00,2,34,1723548500,273571,Friday
703,2005-11-12 00:00:00,0,36,3417088500,546530,Saturday
704,2005-11-13 00:00:00,0,36,3237972000,502216,Sunday
705,2005-11-14 00:00:00,0,36,1033843000,164544,Monday
706,2005-11-15 00:00:00,0,37,945132000,151559,Tuesday
707,2005-11-16 00:00:00,0,40,930212500,153567,Wednesday
708,2005-11-17 00:00:00,3,38,1137186500,185890,Thursday
709,2005-11-18 00:00:00,6,32,1590053500,251948,Friday
710,2005-11-19 00:00:00,0,28,2996963000,470332,Saturday
711,2005-11-20 00:00:00,0,32,3128577500,481979,Sunday
712,2005-11-21 00:00:00,0,32,919238500,145449,Monday
713,2005-11-22 00:00:00,0,34,1078335000,173399,Tuesday
714,2005-11-23 00:00:00,4,38,1519587000,251551,Wednesday
715,2005-11-24 00:00:00,0,40,1459999500,242317,Thursday
716,2005-11-25 00:00:00,4,41,1779123000,286257,Friday
717,2005-11-26 00:00:00,0,32,3534453000,553938,Saturday
718,2005-11-27 00:00:00,0,33,3210378000,491826,Sunday
719,2005-11-28 00:00:00,0,35,1050123000,169677,Monday
720,2005-11-29 00:00:00,0,36,1084021500,174636,Tuesday
721,2005-11-30 00:00:00,0,40,1354282500,218664,Wednesday
723,2005-12-01 00:00:00,3,35,1795137500,289038,Thursday
724,2005-12-02 00:00:00,2,35,2048850500,324756,Friday
725,2005-12-03 00:00:00,0,24,4372128500,686555,Saturday
726,2005-12-04 00:00:00,0,25,4222777000,662625,Sunday
727,2005-12-05 00:00:00,0,32,1246366000,196729,Monday
728,2005-12-06 00:00:00,0,30,1264213500,200079,Tuesday
729,2005-12-07 00:00:00,0,31,1393446000,225334,Wednesday
730,2005-12-08 00:00:00,5,30,1429835500,234267,Thursday
731,2005-12-09 00:00:00,2,29,1784811500,285132,Friday
732,2005-12-10 00:00:00,0,32,3996729500,637335,Saturday
733,2005-12-11 00:00:00,0,31,3911120009,617770,Sunday
734,2005-12-12 00:00:00,0,31,1149009500,183947,Monday
735,2005-12-13 00:00:00,0,29,1227911000,198838,Tuesday
736,2005-12-14 00:00:00,2,31,2389354400,386388,Wednesday
737,2005-12-15 00:00:00,1,28,2402970300,392389,Thursday
738,2005-12-16 00:00:00,0,28,2644403500,422095,Friday
739,2005-12-17 00:00:00,0,32,4805146000,760770,Saturday
740,2005-12-18 00:00:00,0,30,4986116800,782934,Sunday
741,2005-12-19 00:00:00,0,27,1991667700,315504,Monday
742,2005-12-20 00:00:00,0,31,1957789400,312571,Tuesday
743,2005-12-21 00:00:00,1,29,1990685900,322247,Wednesday
744,2005-12-22 00:00:00,1,27,2096678900,340995,Thursday
745,2005-12-23 00:00:00,2,30,2662837500,427501,Friday
746,2005-12-24 00:00:00,0,33,6424848900,1021150,Saturday
747,2005-12-25 00:00:00,0,30,5451837200,860298,Sunday
748,2005-12-26 00:00:00,0,34,2073131600,329557,Monday
749,2005-12-27 00:00:00,0,34,2079948800,334503,Tuesday
750,2005-12-28 00:00:00,0,42,2403308000,390337,Wednesday
751,2005-12-29 00:00:00,5,23,3325005700,547653,Thursday
752,2005-12-30 00:00:00,0,24,4132549000,666244,Friday
753,2005-12-31 00:00:00,1,26,6855154000,1087280,Saturday
755,2006-01-01 00:00:00,0,24,6838099000,1067221,Sunday
756,2006-01-02 00:00:00,0,24,3236091600,519374,Monday
757,2006-01-03 00:00:00,0,28,2688197400,433889,Tuesday
758,2006-01-04 00:00:00,0,31,2434855200,395023,Wednesday
759,2006-01-05 00:00:00,3,29,2592579400,421108,Thursday
760,2006-01-06 00:00:00,0,27,2961390800,473952,Friday
761,2006-01-07 00:00:00,0,31,5699028500,899934,Saturday
762,2006-01-08 00:00:00,0,30,5355440700,840154,Sunday
763,2006-01-09 00:00:00,0,32,2252607300,360671,Monday
764,2006-01-10 00:00:00,0,30,2263988100,363700,Tuesday
765,2006-01-11 00:00:00,0,28,2224625900,360227,Wednesday
766,2006-01-12 00:00:00,6,42,2289619900,374490,Thursday
767,2006-01-13 00:00:00,1,39,2789377500,443990,Friday
768,2006-01-14 00:00:00,0,30,5478852600,864699,Saturday
769,2006-01-15 00:00:00,0,29,5228862500,818998,Sunday
770,2006-01-16 00:00:00,0,36,2167323800,347866,Monday
771,2006-01-17 00:00:00,0,33,2132951200,343404,Tuesday
772,2006-01-18 00:00:00,0,41,2009605600,325720,Wednesday
773,2006-01-19 00:00:00,2,28,3190148400,521050,Thursday
774,2006-01-20 00:00:00,2,34,3566443000,571452,Friday
775,2006-01-21 00:00:00,0,32,6200102400,978853,Saturday
776,2006-01-22 00:00:00,0,33,6085051300,954657,Sunday
777,2006-01-23 00:00:00,0,32,2713253900,433325,Monday
778,2006-01-24 00:00:00,0,32,2583522700,414026,Tuesday
779,2006-01-25 00:00:00,0,35,2418978200,393167,Wednesday
780,2006-01-26 00:00:00,5,31,2721958500,446334,Thursday
781,2006-01-27 00:00:00,3,29,3976532500,631721,Friday
782,2006-01-28 00:00:00,0,29,5153501000,802484,Saturday
783,2006-01-29 00:00:00,0,29,5767765000,886579,Sunday
784,2006-01-30 00:00:00,0,29,7153456500,1116345,Monday
785,2006-01-31 00:00:00,0,29,4738337000,759411,Tuesday
787,2006-02-01 00:00:00,0,30,2601523000,426853,Wednesday
788,2006-02-02 00:00:00,2,31,2397709000,394913,Thursday
789,2006-02-03 00:00:00,1,27,2565062500,411703,Friday
790,2006-02-04 00:00:00,0,27,5124587000,803084,Saturday
791,2006-02-05 00:00:00,0,26,4779773500,745521,Sunday
792,2006-02-06 00:00:00,0,28,1810033500,289807,Monday
793,2006-02-07 00:00:00,0,30,1672731000,267652,Tuesday
794,2006-02-08 00:00:00,0,28,1615358500,263112,Wednesday
795,2006-02-09 00:00:00,6,29,2228503500,372572,Thursday
796,2006-02-10 00:00:00,2,27,2553429000,413110,Friday
797,2006-02-11 00:00:00,0,26,4723432000,743496,Saturday
798,2006-02-12 00:00:00,0,27,4613775000,721585,Sunday
799,2006-02-13 00:00:00,0,31,1772557000,286735,Monday
800,2006-02-14 00:00:00,1,35,2354598000,378379,Tuesday
801,2006-02-15 00:00:00,0,32,1798551000,295237,Wednesday
802,2006-02-16 00:00:00,4,31,1956572500,325063,Thursday
803,2006-02-17 00:00:00,2,32,2186389500,352135,Friday
804,2006-02-18 00:00:00,0,31,4259235500,667779,Saturday
805,2006-02-19 00:00:00,0,30,4114458500,640794,Sunday
806,2006-02-20 00:00:00,0,34,1689255500,274249,Monday
807,2006-02-21 00:00:00,0,34,1649207500,269494,Tuesday
808,2006-02-22 00:00:00,0,37,1612951500,268672,Wednesday
809,2006-02-23 00:00:00,7,34,2029069500,335465,Thursday
810,2006-02-24 00:00:00,0,33,2235327500,358103,Friday
811,2006-02-25 00:00:00,0,36,4078637000,633524,Saturday
812,2006-02-26 00:00:00,0,36,3848721000,591871,Sunday
813,2006-02-27 00:00:00,0,38,1671316200,269720,Monday
814,2006-02-28 00:00:00,1,40,1940371900,313846,Tuesday
816,2006-03-01 00:00:00,3,38,3642081500,569285,Wednesday
817,2006-03-02 00:00:00,0,40,1106057500,180006,Thursday
818,2006-03-03 00:00:00,0,38,1359706400,212928,Friday
819,2006-03-04 00:00:00,0,37,3070526700,468904,Saturday
820,2006-03-05 00:00:00,0,39,3088568100,471244,Sunday
821,2006-03-06 00:00:00,0,38,993194100,157010,Monday
822,2006-03-07 00:00:00,0,40,949145100,150510,Tuesday
823,2006-03-08 00:00:00,0,40,933771100,152766,Wednesday
824,2006-03-09 00:00:00,4,37,1160942300,191458,Thursday
825,2006-03-10 00:00:00,1,38,1451721100,230748,Friday
826,2006-03-11 00:00:00,0,39,3523306700,547662,Saturday
827,2006-03-12 00:00:00,0,39,3089925200,473860,Sunday
828,2006-03-13 00:00:00,0,41,823348200,130765,Monday
829,2006-03-14 00:00:00,0,42,1189630800,187748,Tuesday
830,2006-03-15 00:00:00,0,45,848751300,139214,Wednesday
831,2006-03-16 00:00:00,5,33,1264632800,209038,Thursday
832,2006-03-17 00:00:00,0,29,1669204000,265566,Friday
833,2006-03-18 00:00:00,0,29,3597838600,556007,Saturday
834,2006-03-19 00:00:00,0,29,2833846000,434914,Sunday
835,2006-03-20 00:00:00,0,30,986178100,156717,Monday
836,2006-03-21 00:00:00,0,31,963961300,153466,Tuesday
837,2006-03-22 00:00:00,0,33,961117000,157444,Wednesday
838,2006-03-23 00:00:00,3,29,1306534000,216985,Thursday
839,2006-03-24 00:00:00,3,31,1725869800,275588,Friday
840,2006-03-25 00:00:00,0,28,3777637800,593664,Saturday
841,2006-03-26 00:00:00,0,31,3359496100,519514,Sunday
842,2006-03-27 00:00:00,0,30,1035987000,166380,Monday
843,2006-03-28 00:00:00,0,30,978068900,156871,Tuesday
844,2006-03-29 00:00:00,0,29,1052253500,174237,Wednesday
845,2006-03-30 00:00:00,8,39,1112411400,185255,Thursday
846,2006-03-31 00:00:00,2,36,1434889700,229380,Friday
848,2006-04-01 00:00:00,0,33,3232144800,503886,Saturday
849,2006-04-02 00:00:00,0,33,3036282500,468299,Sunday
850,2006-04-03 00:00:00,0,31,893553100,142428,Monday
