,연도,전체개봉편수,전체상영편수,전체매출액,전체관객수,요일,가격,holiday
1488,2008-01-28,0,71,1372071000,215645,Mon,7000,0
1489,2008-01-29,1,71,1412728000,228045,Tue,7000,0
1490,2008-01-30,2,75,1425824500,231993,Wed,7000,0
1491,2008-01-31,6,55,1972309001,320772,Thu,7000,0
1492,2008-02-01,0,53,1990682000,305068,Fri,8000,0
1493,2008-02-02,0,53,4324692500,651976,Sat,8000,0
1494,2008-02-03,0,56,4132635500,617695,Sun,8000,0
1495,2008-02-04,0,52,1483350500,233581,Mon,7000,0
1496,2008-02-05,3,54,2348761500,366865,Tue,7000,0
1497,2008-02-06,2,46,3310522500,494158,Wed,7000,1
1498,2008-02-07,1,45,4625998000,685097,Thu,8000,1
1499,2008-02-08,0,47,6207848000,924632,Fri,8000,1
1500,2008-02-09,0,45,5817847000,875782,Sat,8000,0
1501,2008-02-10,0,45,4412718000,659157,Sun,8000,0
1502,2008-02-11,0,47,1256723000,195711,Mon,7000,0
1503,2008-02-12,0,52,1147866500,179474,Tue,7000,0
1504,2008-02-13,0,56,1080102000,168242,Wed,7000,0
1505,2008-02-14,10,46,2746779500,427146,Thu,7000,0
1506,2008-02-15,0,44,2298585500,348436,Fri,8000,0
1507,2008-02-16,0,47,4812770500,721250,Sat,8000,0
1508,2008-02-17,0,47,4863100500,726512,Sun,8000,0
1509,2008-02-18,0,53,1688349000,262882,Mon,7000,0
1510,2008-02-19,0,55,1676063000,262343,Tue,7000,0
1511,2008-02-20,0,48,1616515500,252682,Wed,7000,0
1512,2008-02-21,8,46,1813962500,290417,Thu,7000,0
1513,2008-02-22,1,47,2138118500,326444,Fri,8000,0
1514,2008-02-23,0,48,4439909500,672214,Sat,8000,0
1515,2008-02-24,0,45,4516213500,673947,Sun,8000,0
1516,2008-02-25,0,58,1586347000,248692,Mon,7000,0
1517,2008-02-26,0,59,1703524000,269202,Tue,7000,0
1518,2008-02-27,0,63,1676158500,266960,Wed,7000,0
1519,2008-02-28,10,59,2133479000,342772,Thu,7000,0
1520,2008-02-29,0,56,2527184500,395751,Fri,8000,0
1521,2008-03-01,0,57,5323943000,807469,Sat,8000,1
1522,2008-03-02,0,57,4388520000,648578,Sun,8000,0
1523,2008-03-03,0,52,1176166000,180511,Mon,7000,0
1524,2008-03-04,0,56,1089764000,167496,Tue,7000,0
1525,2008-03-05,0,56,1078180500,165586,Wed,7000,0
1526,2008-03-06,8,55,1325521200,210340,Thu,7000,0
1527,2008-03-07,0,50,1805377000,270857,Fri,8000,0
1528,2008-03-08,0,55,4210853000,629455,Sat,8000,0
1529,2008-03-09,0,58,3540428500,521127,Sun,8000,0
1530,2008-03-10,0,53,894393500,138166,Mon,7000,0
1531,2008-03-11,0,58,870937500,135822,Tue,7000,0
1532,2008-03-12,0,57,864365000,134672,Wed,7000,0
1533,2008-03-13,9,69,1214360500,193011,Thu,7000,0
1534,2008-03-14,0,68,2106169000,313120,Fri,8000,0
1535,2008-03-15,0,71,3914441000,582418,Sat,8000,0
1536,2008-03-16,0,69,3786121500,562747,Sun,8000,0
1537,2008-03-17,0,68,957330500,148749,Mon,7000,0
1538,2008-03-18,0,72,885804500,137497,Tue,7000,0
1539,2008-03-19,0,73,938571000,144826,Wed,7000,0
1540,2008-03-20,8,63,1307413500,207392,Thu,7000,0
1541,2008-03-21,0,60,1644045000,246740,Fri,8000,0
1542,2008-03-22,0,64,3961490000,599331,Sat,8000,0
1543,2008-03-23,0,63,3940933500,584202,Sun,8000,0
1544,2008-03-24,0,70,973974500,151147,Mon,7000,0
1545,2008-03-25,0,70,920896500,142713,Tue,7000,0
1546,2008-03-26,0,67,890588000,137777,Wed,7000,0
1547,2008-03-27,12,83,1009465500,159028,Thu,7000,0
1548,2008-03-28,0,82,1276994500,192177,Fri,8000,0
1549,2008-03-29,0,74,3255532500,491193,Sat,8000,0
1550,2008-03-30,0,80,3173512000,470104,Sun,8000,0
1551,2008-03-31,0,86,848533500,132704,Mon,7000,0
1552,2008-04-01,2,84,743389000,117101,Tue,7000,0
1553,2008-04-02,0,85,748222500,116914,Wed,7000,0
1554,2008-04-03,6,78,1132259500,180107,Thu,7000,0
1555,2008-04-04,0,80,1425071500,214350,Fri,8000,0
1556,2008-04-05,0,82,3320147000,504601,Sat,8000,0
1557,2008-04-06,0,82,3065108000,458794,Sun,8000,0
1558,2008-04-07,0,72,817170500,127658,Mon,7000,0
1559,2008-04-08,0,75,1045854000,163556,Tue,7000,0
1560,2008-04-09,6,76,3799933500,567635,Wed,7000,0
1561,2008-04-10,1,67,900724500,145436,Thu,7000,0
1562,2008-04-11,1,70,1220997000,186229,Fri,8000,0
1563,2008-04-12,0,72,2923303000,437202,Sat,8000,0
1564,2008-04-13,0,71,2672910000,393825,Sun,8000,0
1565,2008-04-14,0,63,759646000,117676,Mon,7000,0
1566,2008-04-15,0,69,751534500,116978,Tue,7000,0
1567,2008-04-16,0,70,774618000,120531,Wed,7000,0
1568,2008-04-17,10,89,917790500,147257,Thu,7000,0
1569,2008-04-18,0,80,1113028000,168394,Fri,8000,0
1570,2008-04-19,0,91,2626706500,406049,Sat,8000,0
1571,2008-04-20,0,91,2244260000,328600,Sun,8000,0
1572,2008-04-21,0,83,672750000,104309,Mon,7000,0
1573,2008-04-22,0,92,723114000,112505,Tue,7000,0
1574,2008-04-23,0,91,782580000,121805,Wed,7000,0
1575,2008-04-24,3,90,1123221000,179283,Thu,7000,0
1576,2008-04-25,1,94,1500505500,227164,Fri,8000,0
1577,2008-04-26,0,96,3349893000,501118,Sat,8000,0
1578,2008-04-27,0,98,3101837000,456953,Sun,8000,0
1579,2008-04-28,0,87,878955000,137739,Mon,7000,0
1580,2008-04-29,0,91,906989000,142139,Tue,7000,0
1581,2008-04-30,5,60,2092663600,328098,Wed,7000,0
1582,2008-05-01,3,59,3333313700,527822,Thu,7000,0
1583,2008-05-02,0,61,2292265500,353812,Fri,8000,0
1584,2008-05-03,0,63,4482415000,679958,Sat,8000,0
1585,2008-05-04,0,64,5318823000,805929,Sun,8000,0
1586,2008-05-05,0,60,6323605500,980811,Mon,7000,1
1587,2008-05-06,0,58,1266221500,202679,Tue,8000,0
1588,2008-05-07,0,63,1126131500,179246,Wed,7000,0
1589,2008-05-08,5,50,1246360500,202159,Thu,7000,0
1590,2008-05-09,0,50,1924022500,298514,Fri,8000,0
1591,2008-05-10,0,53,4331580000,665921,Sat,8000,0
1592,2008-05-11,0,59,4812017000,727045,Sun,8000,0
1593,2008-05-12,0,50,4597540000,702035,Mon,7000,1
1594,2008-05-13,0,45,937598000,147464,Tue,8000,0
1595,2008-05-14,0,48,862764500,134328,Wed,7000,0
1596,2008-05-15,3,53,1443440500,235529,Thu,7000,0
1597,2008-05-16,0,46,1400307000,211137,Fri,8000,0
1598,2008-05-17,0,51,3926941500,603762,Sat,8000,0
1599,2008-05-18,0,49,3943939100,602807,Sun,8000,0
1600,2008-05-19,0,44,859575500,132973,Mon,7000,0
1601,2008-05-20,0,48,821954000,128174,Tue,7000,0
1602,2008-05-21,0,55,841828500,131336,Wed,7000,0
1603,2008-05-22,5,60,1795238500,281762,Thu,7000,0
1604,2008-05-23,0,55,2295147000,347480,Fri,8000,0
1605,2008-05-24,0,59,6185947500,960917,Sat,8000,0
1606,2008-05-25,0,55,5522764500,849237,Sun,8000,0
1607,2008-05-26,0,47,1211547000,188441,Mon,7000,0
1608,2008-05-27,0,58,1107179500,172469,Tue,7000,0
1609,2008-05-28,0,57,1253678500,195084,Wed,7000,0
1610,2008-05-29,6,49,1410992500,224356,Thu,7000,0
1611,2008-05-30,0,47,1860179000,278443,Fri,8000,0
1612,2008-05-31,0,50,4709381000,718943,Sat,8000,0
1613,2008-06-01,0,47,4329706500,659028,Sun,8000,0
1614,2008-06-02,0,46,909818000,142081,Mon,7000,0
1615,2008-06-03,0,48,916910000,144232,Tue,7000,0
1616,2008-06-04,0,49,967356500,150780,Wed,7000,0
1617,2008-06-05,6,51,2243984000,355070,Thu,7000,0
1618,2008-06-06,1,47,6794504000,1050750,Fri,8000,1
1619,2008-06-07,0,51,5294910500,802633,Sat,8000,0
1620,2008-06-08,0,52,4930286000,751650,Sun,8000,0
1621,2008-06-09,0,52,1185477000,182780,Mon,7000,0
1622,2008-06-10,0,55,1190152000,184506,Tue,7000,0
1623,2008-06-11,0,48,1225255000,189121,Wed,7000,0
1624,2008-06-12,7,47,1613193500,254593,Thu,7000,0
1625,2008-06-13,0,38,2245349500,334455,Fri,8000,0
1626,2008-06-14,0,42,5854963000,893129,Sat,8000,0
1627,2008-06-15,0,49,5297015500,799135,Sun,8000,0
1628,2008-06-16,0,44,1303539000,200533,Mon,7000,0
1629,2008-06-17,0,44,1283604000,199606,Tue,7000,0
1630,2008-06-18,0,48,1528544500,235057,Wed,7000,0
1631,2008-06-19,6,49,2244352500,350854,Thu,7000,0
1632,2008-06-20,2,40,2814882000,418160,Fri,8000,0
1633,2008-06-21,0,43,6527662000,996584,Sat,8000,0
1634,2008-06-22,0,54,6198771500,928371,Sun,8000,0
1635,2008-06-23,0,47,1972959000,303614,Mon,7000,0
1636,2008-06-24,0,55,1974098600,304205,Tue,7000,0
1637,2008-06-25,0,51,2071877000,319282,Wed,7000,0
1638,2008-06-26,6,51,2546191600,399900,Thu,7000,0
1639,2008-06-27,0,37,2985130600,445640,Fri,8000,0
1640,2008-06-28,0,36,6604066600,992494,Sat,8000,0
1641,2008-06-29,0,45,6222440000,922874,Sun,8000,0
1642,2008-06-30,0,35,2037547200,316095,Mon,7000,0
1643,2008-07-01,0,48,1907629000,297085,Tue,7000,0
1644,2008-07-02,4,48,2444426500,377883,Wed,7000,0
1645,2008-07-03,4,46,2450988000,384392,Thu,7000,0
1646,2008-07-04,0,43,2985197500,446170,Fri,8000,0
1647,2008-07-05,0,44,6651458500,1004867,Sat,8000,0
1648,2008-07-06,0,47,6311341100,948592,Sun,8000,0
1649,2008-07-07,0,44,1859725000,286884,Mon,7000,0
1650,2008-07-08,0,50,1918760000,299591,Tue,7000,0
1651,2008-07-09,0,49,1763777500,274790,Wed,7000,0
1652,2008-07-10,7,54,2194647500,347798,Thu,7000,0
1653,2008-07-11,1,50,2760734000,417952,Fri,8000,0
1654,2008-07-12,0,54,6683782500,1030678,Sat,8000,0
1655,2008-07-13,0,53,5911191500,892202,Sun,8000,0
1656,2008-07-14,0,48,1609534500,249983,Mon,7000,0
1657,2008-07-15,0,59,1581176000,248563,Tue,7000,0
1658,2008-07-16,0,55,1804780000,281983,Wed,7000,0
1659,2008-07-17,4,46,3341312500,529692,Thu,7000,0
1660,2008-07-18,0,48,3526339000,535502,Fri,8000,0
1661,2008-07-19,0,50,7052060500,1072810,Sat,8000,0
1662,2008-07-20,0,50,7060571500,1074270,Sun,8000,0
1663,2008-07-21,0,48,2405264000,378019,Mon,7000,0
1664,2008-07-22,0,50,2254570500,355046,Tue,7000,0
1665,2008-07-23,0,44,2247044000,353721,Wed,7000,0
1666,2008-07-24,4,47,2476463500,392298,Thu,7000,0
1667,2008-07-25,0,54,3052359500,460713,Fri,8000,0
1668,2008-07-26,0,62,6571855500,995666,Sat,8000,0
1669,2008-07-27,0,58,6003267000,905933,Sun,8000,0
1670,2008-07-28,0,62,2423322500,379531,Mon,7000,0
1671,2008-07-29,0,68,2524706500,398157,Tue,7000,0
1672,2008-07-30,1,59,4009825500,633011,Wed,7000,0
1673,2008-07-31,4,58,4869870500,779712,Thu,7000,0
1674,2008-08-01,0,50,5621738000,864260,Fri,8000,0
1675,2008-08-02,0,55,8130430300,1241609,Sat,8000,0
1676,2008-08-03,0,59,7262691000,1101630,Sun,8000,0
1677,2008-08-04,0,61,3618135000,569414,Mon,7000,0
1678,2008-08-05,0,59,3374626600,531398,Tue,7000,0
1679,2008-08-06,2,60,3819674500,603530,Wed,7000,0
1680,2008-08-07,3,51,3569349500,572206,Thu,7000,0
1681,2008-08-08,0,40,3956290000,603264,Fri,8000,0
1682,2008-08-09,0,48,7346823000,1131488,Sat,8000,0
1683,2008-08-10,0,46,6212249500,949980,Sun,8000,0
1684,2008-08-11,0,52,2562770500,404064,Mon,7000,0
1685,2008-08-12,0,56,2618086000,413601,Tue,7000,0
1686,2008-08-13,1,53,2521317500,403242,Wed,7000,0
1687,2008-08-14,5,48,3095843500,497694,Thu,7000,0
1688,2008-08-15,0,42,6380409800,977071,Fri,8000,1
1689,2008-08-16,0,44,6012606600,915769,Sat,8000,0
1690,2008-08-17,0,42,5308676000,804435,Sun,8000,0
1691,2008-08-18,0,40,2120101000,332512,Mon,7000,0
1692,2008-08-19,0,46,1992057700,317062,Tue,7000,0
1693,2008-08-20,0,46,1765343000,279232,Wed,7000,0
1694,2008-08-21,7,57,1757870000,282778,Thu,7000,0
1695,2008-08-22,1,55,1991426000,300111,Fri,8000,0
1696,2008-08-23,0,58,4147689500,639431,Sat,8000,0
1697,2008-08-24,0,60,4043177500,606740,Sun,8000,0
1698,2008-08-25,0,55,1247781000,194080,Mon,7000,0
1699,2008-08-26,0,57,1237082000,193653,Tue,7000,0
1700,2008-08-27,0,58,1125268500,176948,Wed,7000,0
1701,2008-08-28,8,64,1169079500,187361,Thu,7000,0
1702,2008-08-29,0,59,1354916500,202037,Fri,8000,0
1703,2008-08-30,0,63,3664692000,553719,Sat,8000,0
1704,2008-08-31,0,62,3475778000,519628,Sun,8000,0
1705,2008-09-01,0,60,786902100,122588,Mon,7000,0
1706,2008-09-02,0,64,730278500,113997,Tue,7000,0
1707,2008-09-03,1,60,950556000,145942,Wed,7000,0
1708,2008-09-04,5,53,1430702700,229504,Thu,7000,0
1709,2008-09-05,0,50,1757429000,261204,Fri,8000,0
1710,2008-09-06,0,48,4510674100,681909,Sat,8000,0
1711,2008-09-07,0,53,4216375400,635115,Sun,8000,0
1712,2008-09-08,0,56,1026212900,161273,Mon,7000,0
1713,2008-09-09,0,54,1079151600,172190,Tue,7000,0
1714,2008-09-10,0,62,1071080800,167109,Wed,7000,0
1715,2008-09-11,7,54,1451967500,231240,Thu,7000,0
1716,2008-09-12,0,55,3172813500,481999,Fri,8000,0
1717,2008-09-13,0,50,4538972000,680145,Sat,8000,1
1718,2008-09-14,0,47,6049860500,885110,Sun,8000,1
1719,2008-09-15,0,48,7509003500,1124207,Mon,8000,1
1720,2008-09-16,0,55,3387305500,546646,Tue,8000,0
1721,2008-09-17,0,56,1346552500,212000,Wed,7000,0
1722,2008-09-18,7,48,1344229500,220486,Thu,7000,0
1723,2008-09-19,0,43,1641679000,246096,Fri,8000,0
1724,2008-09-20,0,49,4395618600,673063,Sat,8000,0
1725,2008-09-21,0,51,3966131000,592749,Sun,8000,0
1726,2008-09-22,0,46,985762000,154791,Mon,7000,0
1727,2008-09-23,0,52,1009226100,160864,Tue,7000,0
1728,2008-09-24,0,58,1014099500,159983,Wed,7000,0
1729,2008-09-25,7,59,1400891000,225757,Thu,7000,0
1730,2008-09-26,0,49,1767720500,264896,Fri,8000,0
1731,2008-09-27,0,55,3778341500,565471,Sat,8000,0
1732,2008-09-28,0,57,3420565000,503567,Sun,8000,0
1733,2008-09-29,0,55,1012094500,160007,Mon,7000,0
1734,2008-09-30,0,51,1045114000,165232,Tue,7000,0
1735,2008-10-01,0,50,1073872000,172259,Wed,7000,0
1736,2008-10-02,4,53,1680956000,272002,Thu,7000,0
1737,2008-10-03,1,51,3815963000,565211,Fri,8000,1
1738,2008-10-04,0,53,3343723500,500947,Sat,8000,0
1739,2008-10-05,0,55,2912473000,427014,Sun,8000,0
1740,2008-10-06,0,57,955686500,153725,Mon,7000,0
1741,2008-10-07,0,62,960189000,154966,Tue,7000,0
1742,2008-10-08,0,60,998620000,161664,Wed,7000,0
1743,2008-10-09,4,59,1304835500,215371,Thu,7000,0
1744,2008-10-10,0,57,1824896000,282338,Fri,8000,0
1745,2008-10-11,0,53,3673505000,556586,Sat,8000,0
1746,2008-10-12,0,57,3106909500,461812,Sun,8000,0
1747,2008-10-13,0,57,989603500,159085,Mon,7000,0
1748,2008-10-14,0,57,939178600,152256,Tue,7000,0
1749,2008-10-15,0,66,919081500,149537,Wed,7000,0
1750,2008-10-16,9,49,1248845500,208846,Thu,7000,0
1751,2008-10-17,0,50,1513026000,230181,Fri,8000,0
1752,2008-10-18,0,55,3389733500,522703,Sat,8000,0
1753,2008-10-19,0,55,2814967000,415169,Sun,8000,0
1754,2008-10-20,0,48,869393000,139181,Mon,7000,0
1755,2008-10-21,0,56,917773500,148784,Tue,7000,0
1756,2008-10-22,0,55,1032555000,166316,Wed,7000,0
1757,2008-10-23,11,71,1500431000,242908,Thu,7000,0
1758,2008-10-24,0,66,1960074000,300033,Fri,8000,0
1759,2008-10-25,0,69,3772681000,559074,Sat,8000,0
1760,2008-10-26,0,69,3219860500,471231,Sun,8000,0
1761,2008-10-27,0,59,1054793000,173250,Mon,7000,0
1762,2008-10-28,0,67,1101976000,177610,Tue,7000,0
1763,2008-10-29,1,67,1064363200,169953,Wed,7000,0
1764,2008-10-30,9,65,1183142500,195428,Thu,7000,0
1765,2008-10-31,0,60,1595068000,239185,Fri,8000,0
1766,2008-11-01,0,57,3310901500,497233,Sat,8000,0
1767,2008-11-02,0,61,2866541500,418529,Sun,8000,0
1768,2008-11-03,0,62,892674500,143479,Mon,7000,0
1769,2008-11-04,0,65,890788500,143885,Tue,7000,0
1770,2008-11-05,1,67,1225091000,196869,Wed,7000,0
1771,2008-11-06,7,62,1253568600,205432,Thu,7000,0
1772,2008-11-07,0,58,1624877500,241868,Fri,8000,0
1773,2008-11-08,0,58,3765571000,559996,Sat,8000,0
1774,2008-11-09,0,61,3146474500,460867,Sun,8000,0
1775,2008-11-10,0,59,942934500,153216,Mon,7000,0
1776,2008-11-11,0,61,1041856500,166877,Tue,7000,0
1777,2008-11-12,0,67,1021049000,164249,Wed,7000,0
1778,2008-11-13,6,54,2061703500,344994,Thu,7000,0
1779,2008-11-14,0,66,2098845000,315893,Fri,8000,0
1780,2008-11-15,0,54,4316201000,663648,Sat,8000,0
1781,2008-11-16,0,56,3555398000,526732,Sun,8000,0
1782,2008-11-17,0,53,1214776500,194617,Mon,7000,0
1783,2008-11-18,0,66,1269791000,204519,Tue,7000,0
1784,2008-11-19,0,59,1258721500,200736,Wed,7000,0
1785,2008-11-20,8,56,1514785000,245326,Thu,7000,0
1786,2008-11-21,0,58,1902655500,285119,Fri,8000,0
1787,2008-11-22,0,58,3845076500,572918,Sat,8000,0
1788,2008-11-23,0,61,3257181500,477445,Sun,8000,0
1789,2008-11-24,0,55,1175907100,190989,Mon,7000,0
1790,2008-11-25,0,62,1185798500,195121,Tue,7000,0
1791,2008-11-26,0,69,1196211500,195328,Wed,7000,0
1792,2008-11-27,8,74,1466272000,245430,Thu,7000,0
1793,2008-11-28,0,78,1699243000,258965,Fri,8000,0
1794,2008-11-29,0,69,3620073500,548292,Sat,8000,0
1795,2008-11-30,0,71,3087649250,454016,Sun,8000,0
1796,2008-12-01,0,71,919048200,148617,Mon,7000,0
1797,2008-12-02,0,77,965896000,157336,Tue,7000,0
1798,2008-12-03,3,72,1067724000,171066,Wed,7000,0
1799,2008-12-04,3,74,1243655000,204634,Thu,7000,0
1800,2008-12-05,0,56,1526588750,231148,Fri,8000,0
1801,2008-12-06,0,57,3487597000,519360,Sat,8000,0
1802,2008-12-07,0,57,3125683950,453670,Sun,8000,0
1803,2008-12-08,0,70,1058365000,169914,Mon,7000,0
1804,2008-12-09,0,68,1144559000,183051,Tue,7000,0
1805,2008-12-10,3,69,1349096000,211002,Wed,7000,0
1806,2008-12-11,3,62,1719069000,277990,Thu,7000,0
1807,2008-12-12,0,58,2271980000,344838,Fri,8000,0
1808,2008-12-13,0,61,4768671500,720293,Sat,8000,0
1809,2008-12-14,0,59,4228442000,625032,Sun,8000,0
1810,2008-12-15,0,58,1455632500,228128,Mon,7000,0
1811,2008-12-16,0,60,1629414500,259052,Tue,7000,0
1812,2008-12-17,3,59,1751133500,276188,Wed,7000,0
1813,2008-12-18,2,53,2081891500,335194,Thu,7000,0
1814,2008-12-19,0,55,2455716300,375524,Fri,8000,0
1815,2008-12-20,0,54,5718425300,865712,Sat,8000,0
1816,2008-12-21,0,53,5656199700,853036,Sun,8000,0
1817,2008-12-22,0,58,1708072100,271619,Mon,7000,0
1818,2008-12-23,0,61,1933488700,312128,Tue,7000,0
1819,2008-12-24,8,50,5175595500,807567,Wed,7000,0
1820,2008-12-25,0,54,10636587800,1628074,Thu,7000,1
1821,2008-12-26,1,54,3075166400,465887,Fri,8000,0
1822,2008-12-27,0,51,5619075200,851576,Sat,8000,0
1823,2008-12-28,0,53,4952646000,740411,Sun,8000,0
1824,2008-12-29,0,52,1990831500,313208,Mon,7000,0
1825,2008-12-30,1,53,2861949000,448806,Tue,7000,0
1826,2008-12-31,3,53,4376262000,681115,Wed,7000,0
1827,2009-01-01,0,53,7220560000,1060574,Thu,7000,1
1828,2009-01-02,0,50,3931920000,582335,Fri,8000,0
1829,2009-01-03,0,52,5882193000,877019,Sat,8000,0
1830,2009-01-04,0,51,4854602500,716002,Sun,8000,0
1831,2009-01-05,0,53,1691801000,262574,Mon,7000,0
1832,2009-01-06,0,52,1743719500,272080,Tue,7000,0
1833,2009-01-07,0,56,1708458000,266252,Wed,7000,0
1834,2009-01-08,6,50,2157360500,343705,Thu,7000,0
1835,2009-01-09,0,50,2510814000,375427,Fri,8000,0
1836,2009-01-10,0,50,6057512500,908140,Sat,8000,0
1837,2009-01-11,0,49,5301264500,793022,Sun,8000,0
1838,2009-01-12,0,53,1532823500,239931,Mon,7000,0
1839,2009-01-13,0,53,1620210500,254837,Tue,7000,0
1840,2009-01-14,0,56,1572138000,247253,Wed,7000,0
1841,2009-01-15,5,54,1581804500,254259,Thu,7000,0
1842,2009-01-16,0,48,1972059000,295536,Fri,8000,0
1843,2009-01-17,0,49,4590023800,690609,Sat,8000,0
1844,2009-01-18,0,52,4074803500,606969,Sun,8000,0
1845,2009-01-19,0,56,1172243500,183701,Mon,7000,0
1846,2009-01-20,0,58,1214437400,192452,Tue,7000,0
1847,2009-01-21,0,55,1185069500,187720,Wed,7000,0
1848,2009-01-22,5,48,2693475000,427382,Thu,7000,0
1849,2009-01-23,0,46,3265012000,485718,Fri,8000,0
1850,2009-01-24,0,45,5945593000,886835,Sat,8000,0
1851,2009-01-25,0,43,4929512700,723239,Sun,8000,1
1852,2009-01-26,0,44,6707949000,968289,Mon,8000,1
1853,2009-01-27,0,45,8001541800,1186939,Tue,8000,1
1854,2009-01-28,0,50,3282181800,512801,Wed,8000,0
1855,2009-01-29,6,55,2399046000,381659,Thu,7000,0
1856,2009-01-30,0,54,2625898000,395432,Fri,8000,0
1857,2009-01-31,0,57,6265037500,946903,Sat,8000,0
1858,2009-02-01,0,54,4858571600,731336,Sun,8000,0
1859,2009-02-02,0,53,1457441600,232093,Mon,7000,0
1860,2009-02-03,0,57,1437498000,227072,Tue,7000,0
1861,2009-02-04,0,57,1449419000,228346,Wed,7000,0
1862,2009-02-05,7,61,1780177700,284712,Thu,7000,0
1863,2009-02-06,0,58,2021957800,302086,Fri,8000,0
1864,2009-02-07,0,57,4409363000,650742,Sat,8000,0
1865,2009-02-08,0,59,3981460000,588990,Sun,8000,0
1866,2009-02-09,0,58,1298411500,203011,Mon,7000,0
1867,2009-02-10,0,58,1346327200,211717,Tue,7000,0
1868,2009-02-11,0,62,1275497500,200456,Wed,7000,0
1869,2009-02-12,6,52,2049224500,326854,Thu,7000,0
1870,2009-02-13,0,50,2368317000,350642,Fri,8000,0
1871,2009-02-14,0,47,6044438500,899836,Sat,8000,0
1872,2009-02-15,0,48,4820661500,717201,Sun,8000,0
1873,2009-02-16,0,49,1654911100,260962,Mon,7000,0
1874,2009-02-17,0,54,1755035100,278648,Tue,7000,0
1875,2009-02-18,0,56,1778579000,282236,Wed,7000,0
1876,2009-02-19,8,52,1934296700,311609,Thu,7000,0
1877,2009-02-20,0,48,2291543600,344089,Fri,8000,0
1878,2009-02-21,0,52,5027842000,752385,Sat,8000,0
1879,2009-02-22,0,47,4792166500,711585,Sun,8000,0
1880,2009-02-23,0,52,1697767500,271398,Mon,7000,0
1881,2009-02-24,0,51,1701706000,274085,Tue,7000,0
1882,2009-02-25,0,53,1650643500,265368,Wed,7000,0
1883,2009-02-26,6,54,1794824300,293860,Thu,7000,0
1884,2009-02-27,0,52,2039683600,312706,Fri,8000,0
1885,2009-02-28,0,55,4272148500,642277,Sat,8000,0
1886,2009-03-01,0,57,3596358000,531677,Sun,8000,1
1887,2009-03-02,0,55,984667000,153183,Mon,8000,0
1888,2009-03-03,0,59,963794300,151366,Tue,7000,0
1889,2009-03-04,0,63,918027500,143626,Wed,7000,0
1890,2009-03-05,6,51,1091355200,171638,Thu,7000,0
1891,2009-03-06,0,49,1295396000,189146,Fri,8000,0
1892,2009-03-07,0,52,3181408500,463163,Sat,8000,0
1893,2009-03-08,0,52,2961033000,431878,Sun,8000,0
1894,2009-03-09,0,52,684644500,108062,Mon,7000,0
1895,2009-03-10,0,56,718330500,113404,Tue,7000,0
1896,2009-03-11,1,57,815452000,127331,Wed,7000,0
1897,2009-03-12,11,61,980890000,158910,Thu,7000,0
1898,2009-03-13,0,58,1501892500,222188,Fri,8000,0
1899,2009-03-14,0,59,4576921100,676567,Sat,8000,0
1900,2009-03-15,0,61,3176475000,469951,Sun,8000,0
1901,2009-03-16,0,62,763179100,119726,Mon,7000,0
1902,2009-03-17,0,58,746186000,118482,Tue,7000,0
1903,2009-03-18,0,58,708458500,111474,Wed,7000,0
1904,2009-03-19,8,56,1131748500,181626,Thu,7000,0
1905,2009-03-20,0,59,1444096000,212136,Fri,8000,0
1906,2009-03-21,0,61,3504983500,519108,Sat,8000,0
1907,2009-03-22,0,58,3306326600,482654,Sun,8000,0
1908,2009-03-23,0,59,830020500,129643,Mon,7000,0
1909,2009-03-24,0,58,746872500,117016,Tue,7000,0
1910,2009-03-25,0,54,875740500,136606,Wed,7000,0
1911,2009-03-26,7,60,1108405000,178471,Thu,7000,0
1912,2009-03-27,0,59,1469949100,216329,Fri,8000,0
1913,2009-03-28,0,64,3400652200,500757,Sat,8000,0
1914,2009-03-29,0,60,2935983600,428154,Sun,8000,0
1915,2009-03-30,0,70,826336500,129435,Mon,7000,0
1916,2009-03-31,0,67,882983500,139090,Tue,7000,0
1917,2009-04-01,0,68,836298000,132106,Wed,7000,0
1918,2009-04-02,4,57,1176893500,184259,Thu,7000,0
1919,2009-04-03,0,64,1557201500,229269,Fri,8000,0
1920,2009-04-04,0,62,3575354500,532195,Sat,8000,0
1921,2009-04-05,0,61,2874127500,417241,Sun,8000,0
1922,2009-04-06,0,66,869715175,136671,Mon,7000,0
1923,2009-04-07,0,58,845403000,134572,Tue,7000,0
1924,2009-04-08,0,66,934534000,148521,Wed,7000,0
1925,2009-04-09,6,75,876728500,138040,Thu,7000,0
1926,2009-04-10,0,76,1275377500,190092,Fri,8000,0
1927,2009-04-11,0,78,3011960100,444489,Sat,8000,0
1928,2009-04-12,0,78,2623412000,383194,Sun,8000,0
1929,2009-04-13,0,84,756410500,118335,Mon,7000,0
1930,2009-04-14,0,79,783612500,123737,Tue,7000,0
1931,2009-04-15,1,75,900931000,140692,Wed,7000,0
1932,2009-04-16,8,52,1106699475,173746,Thu,7000,0
1933,2009-04-17,0,61,1441263500,213183,Fri,8000,0
1934,2009-04-18,0,52,3425363400,521529,Sat,8000,0
1935,2009-04-19,0,55,2795252500,405221,Sun,8000,0
1936,2009-04-20,0,57,931241100,147229,Mon,7000,0
1937,2009-04-21,0,60,899382500,142844,Tue,7000,0
1938,2009-04-22,1,62,990279200,155735,Wed,7000,0
1939,2009-04-23,4,45,1166433000,182412,Thu,7000,0
