,연도,전체개봉편수,전체상영편수,전체매출액,전체관객수,요일,가격,holiday
3445,2013-06-07,1,83,5377912659,753140,Fri,10000,0
3446,2013-06-08,1,79,8569663387,1166806,Sat,10000,0
3447,2013-06-09,0,74,7457270800,1025107,Sun,10000,0
3448,2013-06-10,0,71,2077182900,302111,Mon,9000,0
3449,2013-06-11,1,80,1853360500,273075,Tue,9000,0
3450,2013-06-12,1,80,2052278800,300214,Wed,9000,0
3451,2013-06-13,11,76,2666671500,371614,Thu,9000,0
3452,2013-06-14,1,82,3800715211,505101,Fri,10000,0
3453,2013-06-15,1,79,7673400513,1013116,Sat,10000,0
3454,2013-06-16,0,73,6407192000,854820,Sun,10000,0
3455,2013-06-17,1,74,1768858000,252305,Mon,9000,0
3456,2013-06-18,0,84,1720633000,248199,Tue,9000,0
3457,2013-06-19,4,84,1834363200,265664,Wed,9000,0
3458,2013-06-20,23,78,2959640500,425168,Thu,9000,0
3459,2013-06-21,0,81,3822279704,510356,Fri,10000,0
3460,2013-06-22,0,78,7428616196,971850,Sat,10000,0
3461,2013-06-23,0,72,6788143004,894112,Sun,10000,0
3462,2013-06-24,0,74,2353139000,342511,Mon,9000,0
3463,2013-06-25,0,87,2194416000,320488,Tue,9000,0
3464,2013-06-26,0,86,2279019505,333834,Wed,9000,0
3465,2013-06-27,15,83,2564206536,375941,Thu,9000,0
3466,2013-06-28,1,82,3306544654,453429,Fri,10000,0
3467,2013-06-29,1,87,6447577208,847511,Sat,10000,0
3468,2013-06-30,0,82,5885789970,775738,Sun,10000,0
3469,2013-07-01,0,75,2111501153,302604,Mon,9000,0
3470,2013-07-02,0,82,2040825141,293877,Tue,9000,0
3471,2013-07-03,2,78,2981572109,434449,Wed,9000,0
3472,2013-07-04,13,77,2964708687,433744,Thu,9000,0
3473,2013-07-05,1,79,4336790128,596719,Fri,10000,0
3474,2013-07-06,1,81,8283477048,1111875,Sat,10000,0
3475,2013-07-07,0,77,7296405200,982015,Sun,10000,0
3476,2013-07-08,0,70,2317410300,335229,Mon,9000,0
3477,2013-07-09,0,81,2557303500,376269,Tue,9000,0
3478,2013-07-10,4,83,2596452400,384946,Wed,9000,0
3479,2013-07-11,14,81,3467807500,479942,Thu,9000,0
3480,2013-07-12,1,76,4234399615,562491,Fri,10000,0
3481,2013-07-13,0,80,8861457622,1162909,Sat,10000,0
3482,2013-07-14,0,79,8086143900,1068972,Sun,10000,0
3483,2013-07-15,1,72,2364187500,332124,Mon,9000,0
3484,2013-07-16,1,79,2181222500,311657,Tue,9000,0
3485,2013-07-17,3,76,2512211300,358357,Wed,9000,0
3486,2013-07-18,13,76,2888898500,418547,Thu,9000,0
3487,2013-07-19,1,63,4095344666,559582,Fri,10000,0
3488,2013-07-20,2,77,8100737150,1081934,Sat,10000,0
3489,2013-07-21,0,69,7658715500,1029507,Sun,10000,0
3490,2013-07-22,0,62,2572087000,370783,Mon,9000,0
3491,2013-07-23,0,75,2508705800,362752,Tue,9000,0
3492,2013-07-24,2,75,2569577552,375145,Wed,9000,0
3493,2013-07-25,15,83,3229775980,475565,Thu,9000,0
3494,2013-07-26,3,77,3878069744,543320,Fri,10000,0
3495,2013-07-27,0,85,7731765351,1045305,Sat,10000,0
3496,2013-07-28,0,74,7498887430,1012959,Sun,10000,0
3497,2013-07-29,0,77,3768033800,547185,Mon,9000,0
3498,2013-07-30,0,78,3594763800,527828,Tue,9000,0
3499,2013-07-31,3,83,6440200016,945850,Wed,9000,0
3500,2013-08-01,10,80,8484346900,1237446,Thu,9000,0
3501,2013-08-02,1,77,9482962923,1310010,Fri,10000,0
3502,2013-08-03,1,81,12281384289,1676769,Sat,10000,0
3503,2013-08-04,1,73,11387921500,1553102,Sun,10000,0
3504,2013-08-05,1,75,6088949000,886860,Mon,9000,0
3505,2013-08-06,1,79,5463409000,803072,Tue,9000,0
3506,2013-08-07,3,83,5283525000,776958,Wed,9000,0
3507,2013-08-08,14,84,5052101000,745455,Thu,9000,0
3508,2013-08-09,1,81,5885766449,819361,Fri,10000,0
3509,2013-08-10,0,77,10777810936,1484310,Sat,10000,0
3510,2013-08-11,0,68,9970890500,1374904,Sun,10000,0
3511,2013-08-12,0,75,3844051200,566887,Mon,9000,0
3512,2013-08-13,0,87,3836524500,570688,Tue,9000,0
3513,2013-08-14,12,89,6877382400,1026635,Wed,9000,0
3514,2013-08-15,7,73,12354123300,1737225,Thu,10000,1
3515,2013-08-16,1,82,7381519428,1037535,Fri,10000,0
3516,2013-08-17,0,79,11064622034,1537325,Sat,10000,0
3517,2013-08-18,0,80,9962985300,1382347,Sun,10000,0
3518,2013-08-19,0,72,3861674000,569703,Mon,9000,0
3519,2013-08-20,0,82,3615905400,537911,Tue,9000,0
3520,2013-08-21,1,86,3206922200,475623,Wed,9000,0
3521,2013-08-22,19,89,3734731500,556590,Thu,9000,0
3522,2013-08-23,1,86,4785858514,672054,Fri,10000,0
3523,2013-08-24,1,75,9703199815,1355538,Sat,10000,0
3524,2013-08-25,0,69,8654090400,1210814,Sun,10000,0
3525,2013-08-26,0,77,2766124500,409444,Mon,9000,0
3526,2013-08-27,0,84,2655160000,398325,Tue,9000,0
3527,2013-08-28,2,85,2535135900,380987,Wed,9000,0
3528,2013-08-29,23,93,3051727500,450078,Thu,9000,0
3529,2013-08-30,0,88,3887503910,544459,Fri,10000,0
3530,2013-08-31,0,81,7652277806,1054248,Sat,10000,0
3531,2013-09-01,0,72,6303786500,860567,Sun,10000,0
3532,2013-09-02,0,79,1733422500,253795,Mon,9000,0
3533,2013-09-03,0,85,1706090000,252309,Tue,9000,0
3534,2013-09-04,0,85,1538092500,228148,Wed,9000,0
3535,2013-09-05,18,87,1926061000,285649,Thu,9000,0
3536,2013-09-06,1,84,2654362665,369786,Fri,10000,0
3537,2013-09-07,1,76,5882185196,800829,Sat,10000,0
3538,2013-09-08,0,79,5122734000,704412,Sun,10000,0
3539,2013-09-09,0,80,1326865500,197673,Mon,9000,0
3540,2013-09-10,0,85,1219835500,182919,Tue,9000,0
3541,2013-09-11,1,77,3195774400,478420,Wed,9000,0
3542,2013-09-12,13,73,3021803900,452782,Thu,9000,0
3543,2013-09-13,1,67,4336080485,610588,Fri,10000,0
3544,2013-09-14,0,74,9399722392,1290008,Sat,10000,0
3545,2013-09-15,0,72,8210746000,1136579,Sun,10000,0
3546,2013-09-16,2,71,2452090000,365207,Mon,9000,0
3547,2013-09-17,4,70,4457885000,657731,Tue,9000,0
3548,2013-09-18,0,80,8114847000,1093873,Wed,10000,1
3549,2013-09-19,1,62,10467305000,1382361,Thu,10000,1
3550,2013-09-20,1,67,12147928709,1657223,Fri,10000,1
3551,2013-09-21,0,66,11378745092,1565815,Sat,10000,0
3552,2013-09-22,0,60,8373125500,1157513,Sun,10000,0
3553,2013-09-23,0,58,2256877000,337883,Mon,9000,0
3554,2013-09-24,0,66,2111976500,321385,Tue,9000,0
3555,2013-09-25,4,62,2038735000,307395,Wed,9000,0
3556,2013-09-26,16,75,1831414500,277351,Thu,9000,0
3557,2013-09-27,1,80,2562471659,361485,Fri,10000,0
3558,2013-09-28,1,85,5258397114,716200,Sat,10000,0
3559,2013-09-29,0,70,5139413500,703100,Sun,10000,0
3560,2013-09-30,0,71,1498931000,225301,Mon,9000,0
3561,2013-10-01,0,78,1431608000,213835,Tue,9000,0
3562,2013-10-02,9,75,2931449400,436066,Wed,9000,0
3563,2013-10-03,2,67,6149838700,856977,Thu,10000,1
3564,2013-10-04,1,75,3087493630,441530,Fri,10000,0
3565,2013-10-05,0,64,4948632640,675176,Sat,10000,0
3566,2013-10-06,0,66,4429217000,603119,Sun,10000,0
3567,2013-10-07,0,68,1445868400,212247,Mon,9000,0
3568,2013-10-08,1,72,2096769500,317168,Tue,9000,0
3569,2013-10-09,5,69,6435325500,895820,Wed,10000,1
3570,2013-10-10,5,68,1817970000,273488,Thu,9000,0
3571,2013-10-11,0,66,2689438076,383266,Fri,10000,0
3572,2013-10-12,0,65,4867418163,659752,Sat,10000,0
3573,2013-10-13,0,60,4555064000,616640,Sun,10000,0
3574,2013-10-14,0,71,1480918000,221168,Mon,9000,0
3575,2013-10-15,0,69,1580058000,237302,Tue,9000,0
3576,2013-10-16,1,66,1491569000,224179,Wed,9000,0
3577,2013-10-17,23,79,2368448000,317244,Thu,9000,0
3578,2013-10-18,0,80,3300997382,423185,Fri,10000,0
3579,2013-10-19,1,82,6101440751,753293,Sat,10000,0
3580,2013-10-20,0,74,5405334000,667228,Sun,10000,0
3581,2013-10-21,0,80,1793349500,232625,Mon,9000,0
3582,2013-10-22,0,85,1729630100,227157,Tue,9000,0
3583,2013-10-23,1,83,1800179900,237439,Wed,9000,0
3584,2013-10-24,19,86,2295713500,315712,Thu,9000,0
3585,2013-10-25,0,86,3322058924,434775,Fri,10000,0
3586,2013-10-26,0,86,6141259145,767467,Sat,10000,0
3587,2013-10-27,0,76,5578811300,695387,Sun,10000,0
3588,2013-10-28,0,80,1824612400,241756,Mon,9000,0
3589,2013-10-29,0,99,1831379500,245116,Tue,9000,0
3590,2013-10-30,4,88,2455190300,346007,Wed,9000,0
3591,2013-10-31,16,95,2278092000,318567,Thu,9000,0
3592,2013-11-01,0,77,3012164710,384960,Fri,10000,0
3593,2013-11-02,1,83,6846042537,860011,Sat,10000,0
3594,2013-11-03,0,79,5862612500,741170,Sun,10000,0
3595,2013-11-04,0,81,1538832500,207240,Mon,9000,0
3596,2013-11-05,0,85,1509084000,204207,Tue,9000,0
3597,2013-11-06,4,88,2325730000,330254,Wed,9000,0
3598,2013-11-07,18,97,2633879500,384868,Thu,9000,0
3599,2013-11-08,0,97,2802992144,375478,Fri,10000,0
3600,2013-11-09,0,102,5682645399,725811,Sat,10000,0
3601,2013-11-10,0,93,5129940400,659542,Sun,10000,0
3602,2013-11-11,0,90,1668764100,235174,Mon,9000,0
3603,2013-11-12,0,101,1428345400,204802,Tue,9000,0
3604,2013-11-13,2,97,1405699500,202699,Wed,9000,0
3605,2013-11-14,22,105,3374448000,491218,Thu,9000,0
3606,2013-11-15,0,97,3517057272,481147,Fri,10000,0
3607,2013-11-16,1,98,6518496653,840034,Sat,10000,0
3608,2013-11-17,0,94,6083781000,787123,Sun,10000,0
3609,2013-11-18,0,99,2124208100,309150,Mon,9000,0
3610,2013-11-19,0,113,1945963000,286800,Tue,9000,0
3611,2013-11-20,3,104,1886699200,276752,Wed,9000,0
3612,2013-11-21,18,114,2173486400,325839,Thu,9000,0
3613,2013-11-22,1,108,2841885059,403416,Fri,10000,0
3614,2013-11-23,0,93,5835862676,778871,Sat,10000,0
3615,2013-11-24,0,87,5351334000,715837,Sun,10000,0
3616,2013-11-25,0,98,1713073900,258286,Mon,9000,0
3617,2013-11-26,0,109,1697320400,258425,Tue,9000,0
3618,2013-11-27,1,112,1671898300,247541,Wed,9000,0
3619,2013-11-28,22,110,1985805500,298559,Thu,9000,0
3620,2013-11-29,1,117,2588997410,370054,Fri,10000,0
3621,2013-11-30,0,107,5438842657,734854,Sat,10000,0
3622,2013-12-01,0,101,4817015500,638762,Sun,10000,0
3623,2013-12-02,1,95,1433090500,211749,Mon,9000,0
3624,2013-12-03,0,110,1414304500,211098,Tue,9000,0
3625,2013-12-04,2,111,1421171900,214003,Wed,9000,0
3626,2013-12-05,19,109,1843082000,277122,Thu,9000,0
3627,2013-12-06,0,106,2466145121,347804,Fri,10000,0
3628,2013-12-07,0,98,5065367117,679053,Sat,10000,0
3629,2013-12-08,0,89,4717277900,630495,Sun,10000,0
3630,2013-12-09,0,86,1624878500,242565,Mon,9000,0
3631,2013-12-10,0,107,1758668000,265800,Tue,9000,0
3632,2013-12-11,1,102,2075996500,308946,Wed,9000,0
3633,2013-12-12,12,93,2824042000,407482,Thu,9000,0
3634,2013-12-13,0,101,3680033647,506712,Fri,10000,0
3635,2013-12-14,0,95,7210271618,949942,Sat,10000,0
3636,2013-12-15,0,98,6750650000,895312,Sun,10000,0
3637,2013-12-16,0,78,2177845500,312559,Mon,9000,0
3638,2013-12-17,1,96,2323284000,337410,Tue,9000,0
3639,2013-12-18,7,86,2959453800,432274,Wed,9000,0
3640,2013-12-19,17,97,3545328500,521237,Thu,9000,0
3641,2013-12-20,0,91,4548605808,633068,Fri,10000,0
3642,2013-12-21,1,86,9123303531,1218270,Sat,10000,0
3643,2013-12-22,0,83,8870138500,1183679,Sun,10000,0
3644,2013-12-23,0,81,3537666900,514825,Mon,9000,0
3645,2013-12-24,8,93,7838742556,1111449,Tue,9000,0
3646,2013-12-25,2,79,14137732500,1897788,Wed,10000,1
3647,2013-12-26,9,81,4414233500,643681,Thu,9000,0
3648,2013-12-27,0,91,5459481823,754065,Fri,10000,0
3649,2013-12-28,0,82,9707809814,1306620,Sat,10000,0
3650,2013-12-29,0,84,9432233600,1271900,Sun,10000,0
3651,2013-12-30,0,84,5067204400,733407,Mon,9000,0
3652,2013-12-31,5,79,7764182585,1117359,Tue,9000,0
3653,2014-01-01,2,72,11489784000,1522687,Wed,10000,1
3654,2014-01-02,3,75,4296795500,615783,Thu,9000,0
3655,2014-01-03,0,76,4601598762,621422,Fri,10000,0
3656,2014-01-04,0,76,8724888304,1159308,Sat,10000,0
3657,2014-01-05,0,72,7709462500,1032941,Sun,10000,0
3658,2014-01-06,0,70,2667201000,383749,Mon,9000,0
3659,2014-01-07,0,81,2665407000,386047,Tue,9000,0
3660,2014-01-08,1,80,2561538600,370406,Wed,9000,0
3661,2014-01-09,18,77,3047514000,442369,Thu,9000,0
3662,2014-01-10,0,72,3536560302,479045,Fri,10000,0
3663,2014-01-11,0,75,7852233756,1047033,Sat,10000,0
3664,2014-01-12,0,71,7318038700,976055,Sun,10000,0
3665,2014-01-13,0,73,2337335000,335338,Mon,9000,0
3666,2014-01-14,0,76,2308891000,335547,Tue,9000,0
3667,2014-01-15,2,80,2219596500,322290,Wed,9000,0
3668,2014-01-16,15,78,3096196500,441617,Thu,9000,0
3669,2014-01-17,0,84,3578020656,480260,Fri,10000,0
3670,2014-01-18,0,83,8095375120,1063480,Sat,10000,0
3671,2014-01-19,0,76,7743831500,1016808,Sun,10000,0
3672,2014-01-20,0,76,2596423000,360895,Mon,9000,0
3673,2014-01-21,0,85,2845458500,397193,Tue,9000,0
3674,2014-01-22,6,77,4508492900,644159,Wed,9000,0
3675,2014-01-23,11,84,4318651900,621173,Thu,9000,0
3676,2014-01-24,0,83,5282740974,712129,Fri,10000,0
3677,2014-01-25,2,79,11049167364,1470363,Sat,10000,0
3678,2014-01-26,0,75,10610611100,1413177,Sun,10000,0
3679,2014-01-27,0,78,4271348500,597972,Mon,9000,0
3680,2014-01-28,1,83,4525627400,635415,Tue,9000,0
3681,2014-01-29,9,77,6401656500,927837,Wed,9000,0
3682,2014-01-30,1,59,10126874000,1302947,Thu,10000,1
3683,2014-01-31,0,61,11747936413,1481154,Fri,10000,1
3684,2014-02-01,0,64,14620765358,1883840,Sat,10000,1
3685,2014-02-02,1,66,12412426900,1613731,Sun,10000,0
3686,2014-02-03,0,62,4636271500,637998,Mon,9000,0
3687,2014-02-04,0,79,3457049500,477163,Tue,9000,0
3688,2014-02-05,0,70,3199596000,443141,Wed,9000,0
3689,2014-02-06,11,76,3462880500,483493,Thu,9000,0
3690,2014-02-07,0,63,4280559649,562258,Fri,10000,0
3691,2014-02-08,2,68,10381119823,1355008,Sat,10000,0
3692,2014-02-09,0,62,9738270500,1273901,Sun,10000,0
3693,2014-02-10,0,61,2642886000,363646,Mon,9000,0
3694,2014-02-11,0,72,2753088500,383908,Tue,9000,0
3695,2014-02-12,0,72,2620954000,366218,Wed,9000,0
3696,2014-02-13,18,87,3091626000,436870,Thu,9000,0
3697,2014-02-14,0,84,4537601488,592505,Fri,10000,0
3698,2014-02-15,0,75,8404569935,1092078,Sat,10000,0
3699,2014-02-16,0,73,7629069000,995348,Sun,10000,0
3700,2014-02-17,0,78,2533292000,356239,Mon,9000,0
3701,2014-02-18,0,89,2537696500,359969,Tue,9000,0
3702,2014-02-19,0,89,2333550000,331632,Wed,9000,0
3703,2014-02-20,19,95,2852759700,407421,Thu,9000,0
3704,2014-02-21,0,91,3405077242,451682,Fri,10000,0
3705,2014-02-22,1,86,6783328240,884050,Sat,10000,0
3706,2014-02-23,0,90,6502207000,851331,Sun,10000,0
3707,2014-02-24,0,87,2435147900,336481,Mon,9000,0
3708,2014-02-25,0,101,2455313900,342836,Tue,9000,0
3709,2014-02-26,0,102,2600647400,394566,Wed,9000,0
3710,2014-02-27,21,99,2876763800,406529,Thu,9000,0
3711,2014-02-28,0,95,3606698621,474539,Fri,10000,0
3712,2014-03-01,0,87,7332404569,933429,Sat,10000,1
3713,2014-03-02,0,83,5511631500,700832,Sun,10000,0
3714,2014-03-03,0,73,1466621100,201261,Mon,9000,0
3715,2014-03-04,0,82,1453427400,201728,Tue,9000,0
3716,2014-03-05,0,78,1439131900,197581,Wed,9000,0
3717,2014-03-06,17,87,2095167800,279101,Thu,9000,0
3718,2014-03-07,0,83,2741630951,335276,Fri,10000,0
3719,2014-03-08,0,87,6172770770,748577,Sat,10000,0
3720,2014-03-09,0,85,5399632400,661308,Sun,10000,0
3721,2014-03-10,0,81,1459078900,195576,Mon,9000,0
3722,2014-03-11,1,90,1256014900,170388,Tue,9000,0
3723,2014-03-12,0,89,1343466300,183721,Wed,9000,0
3724,2014-03-13,15,94,1849222200,254042,Thu,9000,0
3725,2014-03-14,1,89,2685422612,340010,Fri,10000,0
3726,2014-03-15,1,95,5412723699,686455,Sat,10000,0
3727,2014-03-16,0,86,4612709200,590703,Sun,10000,0
3728,2014-03-17,1,74,1264385000,177961,Mon,9000,0
3729,2014-03-18,0,89,1255578600,178225,Tue,9000,0
3730,2014-03-19,2,83,1216825600,171974,Wed,9000,0
3731,2014-03-20,19,87,2129824400,301498,Thu,9000,0
3732,2014-03-21,1,85,2707529564,353585,Fri,10000,0
3733,2014-03-22,0,88,5992234730,774796,Sat,10000,0
3734,2014-03-23,0,85,5093599300,659181,Sun,10000,0
3735,2014-03-24,0,87,1335172700,185413,Mon,9000,0
3736,2014-03-25,0,99,1273452200,178392,Tue,9000,0
3737,2014-03-26,1,99,2187101500,324455,Wed,9000,0
3738,2014-03-27,19,97,1913523900,259358,Thu,9000,0
3739,2014-03-28,0,102,2888272358,365745,Fri,10000,0
3740,2014-03-29,0,98,6869258745,861741,Sat,10000,0
3741,2014-03-30,0,91,5659923900,720621,Sun,10000,0
3742,2014-03-31,0,90,1528935700,211989,Mon,9000,0
3743,2014-04-01,0,88,1291239100,174705,Tue,9000,0
3744,2014-04-02,5,104,1247165400,166907,Wed,9000,0
3745,2014-04-03,11,79,1434027600,192568,Thu,9000,0
3746,2014-04-04,0,87,2122303713,264387,Fri,10000,0
3747,2014-04-05,0,91,5000701807,612629,Sat,10000,0
3748,2014-04-06,0,81,4181196000,519377,Sun,10000,0
3749,2014-04-07,0,77,1098482700,147541,Mon,9000,0
3750,2014-04-08,0,84,979053900,132983,Tue,9000,0
3751,2014-04-09,3,94,985260600,136250,Wed,9000,0
3752,2014-04-10,21,94,1644462800,231896,Thu,9000,0
3753,2014-04-11,0,99,2293022077,304011,Fri,10000,0
3754,2014-04-12,0,87,4884672041,596094,Sat,10000,0
3755,2014-04-13,0,86,4383984200,539709,Sun,10000,0
3756,2014-04-14,0,97,1112098000,157658,Mon,9000,0
3757,2014-04-15,0,90,1059771600,150849,Tue,9000,0
3758,2014-04-16,9,111,1144023100,161667,Wed,9000,0
3759,2014-04-17,23,115,1154023800,164490,Thu,9000,0
3760,2014-04-18,0,103,1603751501,218021,Fri,10000,0
3761,2014-04-19,2,96,3533853185,435657,Sat,10000,0
3762,2014-04-20,0,89,3006424000,371145,Sun,10000,0
3763,2014-04-21,0,96,916152600,130691,Mon,9000,0
3764,2014-04-22,0,98,872861100,124689,Tue,9000,0
3765,2014-04-23,5,95,2083190700,258101,Wed,9000,0
3766,2014-04-24,16,106,2019392800,253547,Thu,9000,0
3767,2014-04-25,0,86,2928411689,347222,Fri,10000,0
3768,2014-04-26,0,97,6310703977,745454,Sat,10000,0
3769,2014-04-27,0,88,6313080500,752277,Sun,10000,0
3770,2014-04-28,0,82,1520276500,194730,Mon,9000,0
3771,2014-04-29,2,96,1464112900,191916,Tue,9000,0
3772,2014-04-30,5,86,3618931900,529313,Wed,9000,0
3773,2014-05-01,13,72,5871304500,775025,Thu,9000,0
3774,2014-05-02,0,73,4947157080,626265,Fri,10000,0
3775,2014-05-03,0,76,8145018809,1008670,Sat,10000,0
3776,2014-05-04,0,69,8792452600,1079573,Sun,10000,0
3777,2014-05-05,0,68,11067558200,1380692,Mon,10000,1
3778,2014-05-06,0,72,7752951900,977693,Tue,10000,1
3779,2014-05-07,2,77,1582610600,210153,Wed,9000,0
3780,2014-05-08,9,72,1625549300,219454,Thu,9000,0
3781,2014-05-09,0,70,2543721204,322580,Fri,10000,0
3782,2014-05-10,0,78,5944330940,742491,Sat,10000,0
3783,2014-05-11,0,68,5742030800,721131,Sun,10000,0
3784,2014-05-12,0,69,1480530600,197779,Mon,9000,0
3785,2014-05-13,0,76,1330717800,179435,Tue,9000,0
3786,2014-05-14,5,84,2019425900,270416,Wed,9000,0
3787,2014-05-15,12,80,2899846900,384525,Thu,9000,0
3788,2014-05-16,0,73,3388381237,420444,Fri,10000,0
3789,2014-05-17,0,78,6646282102,807163,Sat,10000,0
3790,2014-05-18,0,70,5647611200,692503,Sun,10000,0
3791,2014-05-19,0,61,1593183300,211170,Mon,9000,0
3792,2014-05-20,0,72,1623592900,217973,Tue,9000,0
3793,2014-05-21,1,76,2037431400,266471,Wed,9000,0
3794,2014-05-22,16,74,2762776100,361156,Thu,9000,0
3795,2014-05-23,0,77,3768116024,462383,Fri,10000,0
3796,2014-05-24,1,80,7636331622,923753,Sat,10000,0
3797,2014-05-25,0,76,7417590000,902702,Sun,10000,0
3798,2014-05-26,0,73,2070277100,267941,Mon,9000,0
3799,2014-05-27,0,74,1803464000,237220,Tue,9000,0
3800,2014-05-28,3,78,1805731900,267621,Wed,9000,0
3801,2014-05-29,22,83,2399487900,319364,Thu,9000,0
3802,2014-05-30,2,79,3540992704,444790,Fri,10000,0
3803,2014-05-31,1,72,7758613927,963563,Sat,10000,0
3804,2014-06-01,0,68,6819085200,847326,Sun,10000,0
3805,2014-06-02,0,68,1901828800,251014,Mon,9000,0
3806,2014-06-03,2,75,3025899500,392455,Tue,9000,0
3807,2014-06-04,9,75,8584758800,1064136,Wed,10000,1
3808,2014-06-05,8,68,4877329000,641273,Thu,9000,0
3809,2014-06-06,0,64,9746884335,1205549,Fri,10000,1
3810,2014-06-07,0,68,8543315380,1042102,Sat,10000,0
3811,2014-06-08,0,67,7110056100,873241,Sun,10000,0
3812,2014-06-09,0,68,1995230700,259357,Mon,9000,0
3813,2014-06-10,0,72,1879902600,246273,Tue,9000,0
3814,2014-06-11,6,76,2079201000,272141,Wed,9000,0
3815,2014-06-12,14,74,2219179400,292856,Thu,9000,0
3816,2014-06-13,0,74,2965566050,368530,Fri,10000,0
3817,2014-06-14,0,72,6081191368,735027,Sat,10000,0
3818,2014-06-15,0,71,5323260300,646721,Sun,10000,0
3819,2014-06-16,0,78,1589882300,209705,Mon,9000,0
3820,2014-06-17,0,86,1538548000,203414,Tue,9000,0
3821,2014-06-18,9,91,1738058800,230846,Wed,9000,0
3822,2014-06-19,12,86,1968931200,262869,Thu,9000,0
3823,2014-06-20,0,89,2709667446,339914,Fri,10000,0
3824,2014-06-21,1,92,5640623424,686384,Sat,10000,0
3825,2014-06-22,0,81,4869582600,598263,Sun,10000,0
3826,2014-06-23,0,72,1621535300,213588,Mon,9000,0
3827,2014-06-24,0,90,1770181300,235715,Tue,9000,0
3828,2014-06-25,5,82,4414320100,596484,Wed,9000,0
3829,2014-06-26,13,84,3412169100,429790,Thu,9000,0
3830,2014-06-27,0,83,4122756519,486249,Fri,10000,0
3831,2014-06-28,1,83,8738802189,1021863,Sat,10000,0
3832,2014-06-29,0,74,7818588100,921352,Sun,10000,0
3833,2014-06-30,0,73,2465959300,314875,Mon,9000,0
3834,2014-07-01,1,73,2073428500,261663,Tue,9000,0
3835,2014-07-02,3,79,2426770200,307080,Wed,9000,0
3836,2014-07-03,12,79,3188953300,412619,Thu,9000,0
3837,2014-07-04,0,71,4323790515,530083,Fri,10000,0
3838,2014-07-05,1,78,8319056151,1003175,Sat,10000,0
3839,2014-07-06,0,81,7607810500,917192,Sun,10000,0
3840,2014-07-07,1,70,2374805400,308142,Mon,9000,0
3841,2014-07-08,2,86,2526898200,333126,Tue,9000,0
3842,2014-07-09,6,84,2759951900,367801,Wed,9000,0
3843,2014-07-10,12,83,3377634700,443590,Thu,9000,0
3844,2014-07-11,1,81,4435409619,553269,Fri,10000,0
3845,2014-07-12,2,84,9274572115,1139588,Sat,10000,0
3846,2014-07-13,0,71,8849707100,1088113,Sun,10000,0
3847,2014-07-14,0,71,2458129900,321453,Mon,9000,0
3848,2014-07-15,2,82,2373629000,314302,Tue,9000,0
3849,2014-07-16,9,90,2671770200,358606,Wed,9000,0
3850,2014-07-17,11,93,2603766900,349866,Thu,9000,0
3851,2014-07-18,0,85,3520947496,448492,Fri,10000,0
3852,2014-07-19,0,85,7364933273,912918,Sat,10000,0
3853,2014-07-20,0,82,6645417300,826117,Sun,10000,0
3854,2014-07-21,0,87,2023249400,270754,Mon,9000,0
3855,2014-07-22,0,98,1968459100,264456,Tue,9000,0
3856,2014-07-23,9,95,5482922000,732248,Wed,9000,0
3857,2014-07-24,6,79,4681729900,624077,Thu,9000,0
3858,2014-07-25,1,75,5818868672,726711,Fri,10000,0
3859,2014-07-26,0,75,11390708595,1404218,Sat,10000,0
3860,2014-07-27,0,72,10467058700,1294267,Sun,10000,0
3861,2014-07-28,0,75,4118627800,546146,Mon,9000,0
3862,2014-07-29,1,87,4007567600,534864,Tue,9000,0
3863,2014-07-30,3,80,7646069100,1099870,Wed,9000,0
3864,2014-07-31,10,72,8815173900,1182016,Thu,9000,0
3865,2014-08-01,0,62,10807003325,1351842,Fri,10000,0
3866,2014-08-02,2,56,15092289209,1875227,Sat,10000,0
3867,2014-08-03,0,59,14853602500,1844586,Sun,10000,0
3868,2014-08-04,1,60,10192345700,1346142,Mon,9000,0
3869,2014-08-05,1,67,8903946400,1183661,Tue,9000,0
3870,2014-08-06,10,65,8652118100,1154864,Wed,9000,0
3871,2014-08-07,9,58,8220870900,1099454,Thu,9000,0
3872,2014-08-08,0,57,9297162944,1173762,Fri,10000,0
3873,2014-08-09,0,63,14853056250,1865964,Sat,10000,0
3874,2014-08-10,0,53,14089706800,1769840,Sun,10000,0
3875,2014-08-11,0,54,6812422100,912357,Mon,9000,0
3876,2014-08-12,0,61,6233581200,840966,Tue,9000,0
3877,2014-08-13,12,74,6579704500,888843,Wed,9000,0
3878,2014-08-14,12,73,7570304700,1021798,Thu,9000,0
3879,2014-08-15,2,63,13890301065,1758120,Fri,10000,1
3880,2014-08-16,1,58,12818999924,1605511,Sat,10000,0
3881,2014-08-17,0,56,11780891100,1481603,Sun,10000,0
3882,2014-08-18,0,64,4912132900,658840,Mon,9000,0
3883,2014-08-19,1,71,4556580700,616494,Tue,9000,0
3884,2014-08-20,10,83,3992062800,537850,Wed,9000,0
3885,2014-08-21,13,77,3884981500,526334,Thu,9000,0
3886,2014-08-22,0,73,4475817684,568692,Fri,10000,0
3887,2014-08-23,0,78,8719803269,1094256,Sat,10000,0
3888,2014-08-24,0,72,8191554200,1027960,Sun,10000,0
3889,2014-08-25,0,75,2885956500,388528,Mon,9000,0
3890,2014-08-26,1,89,2775376900,378061,Tue,9000,0
3891,2014-08-27,6,85,2803613300,429938,Wed,9000,0
