,연도,한국,한국,한국,한국,한국,외국,외국,외국,외국,외국,전체,전체,전체,전체
,Unnamed: 0_level_1,개봉편수,상영편수,매출액,관객수,점유율,개봉편수,상영편수,매출액,관객수,점유율,개봉편수,상영편수,매출액,관객수
0,2004-01-01 00:00:00,0,4,478781500,74454,0.654,1,3,248223500,39383,0.346,1,7,727005000,113837
1,2004-01-02 00:00:00,0,4,404739500,65382,0.627,0,3,237537000,38975,0.373,0,7,642276500,104357
2,2004-01-03 00:00:00,0,4,502095000,78316,0.625,0,3,294424500,46918,0.375,0,7,796519500,125234
3,2004-01-04 00:00:00,0,4,488389000,76323,0.635,0,3,274882000,43880,0.365,0,7,763271000,120203
4,2004-01-05 00:00:00,0,4,278030000,43420,0.677,0,3,131239500,20760,0.323,0,7,409269500,64180
5,2004-01-06 00:00:00,0,4,276711000,43329,0.686,0,3,124982000,19820,0.314,0,7,401693000,63149
6,2004-01-07 00:00:00,0,4,265123000,41509,0.687,0,3,119766500,18945,0.313,0,7,384889500,60454
7,2004-01-08 00:00:00,0,3,236467500,37429,0.574,0,4,172008000,27751,0.426,0,7,408475500,65180
8,2004-01-09 00:00:00,0,3,278072500,45356,0.551,1,4,227577000,37011,0.449,1,7,505649500,82367
9,2004-01-10 00:00:00,0,3,428365500,66515,0.533,0,4,370617500,58273,0.467,0,7,798983000,124788
10,2004-01-11 00:00:00,0,4,429859500,66931,0.539,0,4,362358000,57227,0.461,0,8,792217500,124158
11,2004-01-12 00:00:00,0,4,227888500,35737,0.582,0,4,162906500,25655,0.418,0,8,390795000,61392
12,2004-01-13 00:00:00,0,3,216007000,33766,0.557,0,4,171030500,26902,0.443,0,7,387037500,60668
13,2004-01-14 00:00:00,0,5,242203500,37824,0.608,0,4,154547500,24411,0.392,0,9,396751000,62235
14,2004-01-15 00:00:00,0,6,370574500,59199,0.781,0,12,104690500,16630,0.219,0,18,475265000,75829
15,2004-01-16 00:00:00,3,5,561182500,92402,0.807,2,5,135999000,22166,0.193,5,10,697181500,114568
16,2004-01-17 00:00:00,0,4,750986000,118160,0.771,0,6,221039500,35098,0.229,0,10,972025500,153258
17,2004-01-18 00:00:00,0,4,720799500,113821,0.769,0,5,214014000,34130,0.231,0,9,934813500,147951
18,2004-01-19 00:00:00,0,4,402352000,63820,0.762,0,6,123573500,19935,0.238,0,10,525925500,83755
19,2004-01-20 00:00:00,0,4,463877500,73351,0.744,0,6,157239500,25198,0.256,0,10,621117000,98549
20,2004-01-21 00:00:00,0,4,537424000,83659,0.717,0,6,210918500,33094,0.283,0,10,748342500,116753
21,2004-01-22 00:00:00,0,4,608165000,93689,0.724,1,6,230906000,35723,0.276,1,10,839071000,129412
22,2004-01-23 00:00:00,0,4,726227500,115854,0.723,0,6,275974000,44459,0.277,0,10,1002201500,160313
23,2004-01-24 00:00:00,0,4,728967500,114382,0.713,0,6,289740000,45966,0.287,0,10,1018707500,160348
24,2004-01-25 00:00:00,0,4,632385000,99342,0.7,0,6,267600500,42531,0.3,0,10,899985500,141873
25,2004-01-26 00:00:00,0,5,305744000,48232,0.692,0,6,135029000,21430,0.308,0,11,440773000,69662
26,2004-01-27 00:00:00,0,4,285426500,45179,0.67,0,7,139286000,22253,0.33,0,11,424712500,67432
27,2004-01-28 00:00:00,0,6,267511500,42159,0.658,0,6,137341500,21947,0.342,0,12,404853000,64106
28,2004-01-29 00:00:00,0,6,270983000,43426,0.71,0,9,108360000,17704,0.29,0,15,379343000,61130
29,2004-01-30 00:00:00,2,6,331179000,55042,0.722,3,8,127812500,21162,0.278,5,14,458991500,76204
30,2004-01-31 00:00:00,0,6,562249500,88030,0.717,0,7,219284500,34692,0.283,0,13,781534000,122722
31,합계,5,133,13278767500,2096038,0.681,8,162,6150908500,980029,0.319,13,295,19429676000,3076067
32,2004-02-01 00:00:00,0,6,561188500,88114,0.723,0,8,213859500,33763,0.277,0,14,775048000,121877
33,2004-02-02 00:00:00,0,6,240780000,37989,0.688,0,8,108083500,17232,0.312,0,14,348863500,55221
34,2004-02-03 00:00:00,0,7,309016000,49239,0.783,0,8,84543500,13680,0.217,0,15,393559500,62919
35,2004-02-04 00:00:00,0,6,345700500,55339,0.839,0,9,66793000,10602,0.161,0,15,412493500,65941
36,2004-02-05 00:00:00,1,6,517358500,83914,0.906,0,7,53860500,8670,0.094,1,13,571219000,92584
37,2004-02-06 00:00:00,0,6,644098500,105722,0.909,1,8,65009000,10575,0.091,1,14,709107500,116297
38,2004-02-07 00:00:00,0,6,939844000,148204,0.893,0,8,113471500,17679,0.107,0,14,1053315500,165883
39,2004-02-08 00:00:00,0,6,943277000,149495,0.896,0,8,110544000,17351,0.104,0,14,1053821000,166846
40,2004-02-09 00:00:00,0,7,542068000,86810,0.934,0,8,39237500,6158,0.066,0,15,581305500,92968
41,2004-02-10 00:00:00,0,7,522583000,83435,0.925,0,8,43150500,6751,0.075,0,15,565733500,90186
42,2004-02-11 00:00:00,0,7,518538000,82816,0.924,0,8,43336500,6796,0.076,0,15,561874500,89612
43,2004-02-12 00:00:00,0,9,493129000,79292,0.918,0,14,44150500,7097,0.082,0,23,537279500,86389
44,2004-02-13 00:00:00,2,6,567961000,92800,0.886,7,9,73257000,11984,0.114,9,15,641218000,104784
45,2004-02-14 00:00:00,0,7,930055000,146141,0.887,0,8,120381000,18606,0.113,0,15,1050436000,164747
46,2004-02-15 00:00:00,0,6,898244500,141875,0.892,0,7,110450000,17139,0.108,0,13,1008694500,159014
47,2004-02-16 00:00:00,0,6,409876500,65753,0.877,0,8,58946000,9210,0.123,0,14,468822500,74963
48,2004-02-17 00:00:00,0,4,397132500,63481,0.866,0,8,62634500,9840,0.134,0,12,459767000,73321
49,2004-02-18 00:00:00,0,6,381204500,60787,0.852,0,9,67482500,10587,0.148,0,15,448687000,71374
50,2004-02-19 00:00:00,0,7,454570000,73508,0.887,0,8,58391500,9321,0.113,0,15,512961500,82829
51,2004-02-20 00:00:00,3,6,594338000,97422,0.888,5,8,76503000,12298,0.112,8,14,670841000,109720
52,2004-02-21 00:00:00,0,6,918881500,145066,0.894,0,6,112760500,17136,0.106,0,12,1031642000,162202
53,2004-02-22 00:00:00,0,6,932311500,147224,0.898,0,7,109623000,16726,0.102,0,13,1041934500,163950
54,2004-02-23 00:00:00,0,6,463803000,74273,0.887,0,6,60713000,9464,0.113,0,12,524516000,83737
55,2004-02-24 00:00:00,0,6,438162500,70293,0.874,0,6,65502500,10161,0.126,0,12,503665000,80454
56,2004-02-25 00:00:00,0,6,432951000,69467,0.874,0,6,64330500,10007,0.126,0,12,497281500,79474
57,2004-02-26 00:00:00,0,6,427072500,69255,0.857,0,10,72676000,11546,0.143,0,16,499748500,80801
58,2004-02-27 00:00:00,0,5,492932500,81630,0.848,9,12,90402000,14629,0.152,9,17,583334500,96259
59,2004-02-28 00:00:00,0,4,824234500,129776,0.875,0,12,120838500,18474,0.125,0,16,945073000,148250
60,2004-02-29 00:00:00,0,4,956057000,150808,0.883,0,12,130378000,19975,0.117,0,16,1086435000,170783
61,합계,6,176,17097369000,2729928,0.877,22,244,2441309000,383457,0.123,28,420,19538678000,3113385
62,2004-03-01 00:00:00,0,4,821178000,129670,0.871,0,12,125755500,19275,0.129,0,16,946933500,148945
63,2004-03-02 00:00:00,0,5,226896000,35614,0.83,0,12,47600500,7270,0.17,0,17,274496500,42884
64,2004-03-03 00:00:00,0,5,203832000,32001,0.816,0,12,47227500,7221,0.184,0,17,251059500,39222
65,2004-03-04 00:00:00,0,5,214226500,34385,0.802,0,17,53950500,8480,0.198,0,22,268177000,42865
66,2004-03-05 00:00:00,1,5,278818000,45169,0.774,3,11,82545000,13168,0.226,4,16,361363000,58337
67,2004-03-06 00:00:00,0,5,593813000,91475,0.811,0,10,140480000,21343,0.189,0,15,734293000,112818
68,2004-03-07 00:00:00,0,5,640760500,99771,0.825,0,10,137921000,21176,0.175,0,15,778681500,120947
69,2004-03-08 00:00:00,0,6,177416500,27901,0.772,0,10,53360500,8256,0.228,0,16,230777000,36157
70,2004-03-09 00:00:00,0,6,170508000,26760,0.743,0,10,60014500,9237,0.257,0,16,230522500,35997
71,2004-03-10 00:00:00,0,5,171938000,26959,0.733,0,10,63946000,9818,0.267,0,15,235884000,36777
72,2004-03-11 00:00:00,0,7,207129000,33210,0.813,0,11,49701500,7644,0.187,0,18,256830500,40854
73,2004-03-12 00:00:00,2,7,277440500,45629,0.824,2,8,60967500,9742,0.176,4,15,338408000,55371
74,2004-03-13 00:00:00,0,7,612969000,94273,0.858,0,10,104940500,15627,0.142,0,17,717909500,109900
75,2004-03-14 00:00:00,0,7,719718000,111559,0.869,0,11,112706500,16802,0.131,0,18,832424500,128361
76,2004-03-15 00:00:00,0,7,187915500,29473,0.839,0,10,37236500,5660,0.161,0,17,225152000,35133
77,2004-03-16 00:00:00,0,7,183106500,28864,0.826,0,10,39933000,6063,0.174,0,17,223039500,34927
78,2004-03-17 00:00:00,0,7,183728000,28901,0.823,0,10,40687000,6201,0.177,0,17,224415000,35102
79,2004-03-18 00:00:00,0,8,169556000,27159,0.754,0,8,56356500,8842,0.246,0,16,225912500,36001
80,2004-03-19 00:00:00,2,9,215612000,35287,0.716,4,8,86801500,14018,0.284,6,17,302413500,49305
81,2004-03-20 00:00:00,0,9,501531000,77629,0.764,0,10,159667500,23982,0.236,0,19,661198500,101611
82,2004-03-21 00:00:00,0,9,512791000,79624,0.792,0,10,139103500,20956,0.208,0,19,651894500,100580
83,2004-03-22 00:00:00,0,9,146724000,23167,0.748,0,11,50748500,7798,0.252,0,20,197472500,30965
84,2004-03-23 00:00:00,0,9,130573000,20763,0.747,0,9,45718000,7038,0.253,0,18,176291000,27801
85,2004-03-24 00:00:00,0,10,126627500,20139,0.74,0,9,46172500,7078,0.26,0,19,172800000,27217
86,2004-03-25 00:00:00,0,11,156189000,25478,0.779,1,10,46346000,7210,0.221,1,21,202535000,32688
87,2004-03-26 00:00:00,2,10,243725500,41108,0.795,3,7,66723500,10614,0.205,5,17,310449000,51722
88,2004-03-27 00:00:00,0,10,511294000,80121,0.834,1,8,106945000,15893,0.166,1,18,618239000,96014
89,2004-03-28 00:00:00,0,10,497653500,77579,0.854,0,8,89663000,13236,0.146,0,18,587316500,90815
90,2004-03-29 00:00:00,0,10,135203000,21573,0.806,0,8,33641000,5177,0.194,0,18,168844000,26750
91,2004-03-30 00:00:00,0,10,147090500,23830,0.806,0,8,37475500,5729,0.194,0,18,184566000,29559
92,2004-03-31 00:00:00,0,11,138603000,22278,0.749,0,8,48966000,7465,0.251,0,19,187569000,29743
93,합계,7,235,9504566000,1497349,0.811,14,306,2273301500,348019,0.189,21,541,11777867500,1845368
94,2004-04-01 00:00:00,1,12,166350500,27266,0.644,1,9,94766500,15061,0.356,2,21,261117000,42327
95,2004-04-02 00:00:00,1,7,260299000,43920,0.565,4,9,209216500,33876,0.435,5,16,469515500,77796
96,2004-04-03 00:00:00,0,8,488519500,77022,0.617,0,9,310992000,47843,0.383,0,17,799511500,124865
97,2004-04-04 00:00:00,0,8,581427000,91968,0.614,0,9,372211000,57900,0.386,0,17,953638000,149868
98,2004-04-05 00:00:00,0,8,566469000,90388,0.591,0,8,395730500,62572,0.409,0,16,962199500,152960
99,2004-04-06 00:00:00,0,9,160356500,26029,0.545,0,9,135657000,21697,0.455,0,18,296013500,47726
100,2004-04-07 00:00:00,0,9,161000000,26011,0.522,0,9,150809500,23791,0.478,0,18,311809500,49802
101,2004-04-08 00:00:00,0,9,148301500,24437,0.449,0,10,185078000,29936,0.551,0,19,333379500,54373
102,2004-04-09 00:00:00,1,8,222081500,39867,0.502,4,7,241531500,39571,0.498,5,15,463613000,79438
103,2004-04-10 00:00:00,0,7,434985500,71948,0.559,0,7,363245000,56780,0.441,0,14,798230500,128728
104,2004-04-11 00:00:00,0,7,424508000,69570,0.583,0,7,321463000,49719,0.417,0,14,745971000,119289
105,2004-04-12 00:00:00,0,9,258615500,42523,0.542,0,7,226908500,35925,0.458,0,16,485524000,78448
106,2004-04-13 00:00:00,0,9,263120000,43751,0.559,0,8,218798000,34505,0.441,0,17,481918000,78256
107,2004-04-14 00:00:00,0,8,394684000,65262,0.598,0,11,280375000,43964,0.403,0,19,675059000,109226
108,2004-04-15 00:00:00,1,8,925428500,148435,0.591,3,12,663958500,102592,0.409,4,20,1589387000,251027
109,2004-04-16 00:00:00,0,8,444414500,73224,0.62,1,12,282837500,44951,0.38,1,20,727252000,118175
110,2004-04-17 00:00:00,0,7,830422500,130809,0.611,0,12,543570000,83361,0.389,0,19,1373992500,214170
111,2004-04-18 00:00:00,0,7,749008000,115766,0.627,0,12,460566000,69009,0.373,0,19,1209574000,184775
112,2004-04-19 00:00:00,0,9,299588000,48097,0.631,0,12,178204500,28121,0.369,0,21,477792500,76218
113,2004-04-20 00:00:00,0,7,331853000,53162,0.637,0,12,193499000,30330,0.363,0,19,525352000,83492
114,2004-04-21 00:00:00,0,9,334938000,53997,0.651,0,13,184009000,28898,0.349,0,22,518947000,82895
115,2004-04-22 00:00:00,0,9,350722500,56452,0.642,0,14,198446000,31538,0.358,0,23,549168500,87990
116,2004-04-23 00:00:00,1,9,551084000,90396,0.708,9,12,235359500,37373,0.293,10,21,786443500,127769
117,2004-04-24 00:00:00,0,9,911036000,140948,0.693,0,12,404180000,62401,0.307,0,21,1315216000,203349
118,2004-04-25 00:00:00,0,9,856842000,130293,0.709,0,12,357538500,53504,0.291,0,21,1214380500,183797
119,2004-04-26 00:00:00,0,9,296109500,47208,0.686,0,12,138886000,21626,0.314,0,21,434995500,68834
120,2004-04-27 00:00:00,0,9,318257500,50342,0.676,0,12,153752000,24084,0.324,0,21,472009500,74426
121,2004-04-28 00:00:00,0,11,326345500,52985,0.696,0,12,145905500,23143,0.304,0,23,472251000,76128
122,2004-04-29 00:00:00,0,9,390254500,62766,0.778,0,16,112864000,17925,0.222,0,25,503118500,80691
123,2004-04-30 00:00:00,1,6,492496500,80599,0.799,7,14,128810000,20226,0.201,8,20,621306500,100825
124,합계,6,253,12939518000,2075441,0.627,29,320,7889168000,1232222,0.373,35,573,20828686000,3307663
125,2004-05-01 00:00:00,0,6,861225500,131637,0.785,0,13,236179500,36020,0.215,0,19,1097405000,167657
126,2004-05-02 00:00:00,0,6,815038500,123537,0.795,0,14,214770500,31824,0.205,0,20,1029809000,155361
127,2004-05-03 00:00:00,0,6,304814500,47827,0.791,0,14,80775500,12615,0.209,0,20,385590000,60442
128,2004-05-04 00:00:00,0,7,495511500,78280,0.832,0,10,99837000,15758,0.168,0,17,595348500,94038
129,2004-05-05 00:00:00,2,7,1323789500,202373,0.916,0,8,119446500,18660,0.084,2,15,1443236000,221033
130,2004-05-06 00:00:00,0,7,461511000,73585,0.93,0,9,34513000,5581,0.071,0,16,496024000,79166
131,2004-05-07 00:00:00,0,7,548363500,89137,0.938,1,9,37678500,5885,0.062,1,16,586042000,95022
132,2004-05-08 00:00:00,0,7,1006272500,154035,0.933,0,8,72790500,11116,0.067,0,15,1079063000,165151
133,2004-05-09 00:00:00,0,7,1093636000,165185,0.93,0,8,82094500,12458,0.07,0,15,1175730500,177643
134,2004-05-10 00:00:00,0,7,393823000,61957,0.926,0,8,32126500,4982,0.074,0,15,425949500,66939
135,2004-05-11 00:00:00,0,7,374871500,59021,0.924,0,9,31049500,4867,0.076,0,16,405921000,63888
136,2004-05-12 00:00:00,0,7,379847500,59469,0.919,0,9,32947000,5268,0.081,0,16,412794500,64737
137,2004-05-13 00:00:00,0,7,360649500,57132,0.824,0,9,78171500,12228,0.176,0,16,438821000,69360
138,2004-05-14 00:00:00,0,7,461721500,74534,0.734,3,9,173399000,27006,0.266,3,16,635120500,101540
139,2004-05-15 00:00:00,0,7,916325000,139126,0.767,0,9,285147000,42280,0.233,0,16,1201472000,181406
140,2004-05-16 00:00:00,0,7,873441500,132164,0.757,0,10,283967000,42367,0.243,0,17,1157408500,174531
141,2004-05-17 00:00:00,0,7,280344500,44815,0.713,0,9,113975000,18064,0.287,0,16,394319500,62879
142,2004-05-18 00:00:00,0,7,266933500,42139,0.712,0,11,109072500,17069,0.288,0,18,376006000,59208
143,2004-05-19 00:00:00,0,8,224638500,35536,0.551,0,13,186860000,29014,0.449,0,21,411498500,64550
144,2004-05-20 00:00:00,0,8,210031000,32846,0.379,0,10,346273000,53854,0.621,0,18,556304000,86700
145,2004-05-21 00:00:00,2,8,311499900,49667,0.359,2,7,562147200,88614,0.641,4,15,873647100,138281
146,2004-05-22 00:00:00,0,8,540143500,83740,0.381,0,8,882431000,135859,0.619,0,16,1422574500,219599
147,2004-05-23 00:00:00,0,8,509024000,77039,0.376,0,8,834969000,127949,0.624,0,16,1343993000,204988
148,2004-05-24 00:00:00,0,8,170690000,26443,0.327,0,7,349803500,54392,0.673,0,15,520493500,80835
149,2004-05-25 00:00:00,0,9,205765500,32094,0.294,0,9,493309000,77233,0.706,0,18,699074500,109327
150,2004-05-26 00:00:00,0,7,410571500,62799,0.275,3,10,1070078500,165517,0.725,3,17,1480650000,228316
151,2004-05-27 00:00:00,0,7,114586500,17896,0.243,0,9,358573500,55736,0.757,0,16,473160000,73632
152,2004-05-28 00:00:00,0,7,163641500,26403,0.242,1,10,515311100,82579,0.758,1,17,678952600,108982
153,2004-05-29 00:00:00,0,7,314365500,47604,0.245,0,10,953666000,146688,0.755,0,17,1268031500,194292
154,2004-05-30 00:00:00,0,7,296313500,44559,0.248,0,10,882302500,135131,0.752,0,17,1178616000,179690
155,2004-05-31 00:00:00,0,8,116518000,18069,0.266,0,9,318728000,49904,0.734,0,17,435246000,67973
156,합계,4,223,14805908900,2290648,0.6,10,296,9872392800,1526518,0.4,14,519,24678301700,3817166
157,2004-06-01 00:00:00,0,9,177811000,27860,0.215,0,9,643795000,101928,0.785,0,18,821606000,129788
158,2004-06-02 00:00:00,0,9,354128500,56274,0.343,0,11,667957500,107790,0.657,0,20,1022086000,164064
159,2004-06-03 00:00:00,1,7,572112500,90187,0.481,1,10,621247000,97245,0.519,2,17,1193359500,187432
160,2004-06-04 00:00:00,0,6,662952500,102160,0.433,2,10,869819000,133719,0.567,2,16,1532771500,235879
161,2004-06-05 00:00:00,0,7,1159993500,179037,0.409,0,10,1659720500,258714,0.591,0,17,2819714000,437751
162,2004-06-06 00:00:00,0,7,1061366500,164080,0.398,0,10,1596885500,248679,0.602,0,17,2658252000,412759
163,2004-06-07 00:00:00,0,7,368475000,58114,0.369,0,10,628275000,99351,0.631,0,17,996750000,157465
164,2004-06-08 00:00:00,0,8,316918000,49257,0.366,0,10,543442500,85494,0.634,0,18,860360500,134751
165,2004-06-09 00:00:00,0,8,301556500,47168,0.368,0,12,517019500,81159,0.632,0,20,818576000,128327
166,2004-06-10 00:00:00,0,9,330224500,52350,0.379,0,11,544164500,85953,0.621,0,20,874389000,138303
167,2004-06-11 00:00:00,1,9,522795500,80505,0.423,3,9,713416500,109925,0.577,4,18,1236212000,190430
168,2004-06-12 00:00:00,0,9,1026211500,159740,0.397,0,10,1554525000,243005,0.603,0,19,2580736500,402745
169,2004-06-13 00:00:00,0,9,937428500,145660,0.398,0,9,1422272000,220532,0.602,0,18,2359700500,366192
170,2004-06-14 00:00:00,0,9,297214000,46675,0.391,0,10,463401000,72741,0.609,0,19,760615000,119416
171,2004-06-15 00:00:00,0,10,264140000,41380,0.37,0,10,445647500,70411,0.63,0,20,709787500,111791
172,2004-06-16 00:00:00,0,9,260478500,40894,0.356,0,11,471121000,74077,0.644,0,20,731599500,114971
173,2004-06-17 00:00:00,1,9,346175000,54922,0.337,0,11,690151000,108214,0.663,1,20,1036326000,163136
174,2004-06-18 00:00:00,0,9,448639000,70380,0.303,4,10,1053263000,161693,0.697,4,19,1501902000,232073
175,2004-06-19 00:00:00,0,8,776229500,122034,0.29,1,10,1924759500,298280,0.71,1,18,2700989000,420314
176,2004-06-20 00:00:00,0,9,748691500,115236,0.284,0,10,1894334000,290516,0.716,0,19,2643025500,405752
177,2004-06-21 00:00:00,0,8,339935500,53640,0.309,0,10,768113500,119818,0.691,0,18,1108049000,173458
178,2004-06-22 00:00:00,0,9,305727500,48390,0.307,0,10,699123000,109321,0.693,0,19,1004850500,157711
179,2004-06-23 00:00:00,0,6,278149500,44070,0.296,0,10,667831000,104607,0.704,0,16,945980500,148677
180,2004-06-24 00:00:00,0,9,352894500,56068,0.377,0,12,591526000,92625,0.623,0,21,944420500,148693
181,2004-06-25 00:00:00,2,6,536433500,84055,0.441,4,12,698035500,106376,0.559,6,18,1234469000,190431
182,2004-06-26 00:00:00,0,6,929139500,144727,0.387,0,10,1476640500,229061,0.613,0,16,2405780000,373788
183,2004-06-27 00:00:00,0,5,867262000,133465,0.401,0,10,1303781000,199083,0.599,0,15,2171043000,332548
184,2004-06-28 00:00:00,0,5,412912500,65535,0.461,0,10,489238000,76657,0.539,0,15,902150500,142192
185,2004-06-29 00:00:00,0,8,395691500,62588,0.428,0,12,532481500,83582,0.572,0,20,928173000,146170
186,2004-06-30 00:00:00,1,5,371456500,58936,0.293,1,10,904444000,142518,0.707,2,15,1275900500,201454
187,합계,6,234,15723144000,2455387,0.368,16,309,27056430500,4213074,0.632,22,543,42779574500,6668461
188,2004-07-01 00:00:00,0,5,360140500,57361,0.307,0,10,819847500,129225,0.693,0,15,1179988000,186586
189,2004-07-02 00:00:00,0,6,474295000,73886,0.323,1,10,1012748000,154941,0.677,1,16,1487043000,228827
190,2004-07-03 00:00:00,0,5,802350500,123444,0.288,0,10,1960545500,305210,0.712,0,15,2762896000,428654
191,2004-07-04 00:00:00,0,5,735022500,112388,0.282,0,10,1843984500,285517,0.718,0,15,2579007000,397905
192,2004-07-05 00:00:00,0,5,385628000,60972,0.354,0,10,709578500,111136,0.646,0,15,1095206500,172108
193,2004-07-06 00:00:00,0,5,380163000,60459,0.37,0,10,657378000,103064,0.63,0,15,1037541000,163523
194,2004-07-07 00:00:00,0,6,393162000,62106,0.376,0,10,661406500,103290,0.625,0,16,1054568500,165396
195,2004-07-08 00:00:00,0,7,655177000,104459,0.517,0,11,617465500,97739,0.483,0,18,1272642500,202198
196,2004-07-09 00:00:00,2,6,915861500,143050,0.564,2,9,712451500,110792,0.436,4,15,1628313000,253842
197,2004-07-10 00:00:00,0,6,1570595500,246523,0.492,0,9,1581527500,254731,0.508,0,15,3152123000,501254
198,2004-07-11 00:00:00,0,7,1453690500,225336,0.507,0,9,1393092000,219024,0.493,0,16,2846782500,444360
199,2004-07-12 00:00:00,0,7,648282500,102361,0.602,0,8,431314000,67595,0.398,0,15,1079596500,169956
200,2004-07-13 00:00:00,0,6,645449000,102024,0.587,0,8,456244500,71683,0.413,0,14,1101693500,173707
201,2004-07-14 00:00:00,0,6,613944500,97114,0.571,0,10,463034500,73001,0.429,0,16,1076979000,170115
202,2004-07-15 00:00:00,0,7,656005000,104858,0.423,0,9,886297000,143017,0.577,0,16,1542302000,247875
203,2004-07-16 00:00:00,1,6,848179500,134886,0.417,1,8,1170455500,188318,0.583,2,14,2018635000,323204
204,2004-07-17 00:00:00,0,8,1479042500,231294,0.382,0,8,2322379500,373615,0.618,0,16,3801422000,604909
205,2004-07-18 00:00:00,0,7,1206335000,186379,0.385,0,8,1869507500,297911,0.615,0,15,3075842500,484290
206,2004-07-19 00:00:00,0,7,601259000,95382,0.477,0,9,647509500,104468,0.523,0,16,1248768500,199850
207,2004-07-20 00:00:00,0,9,581696500,92303,0.483,0,8,612003000,98728,0.517,0,17,1193699500,191031
208,2004-07-21 00:00:00,0,8,576464500,91689,0.481,0,9,608215000,98900,0.519,0,17,1184679500,190589
209,2004-07-22 00:00:00,2,8,814208000,132556,0.542,1,9,694062000,111944,0.458,3,17,1508270000,244500
210,2004-07-23 00:00:00,1,9,1225509500,199751,0.586,1,9,898585000,141321,0.414,2,18,2124094500,341072
211,2004-07-24 00:00:00,1,9,1659180500,264081,0.511,0,10,1610861000,252456,0.489,1,19,3270041500,516537
212,2004-07-25 00:00:00,0,9,1566832500,247939,0.503,0,9,1557769500,245119,0.497,0,18,3124602000,493058
213,2004-07-26 00:00:00,0,9,892726500,144302,0.561,0,9,705531500,112918,0.439,0,18,1598258000,257220
214,2004-07-27 00:00:00,0,10,868246000,140386,0.552,0,9,708460500,113778,0.448,0,19,1576706500,254164
215,2004-07-28 00:00:00,0,11,822794500,133068,0.52,0,11,763724000,122596,0.48,0,22,1586518500,255664
216,2004-07-29 00:00:00,0,10,882964000,143405,0.473,0,9,1000021500,159946,0.527,0,19,1882985500,303351
217,2004-07-30 00:00:00,2,7,1053011000,169024,0.46,3,9,1261086000,198775,0.54,5,16,2314097000,367799
218,2004-07-31 00:00:00,0,7,1446115500,227377,0.439,0,10,1870018000,290614,0.561,0,17,3316133500,517991
219,합계,9,223,27214332000,4310163,0.456,9,287,32507104000,5141372,0.544,18,510,59721436000,9451535
220,2004-08-01 00:00:00,0,7,1374210000,214934,0.425,0,10,1873786500,290490,0.575,0,17,3247996500,505424
221,2004-08-02 00:00:00,0,8,986276500,157789,0.438,0,11,1276104000,202856,0.562,0,19,2262380500,360645
222,2004-08-03 00:00:00,0,8,950044500,151312,0.434,0,11,1245135500,197630,0.566,0,19,2195180000,348942
223,2004-08-04 00:00:00,0,10,808287000,129965,0.425,0,12,1096932500,175515,0.575,0,22,1905219500,305480
224,2004-08-05 00:00:00,2,11,1311526000,210694,0.643,0,10,733468000,116908,0.357,2,21,2044994000,327602
225,2004-08-06 00:00:00,2,11,1604154500,255415,0.669,5,11,808033000,126463,0.331,7,22,2412187500,381878
226,2004-08-07 00:00:00,0,11,1939262000,304565,0.639,0,11,1100975500,172246,0.361,0,22,3040237500,476811
227,2004-08-08 00:00:00,0,11,1920961500,298478,0.633,0,11,1112965000,173273,0.367,0,22,3033926500,471751
228,2004-08-09 00:00:00,0,11,1084705000,172435,0.652,0,12,580630000,91934,0.348,0,23,1665335000,264369
229,2004-08-10 00:00:00,0,11,1080447500,171673,0.639,0,13,612393000,97005,0.361,0,24,1692840500,268678
230,2004-08-11 00:00:00,0,14,1052934000,166875,0.65,0,13,566807500,89779,0.35,0,27,1619741500,256654
231,2004-08-12 00:00:00,1,12,1364918500,219366,0.745,0,13,472547000,75107,0.255,1,25,1837465500,294473
232,2004-08-13 00:00:00,1,12,1571523500,249213,0.731,2,10,592178000,91854,0.269,3,22,2163701500,341067
233,2004-08-14 00:00:00,0,13,2336669000,364320,0.715,0,11,938851000,145113,0.285,0,24,3275520000,509433
234,2004-08-15 00:00:00,0,12,2155930000,334786,0.72,0,11,847602500,130113,0.28,0,23,3003532500,464899
235,2004-08-16 00:00:00,0,12,1223247500,194231,0.776,0,11,354319000,56167,0.224,0,23,1577566500,250398
236,2004-08-17 00:00:00,0,12,1195458000,189821,0.772,0,12,353417000,55906,0.228,0,24,1548875000,245727
237,2004-08-18 00:00:00,0,13,1060391500,167606,0.769,0,14,320465000,50423,0.231,0,27,1380856500,218029
238,2004-08-19 00:00:00,0,13,1136277000,182491,0.708,2,15,471111500,75130,0.292,2,28,1607388500,257621
239,2004-08-20 00:00:00,2,13,1342641000,214815,0.703,5,15,579769500,90857,0.297,7,28,1922410500,305672
240,2004-08-21 00:00:00,0,13,2012690500,313783,0.669,0,15,1004807500,155536,0.331,0,28,3017498000,469319
241,2004-08-22 00:00:00,0,14,1888180000,291501,0.666,0,14,953037500,145992,0.334,0,28,2841217500,437493
242,2004-08-23 00:00:00,0,14,949422000,150727,0.718,0,14,373426500,59199,0.282,0,28,1322848500,209926
243,2004-08-24 00:00:00,0,15,872671000,138261,0.703,0,13,367321000,58494,0.297,0,28,1239992000,196755
244,2004-08-25 00:00:00,0,14,797341000,126220,0.705,0,14,332683500,52690,0.295,0,28,1130024500,178910
