,연도,한국,한국,한국,한국,한국,외국,외국,외국,외국,외국,전체,전체,전체,전체
,Unnamed: 0_level_1,개봉편수,상영편수,매출액,관객수,점유율,개봉편수,상영편수,매출액,관객수,점유율,개봉편수,상영편수,매출액,관객수
1704,2008-07-08 00:00:00,0,12,528035500,83120,0.277,0,38,1390724500,216471,0.723,0,50,1918760000,299591
1705,2008-07-09 00:00:00,0,10,485137500,76923,0.28,0,39,1278640000,197867,0.72,0,49,1763777500,274790
1706,2008-07-10 00:00:00,1,17,415396500,66391,0.191,6,37,1779251000,281407,0.809,7,54,2194647500,347798
1707,2008-07-11 00:00:00,1,16,554135000,86114,0.206,0,34,2206599000,331838,0.794,1,50,2760734000,417952
1708,2008-07-12 00:00:00,0,18,1298258000,201560,0.196,0,36,5385524500,829118,0.804,0,54,6683782500,1030678
1709,2008-07-13 00:00:00,0,15,1165984500,176027,0.197,0,38,4745207000,716175,0.803,0,53,5911191500,892202
1710,2008-07-14 00:00:00,0,15,413475000,65146,0.261,0,33,1196059500,184837,0.739,0,48,1609534500,249983
1711,2008-07-15 00:00:00,0,17,395133500,63845,0.257,0,42,1186042500,184718,0.743,0,59,1581176000,248563
1712,2008-07-16 00:00:00,0,17,832945500,129891,0.461,0,38,971834500,152092,0.539,0,55,1804780000,281983
1713,2008-07-17 00:00:00,1,12,2589554000,410716,0.775,3,34,751758500,118976,0.225,4,46,3341312500,529692
1714,2008-07-18 00:00:00,0,13,2647389000,401922,0.751,0,35,878950000,133580,0.249,0,48,3526339000,535502
1715,2008-07-19 00:00:00,0,12,4686061000,710081,0.662,0,38,2365999500,362729,0.338,0,50,7052060500,1072810
1716,2008-07-20 00:00:00,0,11,4462489000,669750,0.623,0,39,2598082500,404520,0.377,0,50,7060571500,1074270
1717,2008-07-21 00:00:00,0,13,1732049000,270763,0.716,0,35,673215000,107256,0.284,0,48,2405264000,378019
1718,2008-07-22 00:00:00,0,11,1562550500,244160,0.688,0,39,692020000,110886,0.312,0,50,2254570500,355046
1719,2008-07-23 00:00:00,0,10,1760123500,274210,0.775,0,34,486920500,79511,0.225,0,44,2247044000,353721
1720,2008-07-24 00:00:00,1,9,1977169500,311374,0.794,3,38,499294000,80924,0.206,4,47,2476463500,392298
1721,2008-07-25 00:00:00,0,9,2422739500,361102,0.784,0,45,629620000,99611,0.216,0,54,3052359500,460713
1722,2008-07-26 00:00:00,0,14,4998045500,747705,0.751,0,48,1573810000,247961,0.249,0,62,6571855500,995666
1723,2008-07-27 00:00:00,0,9,4540312000,677081,0.747,0,49,1462955000,228852,0.253,0,58,6003267000,905933
1724,2008-07-28 00:00:00,0,17,1816515000,281462,0.742,0,45,606807500,98069,0.258,0,62,2423322500,379531
1725,2008-07-29 00:00:00,0,18,1944916000,301801,0.758,0,50,579790500,96356,0.242,0,68,2524706500,398157
1726,2008-07-30 00:00:00,0,16,1802439500,280911,0.444,1,43,2207386000,352100,0.556,1,59,4009825500,633011
1727,2008-07-31 00:00:00,1,13,2258669500,358681,0.46,3,45,2611201000,421031,0.54,4,58,4869870500,779712
1728,합계,5,386,53299314600,8174190,0.48,24,1210,57358667000,8859304,0.52,29,1596,110657981600,17033494
1729,2008-08-01 00:00:00,0,10,2691048000,406188,0.47,0,40,2930690000,458072,0.53,0,50,5621738000,864260
1730,2008-08-02 00:00:00,0,8,3837013000,575486,0.464,0,47,4293417300,666123,0.537,0,55,8130430300,1241609
1731,2008-08-03 00:00:00,0,10,3513024500,523283,0.475,0,49,3749666500,578347,0.525,0,59,7262691000,1101630
1732,2008-08-04 00:00:00,0,14,1966430000,306528,0.538,0,47,1651705000,262886,0.462,0,61,3618135000,569414
1733,2008-08-05 00:00:00,0,14,1609950500,253099,0.476,0,45,1764676100,278299,0.524,0,59,3374626600,531398
1734,2008-08-06 00:00:00,0,16,1544286000,244579,0.405,2,44,2275388500,358951,0.595,2,60,3819674500,603530
1735,2008-08-07 00:00:00,2,15,1444980500,230159,0.402,1,36,2124369000,342047,0.598,3,51,3569349500,572206
1736,2008-08-08 00:00:00,0,10,1540152500,236292,0.392,0,30,2416137500,366972,0.608,0,40,3956290000,603264
1737,2008-08-09 00:00:00,0,11,2692549500,414698,0.367,0,37,4654273500,716790,0.633,0,48,7346823000,1131488
1738,2008-08-10 00:00:00,0,11,2256718000,344377,0.363,0,35,3955531500,605603,0.637,0,46,6212249500,949980
1739,2008-08-11 00:00:00,0,19,1085553500,171896,0.425,0,33,1477217000,232168,0.575,0,52,2562770500,404064
1740,2008-08-12 00:00:00,0,19,1085114000,171870,0.416,0,37,1532972000,241731,0.584,0,56,2618086000,413601
1741,2008-08-13 00:00:00,0,18,1143817000,187134,0.464,1,35,1377500500,216108,0.536,1,53,2521317500,403242
1742,2008-08-14 00:00:00,3,16,1451976500,236898,0.476,2,32,1643867000,260796,0.524,5,48,3095843500,497694
1743,2008-08-15 00:00:00,0,14,2639879600,404528,0.414,0,28,3740530200,572543,0.586,0,42,6380409800,977071
1744,2008-08-16 00:00:00,0,16,2546260000,387956,0.424,0,28,3466346600,527813,0.576,0,44,6012606600,915769
1745,2008-08-17 00:00:00,0,12,2270014500,343089,0.427,0,30,3038661500,461346,0.574,0,42,5308676000,804435
1746,2008-08-18 00:00:00,0,15,1019539000,160564,0.483,0,25,1100562000,171948,0.517,0,40,2120101000,332512
1747,2008-08-19 00:00:00,0,15,950618500,151423,0.478,0,31,1041439200,165639,0.522,0,46,1992057700,317062
1748,2008-08-20 00:00:00,0,14,831787500,131881,0.472,0,32,933555500,147351,0.528,0,46,1765343000,279232
1749,2008-08-21 00:00:00,1,15,600639000,99411,0.352,6,42,1157231000,183367,0.648,7,57,1757870000,282778
1750,2008-08-22 00:00:00,1,14,608639500,92301,0.308,0,41,1382786500,207810,0.692,1,55,1991426000,300111
1751,2008-08-23 00:00:00,0,14,1292446000,200212,0.313,0,44,2855243500,439219,0.687,0,58,4147689500,639431
1752,2008-08-24 00:00:00,0,17,1252432000,188090,0.31,0,43,2790745500,418650,0.69,0,60,4043177500,606740
1753,2008-08-25 00:00:00,0,16,415694500,64624,0.333,0,39,832086500,129456,0.667,0,55,1247781000,194080
1754,2008-08-26 00:00:00,0,17,394714500,61841,0.319,0,40,842367500,131812,0.681,0,57,1237082000,193653
1755,2008-08-27 00:00:00,0,15,356540000,55965,0.316,0,43,768728500,120983,0.684,0,58,1125268500,176948
1756,2008-08-28 00:00:00,2,16,393617000,62138,0.332,6,48,775462500,125223,0.668,8,64,1169079500,187361
1757,2008-08-29 00:00:00,0,12,450968500,68683,0.34,0,47,903948000,133354,0.66,0,59,1354916500,202037
1758,2008-08-30 00:00:00,0,13,1480487000,223052,0.403,0,50,2184205000,330667,0.597,0,63,3664692000,553719
1759,2008-08-31 00:00:00,0,15,1463296000,217090,0.418,0,47,2012482000,302538,0.582,0,62,3475778000,519628
1760,합계,9,441,46830186600,7215335,0.415,18,1205,65673792900,10154612,0.585,27,1646,112503979500,17369947
1761,2008-09-01 00:00:00,0,16,285601100,44967,0.367,0,44,501301000,77621,0.633,0,60,786902100,122588
1762,2008-09-02 00:00:00,0,18,265821500,41777,0.366,0,46,464457000,72220,0.634,0,64,730278500,113997
1763,2008-09-03 00:00:00,0,20,391797500,59843,0.41,1,40,558758500,86099,0.59,1,60,950556000,145942
1764,2008-09-04 00:00:00,2,15,687183700,112975,0.492,3,38,743519000,116529,0.508,5,53,1430702700,229504
1765,2008-09-05 00:00:00,0,16,765752500,115161,0.441,0,34,991676500,146043,0.559,0,50,1757429000,261204
1766,2008-09-06 00:00:00,0,15,1981477600,303898,0.446,0,33,2529196500,378011,0.554,0,48,4510674100,681909
1767,2008-09-07 00:00:00,0,15,1882371400,283419,0.446,0,38,2334004000,351696,0.554,0,53,4216375400,635115
1768,2008-09-08 00:00:00,0,15,454627900,71087,0.441,0,41,571585000,90186,0.559,0,56,1026212900,161273
1769,2008-09-09 00:00:00,0,17,443002100,69175,0.402,0,37,636149500,103015,0.598,0,54,1079151600,172190
1770,2008-09-10 00:00:00,0,18,506619800,78725,0.471,0,44,564461000,88384,0.529,0,62,1071080800,167109
1771,2008-09-11 00:00:00,2,12,725154500,112421,0.486,5,42,726813000,118819,0.514,7,54,1451967500,231240
1772,2008-09-12 00:00:00,0,14,1621839500,244632,0.508,0,41,1550974000,237367,0.492,0,55,3172813500,481999
1773,2008-09-13 00:00:00,0,12,2521176000,375958,0.553,0,38,2017796000,304187,0.447,0,50,4538972000,680145
1774,2008-09-14 00:00:00,0,13,3552550000,521887,0.59,0,34,2497310500,363223,0.41,0,47,6049860500,885110
1775,2008-09-15 00:00:00,0,12,4312360000,646236,0.575,0,36,3196643500,477971,0.425,0,48,7509003500,1124207
1776,2008-09-16 00:00:00,0,13,1960865000,313042,0.573,0,42,1426440500,233604,0.427,0,55,3387305500,546646
1777,2008-09-17 00:00:00,0,16,782763000,122202,0.576,0,40,563789500,89798,0.424,0,56,1346552500,212000
1778,2008-09-18 00:00:00,3,19,673929500,109725,0.498,4,29,670300000,110761,0.502,7,48,1344229500,220486
1779,2008-09-19 00:00:00,0,14,835965500,125261,0.509,0,29,805713500,120835,0.491,0,43,1641679000,246096
1780,2008-09-20 00:00:00,0,19,2381113000,370520,0.551,0,30,2014505600,302543,0.45,0,49,4395618600,673063
1781,2008-09-21 00:00:00,0,19,2219081500,333502,0.563,0,32,1747049500,259247,0.437,0,51,3966131000,592749
1782,2008-09-22 00:00:00,0,17,520495000,80803,0.522,0,29,465267000,73988,0.478,0,46,985762000,154791
1783,2008-09-23 00:00:00,0,20,512407100,80434,0.5,0,32,496819000,80430,0.5,0,52,1009226100,160864
1784,2008-09-24 00:00:00,0,24,517112500,81079,0.507,0,34,496987000,78904,0.493,0,58,1014099500,159983
1785,2008-09-25 00:00:00,3,23,874632000,141105,0.625,4,36,526259000,84652,0.375,7,59,1400891000,225757
1786,2008-09-26 00:00:00,0,16,1063660500,158666,0.599,0,33,704060000,106230,0.401,0,49,1767720500,264896
1787,2008-09-27 00:00:00,0,20,2136212000,315787,0.558,0,35,1642129500,249684,0.442,0,55,3778341500,565471
1788,2008-09-28 00:00:00,0,21,1987211000,289477,0.575,0,36,1433354000,214090,0.425,0,57,3420565000,503567
1789,2008-09-29 00:00:00,0,21,617120500,96710,0.604,0,34,394974000,63297,0.396,0,55,1012094500,160007
1790,2008-09-30 00:00:00,0,17,607246500,94818,0.574,0,34,437867500,70414,0.426,0,51,1045114000,165232
1791,합계,10,507,38087149700,5795292,0.529,17,1091,33710160600,5149848,0.471,27,1598,71797310300,10945140
1792,2008-10-01 00:00:00,0,20,674091000,106921,0.621,0,30,399781000,65338,0.379,0,50,1073872000,172259
1793,2008-10-02 00:00:00,1,15,1105219000,178832,0.657,3,38,575737000,93170,0.343,4,53,1680956000,272002
1794,2008-10-03 00:00:00,1,13,2359658500,344814,0.61,0,38,1456304500,220397,0.39,1,51,3815963000,565211
1795,2008-10-04 00:00:00,0,14,2109611500,314021,0.627,0,39,1234112000,186926,0.373,0,53,3343723500,500947
1796,2008-10-05 00:00:00,0,16,1834175000,265907,0.623,0,39,1078298000,161107,0.377,0,55,2912473000,427014
1797,2008-10-06 00:00:00,0,17,595648500,95233,0.62,0,40,360038000,58492,0.381,0,57,955686500,153725
1798,2008-10-07 00:00:00,0,15,576869500,92174,0.595,0,47,383319500,62792,0.405,0,62,960189000,154966
1799,2008-10-08 00:00:00,0,15,602958500,97366,0.602,0,45,395661500,64298,0.398,0,60,998620000,161664
1800,2008-10-09 00:00:00,1,22,481039000,78331,0.364,3,37,823796500,137040,0.636,4,59,1304835500,215371
1801,2008-10-10 00:00:00,0,23,645177000,99862,0.354,0,34,1179719000,182476,0.646,0,57,1824896000,282338
1802,2008-10-11 00:00:00,0,20,1211683500,181350,0.326,0,33,2461821500,375236,0.674,0,53,3673505000,556586
1803,2008-10-12 00:00:00,0,22,1029933500,151194,0.327,0,35,2076976000,310618,0.673,0,57,3106909500,461812
1804,2008-10-13 00:00:00,0,25,343653500,55632,0.35,0,32,645950000,103453,0.65,0,57,989603500,159085
1805,2008-10-14 00:00:00,0,23,330757100,53962,0.354,0,34,608421500,98294,0.646,0,57,939178600,152256
1806,2008-10-15 00:00:00,0,25,312493000,50738,0.339,0,41,606588500,98799,0.661,0,66,919081500,149537
1807,2008-10-16 00:00:00,4,18,460868000,78884,0.378,5,31,787977500,129962,0.622,9,49,1248845500,208846
1808,2008-10-17 00:00:00,0,17,509983000,76864,0.334,0,33,1003043000,153317,0.666,0,50,1513026000,230181
1809,2008-10-18 00:00:00,0,21,988869500,146963,0.281,0,34,2400864000,375740,0.719,0,55,3389733500,522703
1810,2008-10-19 00:00:00,0,19,826967000,119235,0.287,0,36,1988000000,295934,0.713,0,55,2814967000,415169
1811,2008-10-20 00:00:00,0,16,286255500,45869,0.33,0,32,583137500,93312,0.67,0,48,869393000,139181
1812,2008-10-21 00:00:00,0,20,300496000,48588,0.327,0,36,617277500,100196,0.673,0,56,917773500,148784
1813,2008-10-22 00:00:00,0,19,325781000,52326,0.315,0,36,706774000,113990,0.685,0,55,1032555000,166316
1814,2008-10-23 00:00:00,5,21,763012500,123526,0.509,6,50,737418500,119382,0.491,11,71,1500431000,242908
1815,2008-10-24 00:00:00,0,18,918014000,135457,0.451,0,48,1042060000,164576,0.549,0,66,1960074000,300033
1816,2008-10-25 00:00:00,0,22,1619481000,232643,0.416,0,47,2153200000,326431,0.584,0,69,3772681000,559074
1817,2008-10-26 00:00:00,0,22,1364613000,194428,0.413,0,47,1855247500,276803,0.587,0,69,3219860500,471231
1818,2008-10-27 00:00:00,0,20,517452000,82025,0.473,0,39,537341000,91225,0.527,0,59,1054793000,173250
1819,2008-10-28 00:00:00,0,22,547743500,87368,0.492,0,45,554232500,90242,0.508,0,67,1101976000,177610
1820,2008-10-29 00:00:00,0,22,517458500,82034,0.483,1,45,546904700,87919,0.517,1,67,1064363200,169953
1821,2008-10-30 00:00:00,2,20,467164500,74850,0.383,7,45,715978000,120578,0.617,9,65,1183142500,195428
1822,2008-10-31 00:00:00,0,20,626619000,92406,0.386,0,40,968449000,146779,0.614,0,60,1595068000,239185
1823,합계,14,602,25253746100,3839803,0.439,25,1206,31484429200,4904822,0.561,39,1808,56738175300,8744625
1824,2008-11-01 00:00:00,0,18,1105273500,158325,0.318,0,39,2205628000,338908,0.682,0,57,3310901500,497233
1825,2008-11-02 00:00:00,0,19,910920500,128646,0.307,0,42,1955621000,289883,0.693,0,61,2866541500,418529
1826,2008-11-03 00:00:00,0,19,360786000,57688,0.402,0,43,531888500,85791,0.598,0,62,892674500,143479
1827,2008-11-04 00:00:00,0,20,366490000,58716,0.408,0,45,524298500,85169,0.592,0,65,890788500,143885
1828,2008-11-05 00:00:00,0,21,277489000,44418,0.226,1,46,947602000,152451,0.774,1,67,1225091000,196869
1829,2008-11-06 00:00:00,4,24,304476000,49159,0.239,3,38,949092600,156273,0.761,7,62,1253568600,205432
1830,2008-11-07 00:00:00,0,22,387656000,57089,0.236,0,36,1237221500,184779,0.764,0,58,1624877500,241868
1831,2008-11-08 00:00:00,0,24,840676500,120939,0.216,0,34,2924894500,439057,0.784,0,58,3765571000,559996
1832,2008-11-09 00:00:00,0,26,746414500,106150,0.23,0,35,2400060000,354717,0.77,0,61,3146474500,460867
1833,2008-11-10 00:00:00,0,24,242379500,38862,0.254,0,35,700555000,114354,0.746,0,59,942934500,153216
1834,2008-11-11 00:00:00,0,23,292362000,47381,0.284,0,38,749494500,119496,0.716,0,61,1041856500,166877
1835,2008-11-12 00:00:00,0,28,247605000,39657,0.241,0,39,773444000,124592,0.759,0,67,1021049000,164249
1836,2008-11-13 00:00:00,3,22,1463223500,245823,0.713,3,32,598480000,99171,0.287,6,54,2061703500,344994
1837,2008-11-14 00:00:00,0,28,1432367000,214840,0.68,0,38,666478000,101053,0.32,0,66,2098845000,315893
1838,2008-11-15 00:00:00,0,18,2593781000,390722,0.589,0,36,1722420000,272926,0.411,0,54,4316201000,663648
1839,2008-11-16 00:00:00,0,18,2132418500,314926,0.598,0,38,1422979500,211806,0.402,0,56,3555398000,526732
1840,2008-11-17 00:00:00,0,20,807424000,128220,0.659,0,33,407352500,66397,0.341,0,53,1214776500,194617
1841,2008-11-18 00:00:00,0,27,859927000,136941,0.67,0,39,409864000,67578,0.33,0,66,1269791000,204519
1842,2008-11-19 00:00:00,0,23,847098500,133109,0.663,0,36,411623000,67627,0.337,0,59,1258721500,200736
1843,2008-11-20 00:00:00,1,20,733404500,115328,0.47,7,36,781380500,129998,0.53,8,56,1514785000,245326
1844,2008-11-21 00:00:00,0,19,1031285500,154082,0.54,0,39,871370000,131037,0.46,0,58,1902655500,285119
1845,2008-11-22 00:00:00,0,16,1931039000,287582,0.502,0,42,1914037500,285336,0.498,0,58,3845076500,572918
1846,2008-11-23 00:00:00,0,19,1571300000,229090,0.48,0,42,1685881500,248355,0.52,0,61,3257181500,477445
1847,2008-11-24 00:00:00,0,20,599809600,96740,0.507,0,35,576097500,94249,0.493,0,55,1175907100,190989
1848,2008-11-25 00:00:00,0,20,628153000,103040,0.528,0,42,557645500,92081,0.472,0,62,1185798500,195121
1849,2008-11-26 00:00:00,0,21,626015500,101269,0.518,0,48,570196000,94059,0.482,0,69,1196211500,195328
1850,2008-11-27 00:00:00,3,23,964781000,161665,0.659,5,51,501491000,83765,0.341,8,74,1466272000,245430
1851,2008-11-28 00:00:00,0,20,1099858000,167739,0.648,0,58,599385000,91226,0.352,0,78,1699243000,258965
1852,2008-11-29 00:00:00,0,17,2350867000,354532,0.647,0,52,1269206500,193760,0.353,0,69,3620073500,548292
1853,2008-11-30 00:00:00,0,21,1975468500,290666,0.64,0,50,1112180750,163350,0.36,0,71,3087649250,454016
1854,합계,11,640,29730749600,4533344,0.479,19,1217,31977868850,4939244,0.521,30,1857,61708618450,9472588
1855,2008-12-01 00:00:00,0,27,588953200,94739,0.637,0,44,330095000,53878,0.363,0,71,919048200,148617
1856,2008-12-02 00:00:00,0,28,607679500,98950,0.629,0,49,358216500,58386,0.371,0,77,965896000,157336
1857,2008-12-03 00:00:00,2,24,794722500,126679,0.741,1,48,273001500,44387,0.259,3,72,1067724000,171066
1858,2008-12-04 00:00:00,1,27,917012000,148172,0.724,2,47,326643000,56462,0.276,3,74,1243655000,204634
1859,2008-12-05 00:00:00,0,18,1192672500,180921,0.783,0,38,333916250,50227,0.217,0,56,1526588750,231148
1860,2008-12-06 00:00:00,0,18,2773199500,414878,0.799,0,39,714397500,104482,0.201,0,57,3487597000,519360
1861,2008-12-07 00:00:00,0,18,2458674700,357998,0.789,0,39,667009250,95672,0.211,0,57,3125683950,453670
1862,2008-12-08 00:00:00,0,22,849558000,136330,0.802,0,48,208807000,33584,0.198,0,70,1058365000,169914
1863,2008-12-09 00:00:00,0,20,908416500,145576,0.795,0,48,236142500,37475,0.205,0,68,1144559000,183051
1864,2008-12-10 00:00:00,0,22,676423500,106188,0.503,3,47,672672500,104814,0.497,3,69,1349096000,211002
1865,2008-12-11 00:00:00,1,20,748155500,118529,0.426,2,42,970913500,159461,0.574,3,62,1719069000,277990
1866,2008-12-12 00:00:00,0,19,1058341000,160328,0.465,0,39,1213639000,184510,0.535,0,58,2271980000,344838
1867,2008-12-13 00:00:00,0,18,2263493500,342559,0.476,0,43,2505178000,377734,0.524,0,61,4768671500,720293
1868,2008-12-14 00:00:00,0,17,2025176000,298716,0.478,0,42,2203266000,326316,0.522,0,59,4228442000,625032
1869,2008-12-15 00:00:00,0,14,760525000,118322,0.519,0,44,695107500,109806,0.481,0,58,1455632500,228128
1870,2008-12-16 00:00:00,0,17,867189000,135974,0.525,0,43,762225500,123078,0.475,0,60,1629414500,259052
1871,2008-12-17 00:00:00,0,19,756884500,118844,0.43,3,40,994249000,157344,0.57,3,59,1751133500,276188
1872,2008-12-18 00:00:00,1,17,863917000,141213,0.421,1,36,1217974500,193981,0.579,2,53,2081891500,335194
1873,2008-12-19 00:00:00,0,17,995430000,151711,0.404,0,38,1460286300,223813,0.596,0,55,2455716300,375524
1874,2008-12-20 00:00:00,0,17,2125051500,320585,0.37,0,37,3593373800,545127,0.63,0,54,5718425300,865712
1875,2008-12-21 00:00:00,0,16,1991447500,295027,0.346,0,37,3664752200,558009,0.654,0,53,5656199700,853036
1876,2008-12-22 00:00:00,0,18,735192500,116017,0.427,0,40,972879600,155602,0.573,0,58,1708072100,271619
1877,2008-12-23 00:00:00,0,19,719350500,114954,0.368,0,42,1214138200,197174,0.632,0,61,1933488700,312128
1878,2008-12-24 00:00:00,1,12,1835363000,285599,0.354,7,38,3340232500,521968,0.646,8,50,5175595500,807567
1879,2008-12-25 00:00:00,0,15,3256110000,494967,0.304,0,39,7380477800,1133107,0.696,0,54,10636587800,1628074
1880,2008-12-26 00:00:00,1,17,1165041500,174086,0.374,0,37,1910124900,291801,0.626,1,54,3075166400,465887
1881,2008-12-27 00:00:00,0,14,2048302000,307155,0.361,0,37,3570773200,544421,0.639,0,51,5619075200,851576
1882,2008-12-28 00:00:00,0,16,1816007000,267882,0.362,0,37,3136639000,472529,0.638,0,53,4952646000,740411
1883,2008-12-29 00:00:00,0,13,792918500,123423,0.394,0,39,1197913000,189785,0.606,0,52,1990831500,313208
1884,2008-12-30 00:00:00,1,15,1879811500,291552,0.65,0,38,982137500,157254,0.35,1,53,2861949000,448806
1885,2008-12-31 00:00:00,1,16,2723059500,420345,0.617,2,37,1653202500,260770,0.383,3,53,4376262000,681115
1886,합계,9,570,43194078400,6608219,0.468,21,1272,48760384500,7522957,0.532,30,1842,91954462900,14131176
1887,2009-01-01 00:00:00,0,13,3942849000,570250,0.538,0,40,3277711000,490324,0.462,0,53,7220560000,1060574
1888,2009-01-02 00:00:00,0,13,2346998500,341936,0.587,0,37,1584921500,240399,0.413,0,50,3931920000,582335
1889,2009-01-03 00:00:00,0,14,3486186000,511307,0.583,0,38,2396007000,365712,0.417,0,52,5882193000,877019
1890,2009-01-04 00:00:00,0,14,2868351500,416770,0.582,0,37,1986251000,299232,0.418,0,51,4854602500,716002
1891,2009-01-05 00:00:00,0,14,1141582500,175102,0.667,0,39,550218500,87472,0.333,0,53,1691801000,262574
1892,2009-01-06 00:00:00,0,12,1150835000,177363,0.652,0,40,592884500,94717,0.348,0,52,1743719500,272080
1893,2009-01-07 00:00:00,0,14,1123698500,173030,0.65,0,42,584759500,93222,0.35,0,56,1708458000,266252
1894,2009-01-08 00:00:00,0,11,1015482000,156777,0.456,6,39,1141878500,186928,0.544,6,50,2157360500,343705
1895,2009-01-09 00:00:00,0,10,1277618500,187152,0.499,0,40,1233195500,188275,0.502,0,50,2510814000,375427
1896,2009-01-10 00:00:00,0,11,2778816000,407106,0.448,0,39,3278696500,501034,0.552,0,50,6057512500,908140
1897,2009-01-11 00:00:00,0,12,2342110500,342363,0.432,0,37,2959154000,450659,0.568,0,49,5301264500,793022
1898,2009-01-12 00:00:00,0,12,818897500,126864,0.529,0,41,713926000,113067,0.471,0,53,1532823500,239931
1899,2009-01-13 00:00:00,0,10,844679000,131004,0.514,0,43,775531500,123833,0.486,0,53,1620210500,254837
1900,2009-01-14 00:00:00,0,12,817657000,126993,0.514,0,44,754481000,120260,0.486,0,56,1572138000,247253
1901,2009-01-15 00:00:00,1,7,818869000,127495,0.501,4,47,762935500,126764,0.499,5,54,1581804500,254259
1902,2009-01-16 00:00:00,0,6,1055125500,155157,0.525,0,42,916933500,140379,0.475,0,48,1972059000,295536
1903,2009-01-17 00:00:00,0,8,2170740300,318401,0.461,0,41,2419283500,372208,0.539,0,49,4590023800,690609
1904,2009-01-18 00:00:00,0,7,1844049000,269428,0.444,0,45,2230754500,337541,0.556,0,52,4074803500,606969
1905,2009-01-19 00:00:00,0,11,627200000,97269,0.53,0,45,545043500,86432,0.471,0,56,1172243500,183701
1906,2009-01-20 00:00:00,0,11,634460400,99067,0.515,0,47,579977000,93385,0.485,0,58,1214437400,192452
1907,2009-01-21 00:00:00,0,8,607916500,94577,0.504,0,47,577153000,93143,0.496,0,55,1185069500,187720
1908,2009-01-22 00:00:00,1,7,977584500,152112,0.356,4,41,1715890500,275270,0.644,5,48,2693475000,427382
1909,2009-01-23 00:00:00,0,8,1199298000,177475,0.365,0,38,2065714000,308243,0.635,0,46,3265012000,485718
1910,2009-01-24 00:00:00,0,7,2099152000,307868,0.347,0,38,3846441000,578967,0.653,0,45,5945593000,886835
1911,2009-01-25 00:00:00,0,7,1814108200,262638,0.363,0,36,3115404500,460601,0.637,0,43,4929512700,723239
1912,2009-01-26 00:00:00,0,7,2712066500,390314,0.403,0,37,3995882500,577975,0.597,0,44,6707949000,968289
1913,2009-01-27 00:00:00,0,8,3152367800,462711,0.39,0,37,4849174000,724228,0.61,0,45,8001541800,1186939
1914,2009-01-28 00:00:00,0,9,1387887300,215392,0.42,0,41,1894294500,297409,0.58,0,50,3282181800,512801
1915,2009-01-29 00:00:00,0,11,825593500,129408,0.339,6,44,1573452500,252251,0.661,6,55,2399046000,381659
1916,2009-01-30 00:00:00,0,11,891220000,134229,0.339,0,43,1734678000,261203,0.661,0,54,2625898000,395432
1917,2009-01-31 00:00:00,0,11,1981905000,298130,0.315,0,46,4283132500,648773,0.685,0,57,6265037500,946903
1918,합계,2,316,50755305000,7535688,0.456,20,1271,58935760500,8989906,0.544,22,1587,109691065500,16525594
1919,2009-02-01 00:00:00,0,10,1571512600,233895,0.32,0,44,3287059000,497441,0.68,0,54,4858571600,731336
1920,2009-02-02 00:00:00,0,11,572033100,92534,0.399,0,42,885408500,139559,0.601,0,53,1457441600,232093
1921,2009-02-03 00:00:00,0,13,555846500,87960,0.387,0,44,881651500,139112,0.613,0,57,1437498000,227072
1922,2009-02-04 00:00:00,0,12,568861500,89587,0.392,0,45,880557500,138759,0.608,0,57,1449419000,228346
1923,2009-02-05 00:00:00,3,14,1011493200,158795,0.558,4,47,768684500,125917,0.442,7,61,1780177700,284712
1924,2009-02-06 00:00:00,0,12,1144125800,170988,0.566,0,46,877832000,131098,0.434,0,58,2021957800,302086
1925,2009-02-07 00:00:00,0,12,2410528500,354911,0.545,0,45,1998834500,295831,0.455,0,57,4409363000,650742
1926,2009-02-08 00:00:00,0,13,2193196000,322196,0.547,0,46,1788264000,266794,0.453,0,59,3981460000,588990
1927,2009-02-09 00:00:00,0,15,795548000,123690,0.609,0,43,502863500,79321,0.391,0,58,1298411500,203011
1928,2009-02-10 00:00:00,0,14,846417200,132434,0.626,0,44,499910000,79283,0.374,0,58,1346327200,211717
1929,2009-02-11 00:00:00,0,16,808198000,127139,0.634,0,46,467299500,73317,0.366,0,62,1275497500,200456
1930,2009-02-12 00:00:00,1,16,952496500,149086,0.456,5,36,1096728000,177768,0.544,6,52,2049224500,326854
1931,2009-02-13 00:00:00,0,16,1136913500,168675,0.481,0,34,1231403500,181967,0.519,0,50,2368317000,350642
1932,2009-02-14 00:00:00,0,15,2797175000,414143,0.46,0,32,3247263500,485693,0.54,0,47,6044438500,899836
1933,2009-02-15 00:00:00,0,16,2282902000,336068,0.469,0,32,2537759500,381133,0.531,0,48,4820661500,717201
1934,2009-02-16 00:00:00,0,15,873390100,137390,0.526,0,34,781521000,123572,0.474,0,49,1654911100,260962
1935,2009-02-17 00:00:00,0,15,956632600,151557,0.544,0,39,798402500,127091,0.456,0,54,1755035100,278648
1936,2009-02-18 00:00:00,0,15,956374500,151545,0.537,0,41,822204500,130691,0.463,0,56,1778579000,282236
1937,2009-02-19 00:00:00,2,15,1054472200,169475,0.544,6,37,879824500,142134,0.456,8,52,1934296700,311609
1938,2009-02-20 00:00:00,0,15,1207195600,179471,0.522,0,33,1084348000,164618,0.478,0,48,2291543600,344089
