날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위,가격
2015-09-03,389,0.084,989,0.065,136714,0.054,0.172,171342200,-103567600,23512,-13966,95651023826,12341648,5,9000
2015-09-04,402,0.086,1023,0.065,140370,0.054,0.227,249419826,78077626,31880,8368,95900443652,12373528,5,10000
2015-09-05,399,0.08,1031,0.063,142935,0.053,0.429,492776229,243356403,61339,29459,96393219881,12434867,5,10000
2015-09-06,394,0.08,1006,0.063,139921,0.053,0.426,473289500,-19486729,59620,-1719,96866509381,12494487,5,10000
2015-09-07,391,0.087,1001,0.067,138415,0.056,0.141,140478800,-332810700,19459,-40161,97006988181,12513946,5,9000
2015-09-08,394,0.087,1001,0.068,139524,0.057,0.121,122048800,-18430000,16936,-2523,97129036981,12530882,5,9000
2015-09-09,392,0.086,1014,0.069,139844,0.057,0.119,116111200,-5937600,16605,-331,97245148181,12547487,5,9000
2015-09-10,347,0.076,828,0.056,111249,0.045,0.114,91664300,-24446900,12693,-3912,97336812481,12560180,6,9000
2015-09-11,368,0.079,858,0.056,114861,0.045,0.142,125367500,33703200,16259,3566,97462179981,12576439,7,10000
2015-09-12,379,0.076,896,0.055,122532,0.046,0.28,277100500,151733000,34297,18038,97739280481,12610736,5,10000
2015-09-13,370,0.075,868,0.055,118767,0.046,0.257,246557900,-30542600,30547,-3750,97985838381,12641283,5,10000
2015-09-14,358,0.079,837,0.058,113195,0.047,0.095,77884300,-168673600,10771,-19776,98063722681,12652054,5,9000
2015-09-15,362,0.078,841,0.059,113917,0.048,0.092,75704200,-2180100,10494,-277,98139426881,12662548,5,9000
2015-09-16,138,0.034,204,0.014,23820,0.01,0.123,20525600,-55178600,2918,-7576,98159952481,12665466,7,9000
2015-09-17,126,0.032,178,0.012,21573,0.009,0.143,21988600,1463000,3084,166,98181941081,12668550,6,9000
2015-09-18,125,0.031,170,0.011,20166,0.008,0.126,19950000,-2038600,2540,-544,98201891081,12671090,8,10000
2015-09-19,106,0.025,144,0.009,16797,0.006,0.256,34518900,14568900,4307,1767,98236409981,12675397,8,10000
2015-09-20,101,0.024,134,0.009,15813,0.006,0.252,32179100,-2339800,3986,-321,98268589081,12679383,8,10000
2015-09-21,129,0.034,181,0.013,21009,0.009,0.101,15483000,-16696100,2118,-1868,98284072081,12681501,6,9000
2015-09-22,127,0.033,182,0.013,21683,0.009,0.118,17721500,2238500,2558,440,98301793581,12684059,6,9000
2015-09-23,127,0.033,181,0.013,21302,0.009,0.112,17683500,-38000,2387,-171,98319477081,12686446,6,9000
