날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위,가격
2019-07-19,192,0.032,308,0.016,39980,0.013,0.241,70737160,15307530,9641,1195,84998657065,9977883,5,12000
2019-07-20,154,0.024,227,0.011,30215,0.01,0.389,90959090,20221930,11766,2125,85089616155,9989649,5,12000
2019-07-21,170,0.026,243,0.012,30716,0.01,0.38,89627790,-1331300,11669,-97,85179243945,10001318,5,12000
2019-07-22,205,0.036,372,0.02,45250,0.016,0.166,60945700,-28682090,7503,-4166,85240189645,10008821,5,11000
2019-07-23,212,0.036,384,0.02,47210,0.016,0.184,69271400,8325700,8675,1172,85309461045,10017496,5,11000
2019-07-24,78,0.014,118,0.006,15638,0.005,0.183,23193780,-46077620,2865,-5810,85332654825,10020361,10,11000
2019-07-25,83,0.013,126,0.006,16039,0.005,0.212,27834380,4640600,3398,533,85360489205,10023759,10,11000
2019-07-26,94,0.015,140,0.007,17758,0.006,0.218,35740260,7905880,3879,481,85396229465,10027638,9,12000
2019-07-27,94,0.014,151,0.007,18996,0.006,0.362,62986240,27245980,6879,3000,85459215705,10034517,9,12000
2019-07-28,99,0.014,160,0.008,20832,0.007,0.352,63485090,498850,7326,447,85522700795,10041843,9,12000
2019-07-29,112,0.018,190,0.01,23857,0.008,0.216,42881570,-20603520,5161,-2165,85565582365,10047004,10,11000
2019-07-30,111,0.017,188,0.01,23905,0.008,0.229,45215770,2334200,5478,317,85610798135,10052482,11,11000
