,날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위
0,2016-04-27,1864,0.404,9067,0.634,1672930,0.713,0.435,4948963000,4939804000 ( 53933.9% ),727949,727670 ( 260813.6% ),4964032000,729213,1
1,2016-04-28,1809,0.4,9022,0.627,1672996,0.708,0.283,3856410749,-1092552251 ( -22.1% ),474023,-253926 ( -34.9% ),8820442749,1203236,1
2,2016-04-29,1866,0.405,9364,0.636,1722230,0.715,0.371,5596538900,1740128151 ( 45.1% ),638973,164950 ( 34.8% ),14416981649,1842209,1
3,2016-04-30,1991,0.427,10341,0.682,1872135,0.757,0.61,9991461049,4394922149 ( 78.5% ),1142509,503536 ( 78.8% ),24408442698,2984718,1
4,2016-05-01,1969,0.429,10070,0.684,1831700,0.758,0.519,8372167800,-1619293249 ( -16.2% ),949797,-192712 ( -16.9% ),32780610498,3934515,1
5,2016-05-02,1848,0.42,9022,0.647,1664078,0.723,0.158,2133622400,-6238545400 ( -74.5% ),262274,-687523 ( -72.4% ),34914232898,4196789,1
6,2016-05-03,1846,0.407,8966,0.637,1657438,0.716,0.151,2013584200,-120038200 ( -5.6% ),249924,-12350 ( -4.7% ),36927817098,4446713,1
7,2016-05-04,1712,0.356,8268,0.553,1530102,0.624,0.278,3345408300,1331824100 ( 66.1% ),424827,174903 ( 70.0% ),40273225398,4871540,1
8,2016-05-05,1792,0.334,8566,0.521,1572012,0.588,0.564,7578443800,4233035500 ( 126.5% ),886759,461932 ( 108.7% ),47851669198,5758299,1
9,2016-05-06,1777,0.34,8596,0.531,1583963,0.603,0.427,5788077985,-1790365815 ( -23.6% ),676335,-210424 ( -23.7% ),53639747183,6434634,1
10,2016-05-07,1749,0.337,8546,0.529,1582200,0.603,0.332,4604951442,-1183126543 ( -20.4% ),525375,-150960 ( -22.3% ),58244698625,6960009,1
11,2016-05-08,1723,0.339,8175,0.527,1520699,0.602,0.254,3371801200,-1233150242 ( -26.8% ),386959,-138416 ( -26.3% ),61616499825,7346968,1
12,2016-05-09,1599,0.373,7380,0.546,1384563,0.619,0.086,948367800,-2423433400 ( -71.9% ),118785,-268174 ( -69.3% ),62564867625,7465753,1
13,2016-05-10,1589,0.371,7210,0.541,1353706,0.614,0.075,812077900,-136289900 ( -14.4% ),101692,-17093 ( -14.4% ),63376945525,7567445,1
14,2016-05-11,1450,0.284,5435,0.412,1023988,0.468,0.079,643814200,-168263700 ( -20.7% ),80698,-20994 ( -20.6% ),64020759725,7648143,2
15,2016-05-12,864,0.2,3649,0.264,661912,0.291,0.099,531807300,-112006900 ( -17.4% ),65539,-15159 ( -18.8% ),64552567025,7713682,2
16,2016-05-13,889,0.194,3647,0.256,656290,0.281,0.167,948738029,416930729 ( 78.4% ),109274,43735 ( 66.7% ),65501305054,7822956,2
17,2016-05-14,794,0.156,3295,0.218,568955,0.232,0.416,2079484913,1130746884 ( 119.2% ),236541,127267 ( 116.5% ),67580789967,8059497,2
18,2016-05-15,777,0.154,3092,0.211,535735,0.224,0.341,1593004200,-486480713 ( -23.4% ),182651,-53890 ( -22.8% ),69173794167,8242148,2
19,2016-05-16,729,0.17,2909,0.215,484151,0.217,0.097,358307600,-1234696600 ( -77.5% ),46865,-135786 ( -74.3% ),69532101767,8289013,2
20,2016-05-17,718,0.166,2761,0.208,455276,0.208,0.074,268490400,-89817200 ( -25.1% ),33698,-13167 ( -28.1% ),69800592167,8322711,2
21,2016-05-18,699,0.16,2668,0.199,433565,0.197,0.075,257718160,-10772240 ( -4.0% ),32729,-969 ( -2.9% ),70058310327,8355440,2
22,2016-05-19,463,0.1,1363,0.096,209063,0.09,0.105,168064300,-89653860 ( -34.8% ),21987,-10742 ( -32.8% ),70226374627,8377427,4
23,2016-05-20,479,0.1,1394,0.095,208608,0.087,0.158,276781100,108716800 ( 64.7% ),33048,11061 ( 50.3% ),70503155727,8410475,3
24,2016-05-21,505,0.096,1437,0.093,210863,0.084,0.373,660608500,383827400 ( 138.7% ),78634,45586 ( 137.9% ),71163764227,8489109,3
25,2016-05-22,518,0.099,1410,0.094,209534,0.086,0.339,596414300,-64194200 ( -9.7% ),71125,-7509 ( -9.5% ),71760178527,8560234,3
26,2016-05-23,446,0.099,1325,0.095,203314,0.089,0.089,139142800,-457271500 ( -76.7% ),18187,-52938 ( -74.4% ),71899321327,8578421,4
27,2016-05-24,443,0.096,1310,0.094,201630,0.088,0.086,132390500,-6752300 ( -4.9% ),17380,-807 ( -4.4% ),72031711827,8595801,4
28,2016-05-25,267,0.052,445,0.032,59656,0.026,0.143,52053400,-80337100 ( -60.7% ),8537,-8843 ( -50.9% ),72083765227,8604338,6
29,2016-05-26,242,0.049,413,0.03,56069,0.024,0.1,42779500,-9273900 ( -17.8% ),5591,-2946 ( -34.5% ),72126544727,8609929,6
30,2016-05-27,242,0.048,413,0.029,54867,0.023,0.143,65468300,22688800 ( 53.0% ),7820,2229 ( 39.9% ),72192013027,8617749,6
31,2016-05-28,232,0.044,370,0.024,48846,0.02,0.351,142587000,77118700 ( 117.8% ),17158,9338 ( 119.4% ),72334600027,8634907,7
32,2016-05-29,236,0.045,367,0.025,48643,0.02,0.321,127667700,-14919300 ( -10.5% ),15593,-1565 ( -9.1% ),72462267727,8650500,7
33,2016-05-30,238,0.05,410,0.03,55346,0.024,0.095,39752100,-87915600 ( -68.9% ),5281,-10312 ( -66.1% ),72502019827,8655781,7
34,2016-05-31,235,0.048,401,0.029,55348,0.025,0.091,37697200,-2054900 ( -5.2% ),5019,-262 ( -5.0% ),72539717027,8660800,8
35,2016-06-01,44,0.01,65,0.005,8246,0.003,0.112,7024200,-30673000 ( -81.4% ),927,-4092 ( -81.5% ),72546741227,8661727,14
